Cluster,Size,Percentage,SJR_mean,SJR_std,H index_mean,H index_std,IPP_mean,IPP_std,SNIP_mean,SNIP_std,Self-Cites/Total Cites (3years)_mean,Self-Cites/Total Cites (3years)_std,Uncited Docs./Total Docs. (3years)_mean,Uncited Docs./Total Docs. (3years)_std,Cites / Doc. (2years)_mean,Cites / Doc. (2years)_std,Ref. / Doc._mean,Ref. / Doc._std,Total Docs. (2023)_mean,Total Docs. (2023)_std,Total Cites (3years)_mean,Total Cites (3years)_std,Coverage_Duration_mean,Coverage_Duration_std
0,18125,78.46320346320347,0.32150935172413797,0.22550675976883516,24.27591724137931,20.011427900763298,0.9930757413780447,0.8724262124230624,0.5888761557570903,0.381614528689917,0.08732552843394464,0.10102874715698096,0.5833282474902141,0.220677616127319,0.951881379310345,0.8472707115364835,38.0162444137931,19.476390474684514,43.53274482758621,42.186388069291546,138.0825379310345,153.7619306733321,20.615503448275863,14.768375435964609
1,4975,21.536796536796537,0.9277382914572864,0.4565168821657614,83.19175879396985,39.7827914935214,3.2472747435113805,1.2875523851952946,1.1376477749050833,0.42076115898445626,0.06553795101857238,0.06030047285384409,0.24879718043358257,0.11795894040932768,3.0141165829145726,1.189049629488861,49.60275175879397,18.07008531019977,158.85608040201004,125.69662016291265,1300.5101507537688,805.7327183110622,30.99175879396985,16.818579859496456
