Title,SJR,H index,Total Docs. (2009),Total Docs. (3years),Total Refs.,Est. value (USD) (2009),Total Cites (3years),Self-Cites/Total Cites (3years),Uncited Docs./Total Docs. (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Coverage_Duration,Publisher
Journal of Financial Economics,10.037,331,93,290,4131,2315650.0,1726,0.0619930475086906,0.1137931034482758,286,5.12,44.42,52,Elsevier B.V.
Cell Metabolism,9.853,368,130,379,4502,2574603.0,4890,0.0243353783231083,0.1029023746701846,373,12.36,34.63,21,Cell Press
EMBO Journal,9.727,441,361,1264,17478,10165653.0,12070,0.016072908036454,0.0126582278481012,1262,9.32,48.42,44,Springer Science and Business Media Deutschland GmbH
Academy of Management Journal,9.688,396,63,225,5196,1766883.0,2013,0.0471932439145553,0.0666666666666666,211,7.27,82.48,50,Academy of Management
Journal of Clinical Investigation,9.496,558,389,1258,20125,10376269.0,18088,0.0112229102167182,0.0667726550079491,1154,13.57,51.74,81,American Society for Clinical Investigation
Annual Review of Physical Chemistry,9.472,189,24,82,2494,622534.0,1317,0.0068337129840546,0.0975609756097561,78,17.69,103.92,39,Annual Reviews Inc.
Review of Financial Studies,9.463,250,147,185,6562,1786445.0,802,0.1022443890274314,0.1405405405405405,179,4.08,44.64,30,Oxford University Press
Trends in Neurosciences,9.446,326,69,255,6343,2089521.0,3661,0.0101065282709642,0.0352941176470588,245,13.6,91.93,48,Elsevier Ltd
Living Reviews in Relativity,9.43,101,6,21,1519,195158.0,329,0.0,0.0952380952380952,21,10.2,253.17,28,Springer International Publishing AG
Pharmacological Reviews,9.362,264,19,71,6531,605057.0,1539,0.0019493177387914,0.1126760563380281,68,17.12,343.74,76,Elsevier Inc.
Nature Medicine,9.122,653,407,1263,6710,10501283.0,13359,0.0075604461411782,0.3942992874109263,867,10.75,16.49,31,Nature Research
Critical Reviews in Biochemistry and Molecular Biology,9.082,130,29,55,4300,482757.0,526,0.0133079847908745,0.0727272727272727,51,9.26,148.28,54,Informa Healthcare
Trends in Cognitive Sciences,9.042,375,87,276,4591,2215447.0,3348,0.0173237753882915,0.0869565217391304,227,10.62,52.77,29,Elsevier Ltd
Nature Reviews Neuroscience,9.019,493,188,597,10077,4812227.0,7194,0.0076452599388379,0.609715242881072,537,10.43,53.6,26,Springer Nature
Academy of Management Review,8.862,320,43,181,2916,1293942.0,2086,0.0201342281879194,0.0718232044198895,169,10.3,67.81,43,Academy of Management
Nature Photonics,8.746,404,215,415,3413,2075615.0,3960,0.026010101010101,0.4313253012048192,327,9.54,15.87,19,Nature Publishing Group
Physics Reports,8.701,328,31,167,8251,1239353.0,3442,0.0034863451481696,0.0479041916167664,163,18.12,266.16,55,Elsevier B.V.
Current Opinion in Genetics and Development,8.672,203,87,262,4655,2201070.0,2462,0.0089358245329,0.0801526717557251,243,9.42,53.51,35,Elsevier Ltd
"Astrophysical Journal, Supplement Series",8.638,286,125,447,9392,3458969.0,5436,0.0340323767476085,0.0805369127516778,447,12.85,75.14,40,American Astronomical Society
Trends in Ecology and Evolution,8.622,396,114,354,5691,2869314.0,3900,0.0182051282051282,0.0932203389830508,273,10.63,49.92,40,Elsevier Ltd
Journal of the American College of Cardiology,8.561,512,863,2604,22999,20387817.0,24498,0.0603722752877785,0.2565284178187404,1571,9.07,26.65,43,Elsevier Inc.
Current Opinion in Structural Biology,8.374,223,105,310,4885,2496258.0,2892,0.0273167358229598,0.1129032258064516,274,8.82,46.52,35,Elsevier Ltd
Journal of Cell Biology,8.266,422,417,1605,16625,12471470.0,12195,0.0359163591635916,0.2429906542056074,1539,7.37,39.87,71,Rockefeller University Press
Annals of Mathematics,8.119,145,65,144,1819,1283742.0,554,0.0252707581227436,0.2222222222222222,144,3.55,27.98,30,Department of Mathematics at Princeton University
American Economic Review,8.108,380,222,573,4802,4626054.0,2313,0.0397751837440553,0.2286212914485166,551,3.31,21.63,50,American Economic Association
American Journal of Human Genetics,8.025,339,156,725,5874,5223786.0,7954,0.0211214483278853,0.1034482758620689,657,11.55,37.65,76,Cell Press
Administrative Science Quarterly,8.012,218,19,60,1485,470064.0,308,0.0649350649350649,0.1833333333333333,55,3.93,78.16,47,Johnson School at Cornell University
Nature Biotechnology,7.942,531,373,1269,4605,9502779.0,10453,0.0151152779106476,0.3971631205673759,725,8.87,12.35,37,Nature Research
JAMA Psychiatry,7.914,417,154,498,7669,3942131.0,6317,0.0196295709988918,0.1726907630522088,407,10.44,49.8,13,American Medical Association
Ecology Letters,7.912,330,138,391,6939,3187163.0,4066,0.0486965076242006,0.0511508951406649,389,9.36,50.28,28,Wiley-Blackwell Publishing Ltd
Psychological Bulletin,7.89,379,52,134,7730,1110952.0,2202,0.0136239782016348,0.0820895522388059,132,13.84,148.65,122,American Psychological Association
Nano Letters,7.852,569,804,2065,26810,16170667.0,23536,0.0633072739632902,0.0300242130750605,2061,10.57,33.35,25,American Chemical Society
Immunological Reviews,7.794,262,126,355,16121,2916870.0,4205,0.0237812128418549,0.0338028169014084,338,10.58,127.94,57,Wiley-Blackwell Publishing Ltd
Reports on Progress in Physics,7.757,259,33,121,7064,978859.0,1727,0.0046323103647944,0.0495867768595041,121,12.89,214.06,88,IOP Publishing Ltd.
Epidemiologic Reviews,7.729,122,11,34,1571,248649.0,579,0.0120898100172711,0.0588235294117647,33,20.77,142.82,47,Oxford University Press
PLoS Biology,7.722,316,254,827,12406,6293848.0,8859,0.0088046054859464,0.1644498186215235,793,9.96,48.84,23,Public Library of Science
Personality and Social Psychology Review,7.637,194,19,56,2370,424088.0,598,0.0317725752508361,0.0892857142857142,55,7.11,124.74,29,SAGE Publications Inc.
Nature Methods,7.628,408,276,785,3676,6332699.0,6786,0.0232832301797819,0.3847133757961783,658,9.2,13.32,22,Nature Research
Journal of Clinical Oncology,7.574,646,1241,3567,33484,29966873.0,37747,0.0514477971759345,0.2467059153350154,2327,9.95,26.98,43,Lippincott Williams and Wilkins
Plant Cell,7.554,412,310,838,17200,6877962.0,8253,0.0650672482733551,0.0787589498806682,785,9.24,55.48,37,American Society of Plant Biologists
Current Opinion in Neurobiology,7.516,256,99,289,5027,2381898.0,2506,0.01316839584996,0.0934256055363321,266,7.69,50.78,35,Elsevier Ltd
Current Opinion in Immunology,7.504,215,108,331,5632,2573362.0,3378,0.0085849615156897,0.093655589123867,293,10.78,52.15,38,Elsevier Ltd
Development (Cambridge),7.475,369,402,1288,23281,10421658.0,9629,0.0741510021809118,0.0349378881987577,1276,7.37,57.91,39,Company of Biologists Ltd
MMWR Surveillance Summaries,7.389,119,1,44,0,256720.0,994,0.0,0.0227272727272727,44,20.23,0.0,22,Centers for Disease Control and Prevention (CDC)
Trends in Genetics,7.305,253,83,301,4508,2435760.0,2912,0.0109890109890109,0.0332225913621262,296,9.56,54.31,41,Elsevier Ltd
Journal of Economic Literature,7.262,189,18,59,2180,466509.0,552,0.0163043478260869,0.2203389830508474,59,9.92,121.11,32,American Economic Association
Materials Today,7.211,244,77,228,3257,1731454.0,1797,0.0072342793544796,0.4122807017543859,144,7.51,42.3,25,Elsevier B.V.
Proceedings of the National Academy of Sciences of the United States of America,7.025,896,3964,10692,146608,85572658.0,108945,0.0304832713754646,0.0500374111485222,10111,9.58,36.98,72,National Academy of Sciences
Acta Mathematica,7.012,80,11,31,399,254834.0,111,0.009009009009009,0.1290322580645161,31,2.5,36.27,133,Springer Netherlands
Molecular Systems Biology,6.966,178,101,227,4691,1466789.0,2586,0.0274555297757153,0.0881057268722467,221,10.94,46.45,21,Springer Science and Business Media Deutschland GmbH
Nature Reviews Drug Discovery,6.955,412,196,485,7293,4911810.0,6021,0.0096329513369872,0.3814432989690721,387,11.49,37.21,24,Nature Research
Current Opinion in Plant Biology,6.936,242,109,297,5912,2361822.0,3160,0.0259493670886075,0.0404040404040404,269,10.37,54.24,28,Elsevier Ltd
Progress in Energy and Combustion Science,6.757,243,21,57,3834,384682.0,912,0.0230263157894736,0.0350877192982456,57,15.14,182.57,51,Elsevier B.V.
Astronomy and Astrophysics Review,6.74,84,8,18,1833,114492.0,190,0.0105263157894736,0.0555555555555555,17,12.43,229.13,35,Springer Verlag
Cell Host and Microbe,6.738,255,142,230,5523,1265371.0,1932,0.0527950310559006,0.1695652173913043,223,8.4,38.89,19,Cell Press
Clinical Microbiology Reviews,6.669,340,36,103,7391,828540.0,2057,0.0019445794846864,0.0,103,17.74,205.31,37,American Society for Microbiology
Materials Science and Engineering R: Reports,6.632,182,12,36,4625,298573.0,603,0.0082918739635157,0.0,36,14.91,385.42,33,Elsevier B.V.
Journal of Economic Perspectives,6.606,239,48,145,1802,1122206.0,938,0.0127931769722814,0.1586206896551724,139,5.23,37.54,33,American Economic Association
Annual Review of Entomology,6.576,239,24,79,2897,585627.0,1196,0.0142140468227424,0.050632911392405,76,12.92,120.71,61,Annual Reviews Inc.
Circulation,6.573,691,1022,3575,31095,28073467.0,36375,0.0310927835051546,0.2993006993006993,2772,9.77,30.43,76,Lippincott Williams and Wilkins
Systematic Biology,6.557,208,51,232,3086,1646007.0,1986,0.0840886203423967,0.0517241379310344,230,8.63,60.51,53,Oxford University Press
Surface Science Reports,6.511,131,13,41,3821,326730.0,575,0.0052173913043478,0.048780487804878,40,13.04,293.92,45,Elsevier B.V.
Inventiones Mathematicae,6.489,132,67,198,2136,1526348.0,574,0.0226480836236933,0.1717171717171717,198,2.48,31.88,60,Springer New York
"Vital and health statistics. Series 10, Data from the National Health Survey",6.46,42,3,6,83,49817.0,113,0.0088495575221238,0.0,6,9.33,27.67,41,"U. S. Department of Health, Education and Welfare, Public Health Service, Health Resources Administration, National Center for Health Statistics"
Annual Review of Phytopathology,6.387,195,18,56,2387,448268.0,797,0.0225846925972396,0.0892857142857142,56,11.54,132.61,39,Annual Reviews Inc.
Biochimica et Biophysica Acta - Reviews on Cancer,6.36,166,43,92,6293,720677.0,1025,0.0048780487804878,0.0543478260869565,85,12.05,146.35,52,Elsevier B.V.
Trends in Plant Science,6.349,325,95,291,6124,2231108.0,2991,0.0277499164159144,0.0274914089347079,259,10.1,64.46,30,Elsevier Ltd
JAMA,6.325,794,1233,3473,15404,27322299.0,28018,0.0158112641873081,0.5240426144543622,1674,7.25,12.49,143,American Medical Association
Physical Review Letters,6.325,723,3574,11664,90867,86635661.0,87044,0.0822572492072974,0.0778463648834019,11348,7.54,25.42,68,American Physical Society
Molecular and Cellular Biology,6.304,361,519,2146,28114,16986224.0,14296,0.0309876888640179,0.0372786579683131,2146,6.46,54.17,45,Taylor and Francis Ltd.
Seminars in Immunology,6.279,153,51,146,5063,1152714.0,1314,0.0068493150684931,0.1232876712328767,128,9.34,99.27,37,Academic Press
National Health Statistics Reports,6.271,83,9,39,179,260888.0,411,0.0145985401459854,0.1025641025641025,39,10.8,19.89,17,U.S. National Center for Health Statistics
Journal of the American Mathematical Society,6.264,116,34,102,1041,769238.0,308,0.0162337662337662,0.2254901960784313,102,3.33,30.62,38,American Mathematical Society
The Lancet Neurology,6.249,379,225,661,7835,4588951.0,5667,0.0151755779071819,0.4009077155824508,288,8.8,34.82,24,Elsevier Ltd
Nature Reviews Microbiology,6.201,393,198,509,8456,4442296.0,4578,0.0174748798602009,0.4734774066797642,420,8.5,42.71,23,Nature Research
Journal of Neuroscience,6.15,515,1595,4478,83940,34050392.0,35821,0.0822980932972278,0.0562751228226887,4399,7.54,52.63,45,Society for Neuroscience
Trends in Molecular Medicine,6.117,213,60,214,5414,1626514.0,2403,0.0070744902205576,0.0233644859813084,213,12.59,90.23,26,Elsevier Ltd
Journal of the Royal Statistical Society. Series B: Statistical Methodology,6.072,159,47,138,1583,1015370.0,658,0.0364741641337386,0.2101449275362318,135,3.92,33.68,29,Oxford University Press
JAMA Internal Medicine,6.017,403,445,1401,9534,10221071.0,10473,0.0203380120309366,0.3140613847251963,831,7.09,21.42,13,American Medical Association
Annual Review of Medicine,5.985,182,36,102,2615,782574.0,1299,0.0023094688221709,0.0196078431372549,102,11.34,72.64,75,Annual Reviews Inc.
Molecular Psychiatry,5.982,261,129,405,5883,3013881.0,3708,0.0304746494066882,0.1160493827160493,310,9.5,45.6,30,Springer Nature
Journal of Climate,5.958,344,401,1145,18682,8604539.0,5866,0.2178656665530174,0.1458515283842794,1120,3.72,46.59,37,American Meteorological Society
American Journal of Psychiatry,5.937,405,287,1244,5636,9058073.0,8620,0.0215777262180974,0.3143086816720257,692,6.25,19.64,80,American Psychiatric Association
Reviews of Geophysics,5.925,207,14,58,2976,389381.0,531,0.0056497175141242,0.1206896551724138,58,9.08,212.57,63,John Wiley and Sons Inc
Annals of Internal Medicine,5.882,445,593,1550,11207,12007067.0,10743,0.0202922833472959,0.5116129032258064,798,6.47,18.9,81,American College of Physicians
Cell Death and Differentiation,5.862,271,167,682,7762,4644425.0,5430,0.0226519337016574,0.1055718475073313,569,7.91,46.48,32,Springer Nature
Molecular Biology of the Cell,5.862,250,457,1390,24842,10852999.0,8456,0.0553453169347209,0.0345323741007194,1390,6.04,54.36,36,American Society for Cell Biology
Brain,5.837,391,344,960,16676,7185239.0,9282,0.0347985347985348,0.1197916666666666,820,9.19,48.48,147,Oxford University Press
Blood,5.834,540,1761,4763,64323,36360630.0,39697,0.0834068065596896,0.1864371194625236,3876,8.29,36.53,80,Elsevier B.V.
Political Analysis,5.803,89,31,82,1096,586622.0,388,0.0463917525773195,0.3414634146341463,71,3.27,35.35,27,Cambridge University Press
Circulation Research,5.77,402,351,1310,13220,9443842.0,9744,0.0370484400656814,0.1549618320610687,949,7.34,37.66,73,Lippincott Williams and Wilkins
Journal of Marketing,5.765,296,62,150,4235,1225322.0,1169,0.0906757912745936,0.08,146,5.94,68.31,38,American Marketing Association
PLoS Genetics,5.762,282,474,774,25639,5573766.0,6819,0.0343158820941487,0.0645994832041343,751,8.33,54.09,21,Public Library of Science
American Journal of Respiratory and Critical Care Medicine,5.724,436,457,1491,14080,11059612.0,11947,0.0584247091319996,0.2676056338028169,951,7.91,30.81,33,American Thoracic Society
Journal of Applied Psychology,5.723,353,116,356,9608,2550241.0,2268,0.1018518518518518,0.0646067415730337,356,5.3,82.83,109,American Psychological Association
Current Biology,5.72,376,717,2164,17407,16492176.0,12134,0.0310697214438767,0.2597042513863216,1889,5.28,24.28,35,Cell Press
Nucleic Acids Research,5.669,675,1449,3300,59832,26616107.0,26934,0.1058513403133585,0.0772727272727272,3291,8.16,41.29,52,Oxford University Press
The Lancet,5.667,936,1641,4937,22001,37173346.0,29985,0.0197765549441387,0.5341300384849099,1299,6.33,13.41,203,Elsevier B.V.
Strategic Management Journal,5.662,351,71,211,5405,1649726.0,1324,0.0687311178247734,0.0900473933649289,211,5.52,76.13,46,John Wiley and Sons Ltd
Journal of Engineering Education,5.616,131,36,117,1434,865146.0,526,0.1254752851711026,0.1794871794871795,93,3.86,39.83,42,Wiley-Blackwell
Progress in Neurobiology,5.613,264,59,164,12935,1271720.0,1720,0.0110465116279069,0.0548780487804878,159,10.05,219.24,55,Elsevier Ltd
Current Opinion in Microbiology,5.602,208,105,289,5211,2242849.0,2450,0.0183673469387755,0.1245674740484429,255,7.84,49.63,28,Elsevier Ltd
Angewandte Chemie - International Edition,5.571,667,1687,4957,82452,36386901.0,48304,0.066702550513415,0.0409521888238854,4944,9.64,48.87,64,John Wiley and Sons Ltd
Cancer and Metastasis Reviews,5.553,175,35,176,3239,1104113.0,1921,0.0010411244143675,0.1193181818181818,166,10.62,92.54,44,Springer
Psychological Science in the Public Interest,5.548,62,7,18,991,138891.0,163,0.0,0.3888888888888889,9,5.42,141.57,25,SAGE Publications Inc.
Trends in Immunology,5.545,265,76,268,5688,2125124.0,2621,0.0175505532239603,0.0597014925373134,253,9.14,74.84,31,Elsevier Ltd
American Journal of Political Science,5.541,215,60,185,3061,1340630.0,851,0.044653349001175,0.1675675675675675,185,3.53,51.02,32,Wiley-Blackwell Publishing Ltd
Annals of Statistics,5.522,202,147,324,4509,2533771.0,1211,0.1337737407101569,0.2037037037037037,310,3.5,30.67,29,Institute of Mathematical Statistics
"Vital and health statistics. Series 13, Data from the National Health Survey",5.491,31,2,5,37,32235.0,64,0.015625,0.2,5,5.0,18.5,34,U.S. National Center for Health Statistics
Journal of Labor Economics,5.471,136,20,73,753,534100.0,252,0.0317460317460317,0.2328767123287671,73,2.24,37.65,37,University of Chicago Press
Advanced Materials,5.455,675,676,2087,32635,15355647.0,20163,0.0473143877399196,0.0402491614758025,2072,8.64,48.28,37,Wiley-Blackwell
Review of Economics and Statistics,5.449,211,59,177,1997,1344304.0,761,0.0065703022339027,0.2033898305084746,177,3.64,33.85,47,MIT Press Journals
Nature Chemical Biology,5.431,272,199,527,6101,3217838.0,4032,0.0148809523809523,0.301707779886148,462,7.38,30.66,21,Nature Research
Journal of Economic Growth,5.395,103,12,34,625,269312.0,135,0.0592592592592592,0.088235294117647,34,2.82,52.08,30,Springer New York
Psychological Review,5.373,249,44,164,4585,1183441.0,1397,0.0386542591267,0.1646341463414634,162,7.21,104.2,132,American Psychological Association
American Journal of Sociology,5.372,214,38,121,3157,884293.0,631,0.0396196513470681,0.0661157024793388,116,4.48,83.08,66,University of Chicago
Annals of Neurology,5.34,340,267,770,8086,5981676.0,5782,0.0264614320304392,0.222077922077922,547,6.81,30.28,49,John Wiley &amp; Sons Inc.
Oncogene,5.33,380,414,2318,18168,15809441.0,17548,0.022167768406656,0.0685936151855047,2275,7.44,43.88,39,Springer Nature
International Organization,5.31,168,26,84,2187,640548.0,475,0.0463157894736842,0.0833333333333333,81,3.57,84.12,79,Cambridge University Press
American Sociological Review,5.299,240,48,140,3233,1041271.0,737,0.0420624151967435,0.1142857142857142,129,4.08,67.35,61,American Sociological Association
Cancer Research,5.294,510,1193,4217,46684,30781744.0,36150,0.0406639004149377,0.0360445814560113,4156,8.05,39.13,85,American Association for Cancer Research Inc.
FEMS Microbiology Reviews,5.271,261,58,128,8757,1080034.0,1377,0.0116194625998547,0.03125,124,10.33,150.98,36,Oxford University Press
Journal of the National Cancer Institute,5.271,394,368,1169,7155,9196897.0,7739,0.0177025455485204,0.3678357570573139,695,5.94,19.44,86,Oxford University Press
Biological Psychiatry,5.25,367,350,1089,15630,7882452.0,10079,0.0380990177596983,0.0679522497704315,969,8.45,44.66,57,Elsevier Inc.
Journal of Cell Science,5.231,319,481,1396,26617,11024971.0,8997,0.0422363009892186,0.078080229226361,1328,6.04,55.34,60,Company of Biologists Ltd
Publications Mathematiques de l'Institut des Hautes Etudes Scientifiques,5.223,52,6,19,164,101705.0,54,0.0,0.2105263157894736,19,2.31,27.33,63,Springer Verlag
Human Molecular Genetics,5.216,307,514,1048,25897,8932224.0,8664,0.0500923361034164,0.0267175572519083,1047,7.94,50.38,34,Oxford University Press
Seminars in Cancer Biology,5.193,190,56,162,5580,1218030.0,1405,0.0049822064056939,0.1172839506172839,144,6.75,99.64,36,Academic Press
Coordination Chemistry Reviews,5.187,329,146,422,22574,3286732.0,4832,0.0256622516556291,0.0473933649289099,403,10.69,154.62,60,Elsevier B.V.
Progress in Surface Science,5.185,92,12,35,1736,247279.0,255,0.0196078431372549,0.0571428571428571,34,8.0,144.67,54,Elsevier Ltd
Annual Review of Nutrition,5.17,184,18,69,2562,493568.0,748,0.0120320855614973,0.0579710144927536,68,10.17,142.33,44,Annual Reviews Inc.
