Title,SJR,H index,Total Docs. (2018),Total Docs. (3years),Total Refs.,Est. value (USD) (2018),Total Cites (3years),Self-Cites/Total Cites (3years),Uncited Docs./Total Docs. (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Coverage_Duration,Publisher
Nature Reviews Microbiology,17.833,393,174,409,8089,4084522.0,6230,0.0083467094703049,0.4767726161369193,196,13.7,46.49,23,Nature Research
Econometrica,17.635,231,68,186,2965,1774000.0,966,0.0434782608695652,0.1720430107526881,175,4.42,43.6,43,Wiley-Blackwell Publishing Ltd
Journal of Statistical Software,17.569,187,71,269,2940,2114414.0,6952,0.0054660529344073,0.3085501858736059,269,11.89,41.41,29,University of California at Los Angeles
Reviews of Modern Physics,17.337,399,42,119,14771,1167765.0,5036,0.0071485305798252,0.0084033613445378,118,38.43,351.69,97,American Physical Society
Nature Nanotechnology,17.049,444,259,708,7234,6928922.0,17523,0.0087884494664155,0.1723163841807909,553,21.95,27.93,20,Nature Publishing Group
Nature Medicine,17.007,653,321,765,9324,7798800.0,15881,0.0078080725395126,0.2457516339869281,622,18.37,29.05,31,Nature Research
Nature Energy,16.918,259,225,360,6035,2383240.0,10095,0.0145616641901931,0.2777777777777778,255,28.04,26.82,10,Springer Nature
Nature Materials,16.524,583,243,793,6833,7082155.0,21674,0.0050752053151241,0.1715006305170239,639,25.17,28.12,24,Nature Publishing Group
Nature,16.345,1442,2978,8710,44064,79951396.0,121134,0.0092211930589264,0.4521239954075775,4535,11.7,14.8,157,Nature Research
Chemical Society Reviews,16.116,673,313,949,65803,9112507.0,40088,0.0124476152464577,0.0105374077976817,921,37.97,210.23,54,Royal Society of Chemistry
The Lancet,15.871,936,1535,4974,20980,44687070.0,46697,0.0125275713643274,0.5092480900683555,1402,9.29,13.67,203,Elsevier B.V.
Nature Neuroscience,15.852,496,224,767,10141,6956583.0,13503,0.0161445604680441,0.1368970013037809,702,16.05,45.27,28,Nature Research
"Vital & health statistics. Series 3, Analytical and epidemiological studies / [U.S. Dept. of Health and Human Services, Public Health Service, National Center for Health Statistics]",14.592,5,0,1,0,0.0,49,0.0,0.0,1,49.0,0.0,11,U.S. National Center for Health Statistics
Nature Biotechnology,14.568,531,337,1051,5612,9769702.0,12900,0.0120930232558139,0.390104662226451,635,10.56,16.65,37,Nature Research
Review of Economic Studies,14.499,177,66,103,3397,1110417.0,556,0.014388489208633,0.087378640776699,103,4.74,51.47,93,Oxford University Press
American Economic Journal: Macroeconomics,13.801,88,32,98,1414,832867.0,456,0.0241228070175438,0.1326530612244898,98,3.13,44.19,16,American Economic Association
Journal of Financial Economics,13.636,331,114,365,6019,3086473.0,2574,0.0508935508935508,0.0904109589041095,362,4.74,52.8,52,Elsevier B.V.
Journal of Labor Economics,13.59,136,37,124,1807,924655.0,635,0.04251968503937,0.1854838709677419,121,4.79,48.84,37,University of Chicago Press
Administrative Science Quarterly,13.521,218,27,70,2941,612752.0,606,0.0346534653465346,0.1285714285714285,63,7.87,108.93,47,Johnson School at Cornell University
Nature Reviews Chemistry,13.462,131,98,94,5777,526955.0,1308,0.010703363914373,0.4680851063829787,52,13.91,58.95,9,Nature Publishing Group
Nature Photonics,13.456,404,189,563,4804,5402425.0,12482,0.0095337285691395,0.2451154529307282,422,20.64,25.42,19,Nature Publishing Group
Nature Immunology,13.3,452,243,626,8022,5658721.0,9227,0.0146309743145117,0.268370607028754,555,13.59,33.01,26,Nature Research
Science,13.251,1382,3034,6668,37587,62920330.0,107590,0.0090993586764569,0.382123575284943,4525,14.25,12.39,145,American Association for the Advancement of Science
Energy and Environmental Science,13.103,466,301,890,20418,8154070.0,30156,0.0187027457222443,0.0101123595505617,885,33.58,67.83,18,Royal Society of Chemistry
Nature Reviews Disease Primers,12.937,210,104,153,9307,1056174.0,4170,0.0021582733812949,0.0980392156862745,133,28.03,89.49,11,Nature Publishing Group
Annual Review of Psychology,12.778,298,21,88,2795,722253.0,2498,0.0040032025620496,0.0113636363636363,87,21.87,133.1,74,Annual Reviews Inc.
Academy of Management Annals,12.701,119,26,59,5098,526295.0,946,0.0169133192389006,0.0169491525423728,58,14.96,196.08,16,Academy of Management
Annual Review of Neuroscience,12.626,269,26,67,3689,645845.0,1173,0.0076726342710997,0.0,67,12.98,141.88,47,Annual Reviews Inc.
Review of Financial Studies,12.516,250,121,289,6341,2683310.0,1728,0.0671296296296296,0.1418685121107266,289,5.13,52.4,30,Oxford University Press
Journal of Human Resources,12.363,129,32,97,1510,749295.0,793,0.0100882723833543,0.1443298969072164,97,3.7,47.19,42,University of Wisconsin Press
The Lancet Neurology,12.285,379,280,818,5026,7066193.0,8013,0.0107325595906651,0.460880195599022,280,8.81,17.95,24,Elsevier Ltd
Nature Cell Biology,12.137,420,205,494,7507,4618081.0,7071,0.0128694668363739,0.1518218623481781,467,12.37,36.62,27,Nature Research
Molecular Cell,12.076,459,397,1147,20505,10220504.0,14478,0.033360961458765,0.1002615518744551,1135,12.11,51.65,29,Cell Press
American Economic Review,11.889,380,115,774,6192,6032924.0,4363,0.0261288104515241,0.1950904392764857,756,4.28,53.84,50,American Economic Association
Physiological Reviews,11.797,401,56,111,27455,1097571.0,2970,0.0063973063973063,0.054054054054054,106,22.26,490.27,81,American Physiological Society
Journal of Clinical Oncology,11.754,646,622,2456,17362,19788856.0,28763,0.0240934533949866,0.2992671009771987,1467,10.84,27.91,43,Lippincott Williams and Wilkins
Advances in Physics,11.746,127,4,18,1540,134543.0,526,0.0,0.0555555555555555,18,26.18,385.0,72,Taylor and Francis Ltd.
Cancer Cell,11.741,416,177,531,8927,4775909.0,8416,0.0124762357414448,0.1450094161958568,528,14.25,50.44,24,Cell Press
Annual Review of Plant Biology,11.591,307,29,73,4810,698450.0,1639,0.0097620500305064,0.0410958904109589,73,19.63,165.86,29,Annual Reviews Inc.
American Economic Journal: Applied Economics,11.559,117,46,115,2411,1027667.0,729,0.0219478737997256,0.0869565217391304,115,5.05,52.41,16,American Economic Association
Cell Stem Cell,11.434,316,218,571,8048,5249800.0,7487,0.020168291705623,0.2101576182136602,510,12.12,36.92,19,Cell Press
Neuron,11.377,548,498,1493,29890,13070798.0,18551,0.048353188507358,0.1332886805090422,1481,11.11,60.02,38,Cell Press
Immunity,11.299,475,246,752,11322,6646031.0,11708,0.025965152032798,0.1542553191489361,738,14.64,46.02,32,Cell Press
Academy of Management Journal,10.755,396,93,265,10042,2239772.0,2600,0.058076923076923,0.0075471698113207,263,7.75,107.98,50,Academy of Management
Cell Metabolism,10.692,368,219,710,12265,6068903.0,11035,0.0231989125509741,0.128169014084507,658,14.99,56.0,21,Cell Press
Nature Chemistry,10.57,308,211,652,7259,5658103.0,10557,0.0098512835085725,0.1748466257668711,555,15.46,34.4,17,Nature Publishing Group
Clinical Microbiology Reviews,10.389,340,35,99,8462,880673.0,2356,0.0025466893039049,0.0404040404040404,98,18.9,241.77,37,American Society for Microbiology
Genome Research,10.205,338,174,507,10100,4616929.0,5607,0.0256821829855537,0.0335305719921104,505,10.08,58.05,35,Cold Spring Harbor Laboratory Press
Journal of Accounting Research,10.151,179,35,93,2091,778166.0,590,0.0796610169491525,0.1612903225806451,92,5.44,59.74,30,Wiley-Blackwell Publishing Ltd
Advanced Materials,10.108,675,1501,3570,112645,30245275.0,87584,0.0504886737303617,0.0254901960784313,3469,24.18,75.05,37,Wiley-Blackwell
The Lancet Diabetes and Endocrinology,10.088,189,209,732,5143,5733090.0,5145,0.0171039844509232,0.4357923497267759,213,6.89,24.61,13,Elsevier Ltd
Trends in Cell Biology,10.011,271,88,283,7904,2380717.0,4183,0.0059765718383934,0.1060070671378091,258,13.41,89.82,35,Elsevier Ltd
Nature Structural and Molecular Biology,10.005,310,153,521,7220,4384672.0,5060,0.0136363636363636,0.1324376199616123,474,9.35,47.19,23,Nature Research
Genome Biology,9.867,319,222,759,12679,6443063.0,9351,0.0209603250989199,0.1014492753623188,708,11.75,57.11,26,BioMed Central Ltd
Journal of the American Mathematical Society,9.864,116,20,81,906,601588.0,451,0.0044345898004434,0.0246913580246913,81,4.73,45.3,38,American Mathematical Society
Annual Review of Condensed Matter Physics,9.658,96,24,52,2471,485294.0,1107,0.007226738934056,0.0576923076923076,52,16.09,102.96,15,Annual Reviews Inc.
American Journal of Political Science,9.602,215,66,194,3359,1633032.0,1384,0.0310693641618497,0.0876288659793814,194,4.96,50.89,32,Wiley-Blackwell Publishing Ltd
Nature Physics,9.515,349,333,857,7889,7599780.0,11711,0.0137477585176329,0.249708284714119,637,12.98,23.69,21,Nature Publishing Group
Nature Reviews Drug Discovery,9.483,412,255,680,8914,5990026.0,6758,0.0106540396567031,0.4573529411764706,350,9.03,34.96,24,Nature Research
Nature Reviews Clinical Oncology,9.468,238,198,569,7403,4519650.0,4416,0.0083786231884057,0.4762741652021089,274,8.71,37.39,17,Nature Publishing Group
Accounts of Chemical Research,9.466,472,329,934,16929,8356478.0,19161,0.0067324252387662,0.0203426124197002,914,19.75,51.46,58,American Chemical Society
The Lancet Infectious Diseases,9.462,304,452,1291,8604,10738864.0,8969,0.0197346415430928,0.3919442292796282,438,7.45,19.04,25,Elsevier Ltd
Annual Review of Biophysics,9.43,178,30,55,3821,534199.0,751,0.0133155792276964,0.0,55,12.45,127.37,17,Annual Reviews Inc.
Academy of Management Review,9.316,320,47,125,4871,1032098.0,1108,0.0451263537906137,0.096,113,8.08,103.64,43,Academy of Management
European Urology,9.301,274,473,1614,7728,12875475.0,12025,0.0494802494802494,0.4504337050805452,629,7.2,16.34,51,Elsevier B.V.
Journal of the American College of Cardiology,9.28,512,994,3100,27705,26432787.0,21299,0.050941358749237,0.3858064516129032,1156,7.01,27.87,43,Elsevier Inc.
Psychological Bulletin,9.276,379,43,138,9125,1205143.0,2478,0.0221953188054882,0.0289855072463768,130,15.17,212.21,122,American Psychological Association
Annals of Mathematics,9.257,145,33,127,1494,1039451.0,691,0.0130246020260492,0.1259842519685039,125,4.84,45.27,30,Department of Mathematics at Princeton University
Journal of Marketing,9.198,296,56,128,4086,1126991.0,1220,0.0778688524590164,0.09375,125,9.3,72.96,38,American Marketing Association
Journal of Economic Literature,9.194,189,32,84,3695,692229.0,519,0.0077071290944123,0.3333333333333333,84,5.81,115.47,32,American Economic Association
Advanced Energy Materials,8.9,355,817,1373,57192,12019713.0,30509,0.0680127175587531,0.0225782957028404,1334,22.11,70.0,15,John Wiley and Sons Inc
Strategic Management Journal,8.835,351,138,423,11152,3318500.0,3264,0.0909926470588235,0.0567375886524822,414,6.23,80.81,46,John Wiley and Sons Ltd
Nature Protocols,8.829,320,142,454,7916,3958690.0,6151,0.0108925377987319,0.0352422907488986,453,11.79,55.75,20,Springer Nature
Annual Review of Economics,8.79,84,22,68,2112,605831.0,377,0.0185676392572944,0.1176470588235294,68,4.5,96.0,15,Annual Reviews Inc.
Trends in Biochemical Sciences,8.695,309,100,298,6377,2390361.0,3676,0.0040805223068552,0.1476510067114094,271,12.1,63.77,50,Elsevier Ltd
Physics Reports,8.684,328,46,172,15336,1298412.0,4524,0.004420866489832,0.005813953488372,171,29.06,333.39,55,Elsevier B.V.
Nucleic Acids Research,8.636,675,1271,3952,68369,32874942.0,45433,0.050535954042216,0.0819838056680161,3944,11.09,53.79,52,Oxford University Press
Circulation,8.613,691,990,2498,20237,21569767.0,23262,0.0254492305046857,0.3746997598078462,1545,9.79,20.44,76,Lippincott Williams and Wilkins
Nature Climate Change,8.612,296,279,783,8979,6734065.0,10981,0.0256807212457881,0.1698595146871009,544,13.58,32.18,15,Nature Research
Reviews of Geophysics,8.556,207,21,83,5677,616432.0,1463,0.0088858509911141,0.036144578313253,80,16.89,270.33,63,John Wiley and Sons Inc
American Economic Journal: Economic Policy,8.473,97,48,136,2244,1127032.0,640,0.028125,0.1102941176470588,136,4.0,46.75,16,American Economic Association
Review of Economics and Statistics,8.363,211,65,218,2575,1668801.0,982,0.015274949083503,0.128440366972477,216,3.88,39.62,47,MIT Press Journals
Journal of the European Economic Association,8.348,125,47,114,2768,1054975.0,476,0.0231092436974789,0.131578947368421,114,3.42,58.89,23,Wiley-Blackwell
Acta Neuropathologica,8.341,227,140,399,8461,3264476.0,5865,0.0412617220801364,0.0476190476190476,328,15.83,60.44,65,Springer Science and Business Media Deutschland GmbH
Annual Review of Pathology: Mechanisms of Disease,8.201,156,16,62,2557,491931.0,1088,0.0009191176470588,0.0483870967741935,62,15.0,159.81,19,Annual Reviews Inc.
The Lancet HIV,8.071,91,170,408,2967,2661036.0,1877,0.0468833244539158,0.4485294117647059,147,4.96,17.45,12,Elsevier Ltd
Science Translational Medicine,8.021,303,414,1416,13442,11819553.0,12635,0.0055401662049861,0.4498587570621469,936,8.79,32.47,17,American Association for the Advancement of Science
Journal of Experimental Medicine,7.941,503,228,643,12072,5552296.0,6823,0.0190532024036347,0.0855365474339035,584,10.3,52.95,128,Rockefeller University Press
Journal of Management,7.936,296,123,247,12245,2110030.0,2618,0.0336134453781512,0.0526315789473684,229,9.94,99.55,51,SAGE Publications Inc.
Genes and Development,7.925,489,135,621,8771,5047691.0,5544,0.0131673881673881,0.0531400966183574,621,8.52,64.97,39,Cold Spring Harbor Laboratory Press
JAMA Internal Medicine,7.907,403,558,1869,7013,14452797.0,8906,0.0235796092521895,0.4660246120920278,589,4.49,12.57,13,American Medical Association
JAMA Psychiatry,7.867,417,243,719,6206,5729416.0,6386,0.0191042906357657,0.2531293463143254,386,7.43,25.54,13,American Medical Association
Cell Host and Microbe,7.822,255,202,599,8479,4854479.0,6596,0.0197089144936325,0.2086811352253756,574,10.17,41.98,19,Cell Press
Trends in Ecology and Evolution,7.816,396,121,387,6256,3097878.0,3785,0.0282694848084544,0.1550387596899224,244,8.49,51.7,40,Elsevier Ltd
Personality and Social Psychology Review,7.807,194,14,49,2677,393979.0,627,0.011164274322169,0.0408163265306122,48,11.47,191.21,29,SAGE Publications Inc.
Cancer Discovery,7.751,250,348,1004,5751,8805937.0,6621,0.0178220812566077,0.5737051792828686,635,7.04,16.53,15,American Association for Cancer Research Inc.
Advances in Optics and Photonics,7.732,91,13,43,2883,320595.0,976,0.0020491803278688,0.0,43,15.93,221.77,16,Optica Publishing Group (formerly OSA)
Trends in Cognitive Sciences,7.701,375,123,347,8990,2909064.0,4077,0.0193769928869266,0.0835734870317002,287,11.34,73.09,29,Elsevier Ltd
Morbidity and Mortality Weekly Report,7.695,274,370,1127,2481,8477633.0,9129,0.0203746302990469,0.3203194321206744,669,8.16,6.71,45,Department of Health and Human Services
The Lancet Respiratory Medicine,7.695,197,291,887,4057,6713663.0,4447,0.0209129750393523,0.5501691093573844,275,5.09,13.94,13,Elsevier Ltd
Progress in Materials Science,7.649,255,58,118,22070,1008266.0,3486,0.0071715433161216,0.0084745762711864,118,25.77,380.52,56,Elsevier Ltd
JAMA Oncology,7.604,193,485,1025,6303,5828505.0,7385,0.0190927555856465,0.3834146341463414,584,7.38,13.0,11,American Medical Association
EMBO Journal,7.579,441,256,726,14236,5963963.0,6186,0.0137407048173294,0.1418732782369146,663,9.04,55.61,44,Springer Science and Business Media Deutschland GmbH
World Psychiatry,7.559,153,103,285,2968,2164469.0,2239,0.0464493077266636,0.1578947368421052,95,7.49,28.82,19,Wiley-Blackwell
Nature Microbiology,7.536,157,204,454,7140,1913507.0,4404,0.0138510445049954,0.2070484581497797,369,9.7,35.0,10,Nature Research
Cold Spring Harbor Perspectives in Biology,7.515,251,125,319,14655,2700111.0,3758,0.0212879191059073,0.0501567398119122,317,10.21,117.24,17,Cold Spring Harbor Laboratory Press
Progress in Energy and Combustion Science,7.508,243,38,63,10253,563022.0,2010,0.0154228855721393,0.0317460317460317,62,31.2,269.82,51,Elsevier B.V.
Fungal Diversity,7.501,136,24,86,5577,699578.0,1266,0.1342812006319115,0.0348837209302325,85,16.57,232.38,28,Springer Nature
Nature Chemical Biology,7.485,272,214,629,6994,5070536.0,6329,0.0129562332121978,0.1875993640699523,535,9.23,32.68,21,Nature Research
JAMA,7.477,794,1615,4209,13938,34395937.0,32465,0.0143539196057292,0.4689950106913756,2062,7.82,8.63,143,American Medical Association
Journal of the American Chemical Society,7.468,734,2430,7369,132959,59494944.0,111186,0.0578849855197596,0.0150631021848283,7366,14.63,54.72,147,American Chemical Society
Psychological Inquiry,7.43,105,31,142,1683,913478.0,505,0.0019801980198019,0.4154929577464789,17,1.58,54.29,34,Routledge
Pharmacological Reviews,7.422,264,25,76,8872,628434.0,1521,0.0032873109796186,0.0394736842105263,75,19.93,354.88,76,Elsevier Inc.
Materials Today,7.392,244,80,510,8560,3331820.0,3828,0.0057471264367816,0.6705882352941176,153,6.26,107.0,25,Elsevier B.V.
Gastroenterology,7.384,482,735,1892,19097,15572888.0,14169,0.0339473498482602,0.4365750528541226,813,7.03,25.98,81,W.B. Saunders
The Lancet Global Health,7.367,153,292,804,4616,6334234.0,3555,0.0239099859353023,0.3843283582089552,203,3.74,15.81,13,Elsevier Ltd
International Organization,7.363,168,30,91,2405,771641.0,602,0.0348837209302325,0.0439560439560439,90,5.38,80.17,79,Cambridge University Press
Annals of Internal Medicine,7.338,445,861,2182,9363,17671161.0,9599,0.0251067819564537,0.6044912923923006,800,3.92,10.87,81,American College of Physicians
Ecology Letters,7.323,330,181,431,12148,3775197.0,4315,0.0361529548088064,0.0417633410672853,224,8.55,67.12,28,Wiley-Blackwell Publishing Ltd
Living Reviews in Relativity,7.304,101,7,12,3063,132798.0,285,0.0105263157894736,0.0833333333333333,12,29.44,437.57,28,Springer International Publishing AG
Annual Review of Clinical Psychology,7.291,158,19,61,2379,520738.0,969,0.0051599587203302,0.081967213114754,57,14.82,125.21,20,Annual Reviews Inc.
Acta Crystallographica Section A: Foundations and Advances,7.285,92,67,176,2303,1280371.0,3407,0.013208100968594,0.4261363636363636,169,1.57,34.37,13,John Wiley &amp; Sons Inc.
Microbiology and Molecular Biology Reviews,7.278,287,17,79,5032,596713.0,1327,0.001507159005275,0.0126582278481012,78,15.05,296.0,28,American Society for Microbiology
Journal of Monetary Economics,7.248,158,69,232,2239,1816058.0,664,0.0271084337349397,0.3362068965517241,197,2.2,32.45,51,Elsevier B.V.
Molecular Biology and Evolution,7.124,256,255,866,16845,6966349.0,10162,0.0284392836055894,0.1651270207852194,786,13.28,66.06,43,Oxford University Press
Materials Science and Engineering R: Reports,7.095,182,12,38,4453,298680.0,1084,0.0055350553505535,0.0263157894736842,37,23.68,371.08,33,Elsevier B.V.
Gut,7.085,364,301,876,11832,6973995.0,9623,0.0256676712044061,0.1643835616438356,604,11.54,39.31,66,BMJ Publishing Group
Annals of the Rheumatic Diseases,7.081,300,386,1161,9433,9420547.0,11312,0.0481789250353606,0.1395348837209302,897,10.12,24.44,80,Elsevier B.V.
Molecular Systems Biology,7.04,178,64,185,3869,1506225.0,1530,0.015032679738562,0.0918918918918919,170,8.92,60.45,21,Springer Science and Business Media Deutschland GmbH
Annual Review of Organizational Psychology and Organizational Behavior,7.039,86,19,62,2254,90651.0,631,0.0174326465927099,0.0483870967741935,61,9.35,118.63,12,Annual Reviews Inc.
Journal of Clinical Investigation,7.001,558,487,1293,27654,11313143.0,14629,0.0116207532982432,0.1067285382830626,1259,10.5,56.78,81,American Society for Clinical Investigation
American Journal of Human Genetics,6.97,339,187,594,9070,4610127.0,5550,0.0344144144144144,0.0774410774410774,552,9.24,48.5,76,Cell Press
Psychological Science in the Public Interest,6.963,62,6,19,262,144188.0,290,0.0,0.2105263157894736,16,14.77,43.67,25,SAGE Publications Inc.
Journal of Marketing Research,6.895,212,60,189,2985,1481501.0,1072,0.0354477611940298,0.1005291005291005,187,5.05,49.75,32,American Marketing Association
Marketing Science,6.853,159,52,168,2385,1249761.0,593,0.0893760539629005,0.2202380952380952,158,3.22,45.87,30,INFORMS Institute for Operations Research and the Management Sciences
Inventiones Mathematicae,6.835,132,71,220,3033,1631161.0,797,0.0175658720200752,0.15,220,3.22,42.72,60,Springer New York
Personnel Psychology,6.826,175,22,69,2397,540540.0,464,0.0237068965517241,0.1304347826086956,67,6.94,108.95,78,Wiley-Blackwell
European Heart Journal,6.788,367,844,2309,15639,18557092.0,16983,0.054348466113172,0.4971849285404937,1530,7.09,18.53,46,Oxford University Press
Trends in Immunology,6.765,265,98,281,7268,2240666.0,3225,0.0120930232558139,0.1067615658362989,256,10.49,74.16,31,Elsevier Ltd
ACS Energy Letters,6.734,223,417,608,19175,3858834.0,8716,0.070100963744837,0.0723684210526315,568,14.34,45.98,10,American Chemical Society
Current Opinion in Cell Biology,6.658,284,111,306,6619,2483389.0,2945,0.0115449915110356,0.0816993464052287,287,8.07,59.63,37,Elsevier Ltd
Cell Reports,6.635,246,1259,2954,63355,23830806.0,25002,0.0215582753379729,0.0277589708869329,2952,7.85,50.32,14,Elsevier B.V.
PLoS Medicine,6.626,289,224,675,9508,5035148.0,6229,0.0120404559319312,0.1288888888888889,594,7.93,42.45,22,Public Library of Science
eLife,6.617,225,1375,3640,85033,27218446.0,27034,0.0355848191166679,0.0986263736263736,3552,6.97,61.84,14,eLife Sciences Publications Ltd
Quarterly Journal of Political Science,6.609,46,16,48,811,342490.0,137,0.0145985401459854,0.3125,46,1.9,50.69,20,Now Publishers Inc
Journal of Accounting and Economics,6.606,197,42,130,2240,966192.0,639,0.0751173708920187,0.1538461538461538,129,3.84,53.33,47,Elsevier B.V.
Annual Review of Marine Science,6.595,133,22,66,2670,516411.0,1055,0.0104265402843601,0.0606060606060606,64,15.5,121.36,17,Annual Reviews Inc.
Journal of Consumer Research,6.59,234,58,175,3945,1501403.0,1032,0.0591085271317829,0.1314285714285714,171,5.06,68.02,33,Oxford University Press
Living Reviews in Solar Physics,6.57,74,7,17,2479,130706.0,256,0.01953125,0.0,17,15.63,354.14,21,Springer International Publishing AG
Organization Science,6.545,294,52,245,4822,1865244.0,1185,0.0312236286919831,0.0938775510204081,244,3.96,92.73,30,INFORMS Institute for Operations Research and the Management Sciences
American Political Science Review,6.531,215,75,157,4343,1389717.0,837,0.031063321385902,0.1401273885350318,155,4.52,57.91,120,Cambridge University Press
Annual Review of Medicine,6.513,182,34,99,2599,778690.0,1367,0.0029261155815654,0.0101010101010101,99,10.77,76.44,75,Annual Reviews Inc.
Psychological Methods,6.51,195,44,116,2816,862354.0,986,0.0283975659229208,0.1293103448275862,112,7.96,64.0,30,American Psychological Association
Physical Review X,6.497,198,275,590,17951,5410908.0,8096,0.0269268774703557,0.023728813559322,585,11.77,65.28,15,American Physical Society
Systematic Biology,6.484,208,75,226,5288,1804072.0,2094,0.0921680993314231,0.0353982300884955,223,9.71,70.51,53,Oxford University Press
Journal of Operations Management,6.481,228,33,118,2924,860526.0,1157,0.0751944684528954,0.0338983050847457,107,7.72,88.61,45,John Wiley &amp; Sons Inc.
Nature Geoscience,6.467,280,216,707,8171,5555979.0,7415,0.0155091031692515,0.1838755304101838,555,10.2,37.83,18,Nature Publishing Group
Journal of Supply Chain Management,6.439,119,20,62,1426,482683.0,510,0.084313725490196,0.0806451612903225,58,7.34,71.3,27,Wiley-Blackwell
Reports on Progress in Physics,6.437,259,76,220,19710,1714098.0,4087,0.0097871299241497,0.0454545454545454,218,17.09,259.34,88,IOP Publishing Ltd.
Annual Review of Public Health,6.416,189,30,84,3151,651642.0,1143,0.0174978127734033,0.0238095238095238,81,11.27,105.03,44,Annual Reviews Inc.
Journal of the Royal Statistical Society. Series B: Statistical Methodology,6.413,159,45,155,1850,1134719.0,638,0.0376175548589341,0.1612903225806451,152,3.62,41.11,29,Oxford University Press
American Journal of Respiratory and Critical Care Medicine,6.378,436,730,1937,16898,15501064.0,10914,0.0749496060106285,0.3794527620030976,858,5.62,23.15,33,American Thoracic Society
Cell Systems,6.37,98,144,360,6916,2035183.0,2101,0.0218943360304616,0.3611111111111111,285,5.21,48.03,11,Cell Press
Progress in Polymer Science,6.365,346,61,150,16711,1362711.0,3812,0.0091815320041972,0.02,147,25.71,273.95,51,Elsevier Ltd
Trends in Genetics,6.326,253,97,252,6856,2014682.0,2236,0.0071556350626118,0.0992063492063492,234,8.74,70.68,41,Elsevier Ltd
Trends in Neurosciences,6.321,326,121,240,6698,2152409.0,2551,0.004704037632301,0.075,225,10.33,55.36,48,Elsevier Ltd
Journal of Economic Growth,6.312,103,13,37,820,279853.0,268,0.0223880597014925,0.054054054054054,37,6.54,63.08,30,Springer New York
Genetics in Medicine,6.285,167,221,551,6541,4026740.0,4912,0.0616856677524429,0.1960072595281306,458,7.04,29.6,28,Elsevier B.V.
Journal of Extracellular Vesicles,6.283,126,39,115,2455,877038.0,1821,0.0593080724876441,0.0347826086956521,111,10.57,62.95,14,John Wiley &amp; Sons Inc.
