Title,SJR,H index,Total Docs. (2005),Total Docs. (3years),Total Refs.,Est. value (USD) (2005),Total Cites (3years),Self-Cites/Total Cites (3years),Uncited Docs./Total Docs. (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Coverage_Duration,Publisher
Chemical Society Reviews,7.834,673,76,136,4621,1148125.0,1887,0.0084790673025967,0.0367647058823529,132,13.63,60.8,54,Royal Society of Chemistry
Journal of Biology,7.792,57,10,53,293,271839.0,422,0.0,0.3018867924528302,48,7.52,29.3,9,BioMed Central Ltd
Plant Cell,7.775,412,266,790,15167,6170708.0,9020,0.0783813747228381,0.0481012658227848,743,10.6,57.02,37,American Society of Plant Biologists
Trends in Genetics,7.773,253,123,435,5060,3720548.0,4005,0.0212234706616729,0.167816091954023,416,10.84,41.14,41,Elsevier Ltd
Psychological Methods,7.759,195,30,91,1500,640056.0,628,0.0429936305732484,0.1758241758241758,91,3.29,50.0,30,American Psychological Association
Progress in Neurobiology,7.667,264,46,137,11541,1152467.0,1989,0.0075414781297134,0.0364963503649635,136,12.7,250.89,55,Elsevier Ltd
Nature Reviews Drug Discovery,7.654,412,339,809,8032,4405333.0,5117,0.0242329489935509,0.6291718170580964,255,5.62,23.69,24,Nature Research
Quarterly Reviews of Biophysics,7.645,111,20,29,1608,264794.0,346,0.0115606936416184,0.1379310344827586,28,10.28,80.4,57,Cambridge University Press
Annual Review of Genomics and Human Genetics,7.563,134,18,48,2130,402229.0,555,0.018018018018018,0.0625,48,11.63,118.33,25,Annual Reviews Inc.
Journal of Clinical Investigation,7.543,558,447,1369,21236,10970011.0,18055,0.0158404873996122,0.0664718772826881,1234,12.82,47.51,81,American Society for Clinical Investigation
Astrophysical Journal Letters,7.524,212,7,45,353,391992.0,694,0.0028818443804034,0.8444444444444444,45,25.96,50.43,30,American Astronomical Society
American Journal of Human Genetics,7.381,339,208,898,8293,6660288.0,11167,0.036178024536581,0.0501113585746102,816,12.28,39.87,76,Cell Press
Progress in Polymer Science,7.242,346,41,116,5115,904340.0,1670,0.022754491017964,0.0517241379310344,113,16.96,124.76,51,Elsevier Ltd
Physics Reports,7.239,328,52,228,14700,1702593.0,2939,0.0105478053759782,0.1798245614035087,225,10.63,282.69,55,Elsevier B.V.
PLoS Biology,7.087,316,241,437,10170,2783876.0,2892,0.0155601659751037,0.4096109839816934,417,6.62,42.2,23,Public Library of Science
Development (Cambridge),7.076,369,475,1609,27663,12203017.0,13150,0.1085171102661596,0.0292106898694841,1600,7.9,58.24,39,Company of Biologists Ltd
Nature Reviews Genetics,7.069,439,202,579,8824,4488429.0,5493,0.0172947387584198,0.5595854922279793,526,7.79,43.68,26,Nature Research
Academy of Management Review,7.064,320,44,107,3575,853619.0,843,0.0272835112692763,0.1495327102803738,91,6.54,81.25,43,Academy of Management
Proceedings of the National Academy of Sciences of the United States of America,6.94,896,3325,9099,125250,72557944.0,101008,0.0333438935529859,0.0368172326629299,8727,10.65,37.67,72,National Academy of Sciences
Current Opinion in Structural Biology,6.916,223,98,310,4600,2417189.0,2906,0.0178940123881624,0.1,273,9.04,46.94,35,Elsevier Ltd
Nature Materials,6.911,583,224,523,4790,3038782.0,5522,0.0139442231075697,0.2103250478011472,423,10.22,21.38,24,Nature Publishing Group
Current Opinion in Neurobiology,6.849,256,105,315,5508,2522873.0,2860,0.0164335664335664,0.0825396825396825,290,8.86,52.46,35,Elsevier Ltd
Nano Letters,6.833,569,490,1103,13455,7007629.0,12137,0.0508362857378264,0.0344514959202175,1099,11.01,27.46,25,American Chemical Society
Journal of Monetary Economics,6.831,158,77,225,1882,1570779.0,525,0.0628571428571428,0.4666666666666667,188,2.04,24.44,51,Elsevier B.V.
Review of Financial Studies,6.803,250,40,132,1812,1021248.0,442,0.0701357466063348,0.1969696969696969,121,2.85,45.3,30,Oxford University Press
Administrative Science Quarterly,6.794,218,18,54,1711,468750.0,317,0.0378548895899053,0.1666666666666666,53,4.25,95.06,47,Johnson School at Cornell University
Molecular and Cellular Biology,6.776,361,943,2524,50194,20609062.0,19445,0.0690151709951144,0.0305071315372424,2524,7.32,53.23,45,Taylor and Francis Ltd.
MIS Quarterly: Management Information Systems,6.752,283,32,62,2221,481484.0,910,0.056043956043956,0.032258064516129,62,14.46,69.41,45,Management Information Systems Research Center
Reviews of Geophysics,6.657,207,10,45,1600,349665.0,447,0.0044742729306487,0.0444444444444444,45,8.31,160.0,63,John Wiley and Sons Inc
Trends in Ecology and Evolution,6.634,396,123,422,5427,3443858.0,3346,0.0254034668260609,0.2559241706161137,351,8.93,44.12,40,Elsevier Ltd
JAMA,6.517,794,1058,3426,18751,25769604.0,36988,0.0124364658808262,0.4316987740805604,2181,10.16,17.72,143,American Medical Association
Current Opinion in Immunology,6.515,215,105,342,5131,2669834.0,3473,0.0126691621076878,0.0964912280701754,302,8.94,48.87,38,Elsevier Ltd
Reports on Progress in Physics,6.369,259,50,121,11053,974469.0,1257,0.0031821797931583,0.0743801652892562,121,9.85,221.06,88,IOP Publishing Ltd.
Circulation,6.354,691,1393,4262,43291,32433170.0,48809,0.0500932205126103,0.1522759267949319,3590,10.82,31.08,76,Lippincott Williams and Wilkins
Journal of Marketing,6.344,296,48,100,2758,799870.0,720,0.1291666666666666,0.08,97,5.46,57.46,38,American Marketing Association
Journal of the American Mathematical Society,6.273,116,28,92,886,682817.0,260,0.0,0.25,92,2.66,31.64,38,American Mathematical Society
Trends in Immunology,6.186,265,110,424,5825,3400029.0,3798,0.0121116377040547,0.1863207547169811,376,9.84,52.95,31,Elsevier Ltd
Molecular Biology of the Cell,6.119,250,493,1240,26381,9632657.0,8777,0.0694998290987809,0.0274193548387096,1240,6.58,53.51,36,American Society for Cell Biology
Trends in Neurosciences,6.092,326,104,464,6245,3712466.0,3920,0.0176020408163265,0.2068965517241379,448,9.58,60.05,48,Elsevier Ltd
"AIDS, Supplement",6.051,38,21,3,805,101756.0,44,0.0,0.0,2,0.0,38.33,9,Lippincott Williams and Wilkins Ltd.
Systematic Biology,6.037,208,76,212,3795,1615501.0,1873,0.0854244527495995,0.0613207547169811,210,8.06,49.93,53,Oxford University Press
Journal of the National Cancer Institute,6.031,394,456,1371,7808,10166767.0,8513,0.0192646540584987,0.4113785557986871,533,5.72,17.12,86,Oxford University Press
American Economic Review,6.028,380,178,527,4077,3980913.0,1625,0.0393846153846153,0.2466793168880455,508,2.68,22.9,50,American Economic Association
Nature Reviews Neuroscience,6.0,493,211,688,10080,5398543.0,5941,0.0198619760982999,0.6366279069767442,653,7.55,47.77,26,Springer Nature
Current Biology,5.97,376,686,1979,15956,15382003.0,12174,0.0295712173484475,0.2299140980293077,1893,6.09,23.26,35,Cell Press
Nature Reviews Microbiology,5.965,393,228,263,8770,1905744.0,1436,0.0341225626740947,0.5399239543726235,142,5.46,38.46,23,Nature Research
Journal of Neuroscience,5.92,515,1241,3724,65606,27998173.0,32974,0.0806089646388063,0.0228249194414607,3715,8.23,52.87,45,Society for Neuroscience
Immunological Reviews,5.864,262,121,308,14313,2468026.0,2707,0.0144070927225711,0.0616883116883116,302,8.93,118.29,57,Wiley-Blackwell Publishing Ltd
Advanced Materials,5.826,675,582,1319,17891,10226290.0,12921,0.062456466217785,0.1023502653525398,1312,9.33,30.74,37,Wiley-Blackwell
Annual Review of Medicine,5.793,182,31,94,2920,679165.0,1421,0.0021111893033075,0.0319148936170212,94,12.85,94.19,75,Annual Reviews Inc.
Annual Review of Entomology,5.733,239,24,74,2933,541247.0,918,0.0054466230936819,0.0405405405405405,72,10.41,122.21,61,Annual Reviews Inc.
Current Opinion in Plant Biology,5.605,242,98,277,4741,2067199.0,2857,0.0252012600630031,0.0649819494584837,251,10.49,48.38,28,Elsevier Ltd
Astronomical Journal,5.598,276,450,1510,22039,10843207.0,7884,0.1725012683916793,0.1562913907284768,1510,5.2,48.98,38,American Astronomical Society
Journal of the American College of Cardiology,5.596,512,783,2272,19855,16538576.0,19201,0.0611947294411749,0.1747359154929577,1719,8.0,25.36,43,Elsevier Inc.
Human Molecular Genetics,5.575,307,389,1009,19050,7963603.0,9202,0.050097804825038,0.0227948463825569,1008,8.74,48.97,34,Oxford University Press
Circulation Research,5.554,402,382,1226,13867,9217581.0,11011,0.0451366815003178,0.0929853181076672,998,8.25,36.3,73,Lippincott Williams and Wilkins
Journal of the Royal Statistical Society. Series B: Statistical Methodology,5.551,159,40,161,1243,1115117.0,674,0.0192878338278931,0.2795031055900621,151,2.25,31.08,29,Oxford University Press
Reviews of Physiology Biochemistry and Pharmacology,5.545,73,10,40,2129,237393.0,395,0.0,0.1,40,10.18,212.9,42,Springer Verlag
Psychological Bulletin,5.513,379,51,134,7336,1026452.0,1507,0.0165892501658925,0.0820895522388059,134,10.01,143.84,122,American Psychological Association
Academy of Management Journal,5.467,396,79,190,3907,1593788.0,1046,0.0678776290630975,0.0894736842105263,177,4.05,49.46,50,Academy of Management
Living Reviews in Relativity,5.446,101,13,25,2898,191217.0,259,0.0386100386100386,0.04,25,12.24,222.92,28,Springer International Publishing AG
ACM Computing Surveys,5.385,232,11,39,1041,256144.0,944,0.0,0.1282051282051282,39,17.72,94.64,57,Association for Computing Machinery (ACM)
Seminars in Immunology,5.385,153,49,146,4025,1062442.0,1008,0.0119047619047619,0.1986301369863013,121,8.47,82.14,37,Academic Press
Journal of Cell Science,5.379,319,548,1596,28590,11745709.0,10616,0.0480406932931424,0.0802005012531328,1511,6.37,52.17,60,Company of Biologists Ltd
Information Systems Research,5.347,192,26,72,1040,497916.0,728,0.0302197802197802,0.1666666666666666,66,4.98,40.0,35,INFORMS Institute for Operations Research and the Management Sciences
"Journal of Hepatology, Supplement",5.346,52,0,11,0,45300.0,225,0.0,0.0909090909090909,10,20.45,0.0,9,Elsevier B.V.
RNA,5.335,196,191,486,7978,3722056.0,2744,0.0830903790087463,0.0987654320987654,482,6.18,41.77,31,Cold Spring Harbor Laboratory Press
Nature Biotechnology,5.333,531,403,1254,6548,8833809.0,10168,0.0159323367427222,0.4314194577352472,889,8.14,16.25,37,Nature Research
Cytokine and Growth Factor Reviews,5.332,187,50,121,6403,904912.0,1309,0.0061115355233002,0.0495867768595041,110,9.9,128.06,30,Elsevier Ltd
Journal of Clinical Oncology,5.261,646,1568,2377,45991,20423307.0,25449,0.085504342017368,0.1644930584770719,1844,10.36,29.33,43,Lippincott Williams and Wilkins
Psychological Review,5.233,249,51,134,4779,1012654.0,1082,0.0369685767097966,0.0746268656716417,132,7.42,93.71,132,American Psychological Association
Inventiones Mathematicae,5.198,132,69,199,2022,1542462.0,421,0.0308788598574821,0.2562814070351759,199,1.82,29.3,60,Springer New York
FEMS Microbiology Reviews,5.184,261,54,99,8024,802610.0,1104,0.0072463768115942,0.0404040404040404,94,10.47,148.59,36,Oxford University Press
Journal of Climate,5.155,344,351,878,13768,6840351.0,3900,0.2279487179487179,0.1503416856492027,875,3.94,39.23,37,American Meteorological Society
EMBO Reports,5.127,219,245,737,5249,5452577.0,3596,0.0125139043381535,0.2985074626865671,592,4.86,21.42,26,Springer Science and Business Media Deutschland GmbH
Nucleic Acids Research,5.092,675,1169,3049,41814,21605042.0,24415,0.0911325005119803,0.0964250573958675,3039,8.17,35.77,52,Oxford University Press
Journal of Economic Theory,5.073,118,67,324,1513,1968640.0,494,0.0546558704453441,0.3950617283950617,317,1.21,22.58,57,Academic Press Inc.
Acta Astronomica,5.01,68,26,77,755,548039.0,325,0.1353846153846153,0.2207792207792207,77,3.41,29.04,29,Copernicus Foundation for Polish Astronomy
Journal of Personality and Social Psychology,5.001,447,133,455,8971,3272118.0,2582,0.0948876839659178,0.0659340659340659,453,5.12,67.45,61,American Psychological Association
Clinical Microbiology Reviews,4.997,340,37,131,8909,949051.0,1935,0.0046511627906976,0.0076335877862595,130,12.72,240.78,37,American Society for Microbiology
Blood,4.977,540,1488,4179,56118,28463805.0,38198,0.0888528195193465,0.0662837999521416,3826,9.03,37.71,80,Elsevier B.V.
Healthy People 2000 statistical notes / National Center for Health Statistics,4.971,5,0,1,0,8508.0,13,0.0,0.0,1,0.0,0.0,9,U.S. Department of Health and Human Services
Traffic,4.901,152,104,266,5783,2062053.0,1722,0.048780487804878,0.0902255639097744,261,6.24,55.61,25,Blackwell Munksgaard
Critical Reviews in Biochemistry and Molecular Biology,4.838,130,15,44,2672,291308.0,320,0.0,0.2045454545454545,41,6.48,178.13,54,Informa Healthcare
Acta Mathematica,4.832,80,15,41,434,303603.0,80,0.0,0.2926829268292683,41,1.93,28.93,133,Springer Netherlands
Annals of Mathematics,4.827,145,64,159,1908,1173775.0,359,0.0334261838440111,0.270440251572327,159,2.36,29.81,30,Department of Mathematics at Princeton University
The Lancet,4.811,936,1571,6256,23771,44419978.0,42295,0.0165031327580092,0.5092710997442456,2886,6.76,15.13,203,Elsevier B.V.
Angewandte Chemie - International Edition,4.797,667,1458,3364,65868,25063706.0,28359,0.0783172890440424,0.0671819262782401,3351,8.26,45.18,64,John Wiley and Sons Ltd
Progress in Lipid Research,4.776,178,14,62,3388,390157.0,759,0.0144927536231884,0.0,62,12.79,242.0,48,Elsevier Ltd
National Health Statistics Reports,4.735,83,9,21,0,132445.0,255,0.0,0.0,21,11.53,0.0,17,U.S. National Center for Health Statistics
Frontiers in Neuroendocrinology,4.716,155,12,35,1653,266933.0,482,0.0062240663900414,0.0571428571428571,33,13.55,137.75,37,Academic Press Inc.
Organization Science,4.689,294,45,144,3323,997926.0,885,0.0519774011299435,0.1597222222222222,139,4.13,73.84,30,INFORMS Institute for Operations Research and the Management Sciences
BioEssays,4.657,208,159,469,9563,3579534.0,3101,0.0122541115769106,0.1705756929637526,448,6.72,60.14,42,John Wiley &amp; Sons Inc.
Review of Educational Research,4.652,198,15,41,1625,299326.0,243,0.0123456790123456,0.0975609756097561,39,4.27,108.33,95,SAGE Publications Inc.
Journal of International Economics,4.648,171,70,173,2042,1386112.0,467,0.0685224839400428,0.2485549132947976,173,2.58,29.17,55,Elsevier B.V.
Trends in Plant Science,4.638,325,106,373,5191,2830759.0,2905,0.0220309810671256,0.163538873994638,317,7.92,48.97,30,Elsevier Ltd
Journal of Marketing Research,4.599,212,56,114,1555,942933.0,405,0.1259259259259259,0.1578947368421052,113,3.03,27.77,32,American Marketing Association
Journal of Applied Psychology,4.584,353,104,287,7380,2101154.0,1480,0.1081081081081081,0.1289198606271777,286,4.21,70.96,109,American Psychological Association
Brain,4.575,391,296,733,14444,5400018.0,6879,0.0401221107719145,0.0518417462482946,675,8.37,48.8,147,Oxford University Press
Molecular Biology and Evolution,4.566,256,256,718,12559,5299300.0,4815,0.0978193146417445,0.043175487465181,670,6.37,49.06,43,Oxford University Press
American Political Science Review,4.557,215,46,134,2298,1005811.0,588,0.0391156462585034,0.2238805970149253,125,4.4,49.96,120,Cambridge University Press
American Sociological Review,4.551,240,45,206,3603,1243067.0,559,0.0626118067978533,0.4805825242718446,196,2.44,80.07,61,American Sociological Association
Annual Review of Nutrition,4.535,184,24,70,2740,498427.0,868,0.0092165898617511,0.0714285714285714,67,9.61,114.17,44,Annual Reviews Inc.
American Journal of Psychiatry,4.532,405,485,1327,11405,10010463.0,9852,0.0267965895249695,0.2170308967596081,968,7.01,23.52,80,American Psychiatric Association
Cancer Research,4.503,510,1477,3706,59116,28735986.0,32797,0.0654023233832362,0.0329195898542903,3664,8.29,40.02,85,American Association for Cancer Research Inc.
Review of Economics and Statistics,4.488,211,67,226,1937,1489579.0,635,0.0204724409448818,0.2787610619469026,226,2.29,28.91,47,MIT Press Journals
Diabetes,4.486,379,481,1471,20376,10325884.0,13512,0.0810390763765541,0.0428280081577158,1468,8.6,42.36,74,American Diabetes Association Inc.
Current Opinion in Microbiology,4.484,208,109,293,5035,2189738.0,2338,0.0145423438836612,0.0819112627986348,260,7.84,46.19,28,Elsevier Ltd
Astronomy and Astrophysics Review,4.477,84,0,13,0,55160.0,84,0.0,0.0,13,6.13,0.0,35,Springer Verlag
Cerebral Cortex,4.464,287,192,410,11536,3108278.0,2757,0.0580340950308306,0.0536585365853658,406,6.26,60.08,35,Oxford University Press
Annals of Internal Medicine,4.457,445,527,1751,10800,12029798.0,10688,0.0182447604790419,0.4985722444317533,1034,5.67,20.49,81,American College of Physicians
Ecology Letters,4.455,330,141,396,7478,2599738.0,2256,0.0953014184397163,0.058080808080808,395,5.37,53.04,28,Wiley-Blackwell Publishing Ltd
Brookings Papers on Economic Activity,4.451,99,12,34,438,251415.0,117,0.0598290598290598,0.1764705882352941,34,3.68,36.5,31,Brookings Institution Press
Seminars in Cancer Biology,4.44,190,56,167,3918,1171472.0,1284,0.0015576323987538,0.1017964071856287,150,8.05,69.96,36,Academic Press
Monthly Notices of the Royal Astronomical Society,4.434,391,1206,3411,57021,23407613.0,16594,0.2716644570326624,0.1495162708883025,3411,5.14,47.28,57,Oxford University Press
Seminars in Cell and Developmental Biology,4.419,175,72,197,6481,1430029.0,1196,0.0041806020066889,0.1472081218274111,171,5.99,90.01,33,Elsevier Ltd
Journal of the American Chemical Society,4.413,734,3389,8842,140777,61850039.0,71473,0.1151203951142389,0.0348337480208097,8840,7.94,41.54,147,American Chemical Society
Strategic Management Journal,4.408,351,70,218,4448,1599032.0,1059,0.0868744098205854,0.0963302752293578,211,4.04,63.54,46,John Wiley and Sons Ltd
JAMA Internal Medicine,4.388,403,425,1308,11343,9351111.0,9660,0.0167701863354037,0.2438837920489296,894,7.2,26.69,13,American Medical Association
Economic Journal,4.384,194,79,225,2835,1551714.0,774,0.0232558139534883,0.2266666666666666,225,2.67,35.89,46,Wiley-Blackwell
Aldrichimica Acta,4.367,62,7,25,620,170053.0,205,0.0341463414634146,0.28,24,7.5,88.57,34,Aldrich
Journal of Economic Perspectives,4.33,239,54,149,2087,1124292.0,640,0.025,0.2483221476510067,134,3.08,38.65,33,American Economic Association
Journal of Immunology,4.328,422,1948,5097,91416,38716104.0,36773,0.1298235118157343,0.0478712968412791,5075,6.84,46.93,81,American Association of Immunologists
Plant Journal,4.31,327,310,924,15872,6374427.0,6826,0.0722238499853501,0.027056277056277,921,7.35,51.2,35,Wiley-Blackwell Publishing Ltd
Oncogene,4.309,380,840,2951,43349,20386557.0,21325,0.0549589683470105,0.0616740088105726,2909,7.27,51.61,39,Springer Nature
Recent Progress in Hormone Research,4.307,80,0,55,0,321720.0,621,0.0,0.0363636363636363,55,8.0,0.0,48,The Endocrine Society
Annals of Statistics,4.286,202,97,246,2834,1738698.0,563,0.1261101243339254,0.3252032520325203,239,2.24,29.22,29,Institute of Mathematical Statistics
Trends in Pharmacological Sciences,4.267,252,106,404,5469,3063116.0,3361,0.0116036893781612,0.2153465346534653,340,9.18,51.59,47,Elsevier Ltd
Advanced Functional Materials,4.202,428,257,387,9762,2838186.0,2783,0.0434782608695652,0.0852713178294573,383,7.17,37.98,26,Wiley-VCH Verlag
