Title,SJR,H index,Total Docs. (2013),Total Docs. (3years),Total Refs.,Est. value (USD) (2013),Total Cites (3years),Self-Cites/Total Cites (3years),Uncited Docs./Total Docs. (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Coverage_Duration,Publisher
Nature Reviews Cancer,17.819,527,160,559,10117,4885127.0,9278,0.0084069842638499,0.4722719141323792,323,16.28,63.23,25,Nature Publishing Group
Cancer Cell,17.638,416,166,477,5869,4324736.0,9282,0.0201465201465201,0.1383647798742138,477,17.89,35.36,24,Cell Press
Nature Reviews Immunology,17.428,486,202,537,8710,4960919.0,8370,0.0076463560334528,0.5195530726256983,302,14.99,43.12,25,Nature Research
MMWR Recommendations and Reports,17.297,155,11,8,1577,128483.0,247,0.0040485829959514,0.0,8,31.8,143.36,35,Centers for Disease Control and Prevention (CDC)
Nature Materials,16.726,583,306,765,7109,7311241.0,17634,0.0089032550754224,0.2326797385620915,622,20.03,23.23,24,Nature Publishing Group
Annual Review of Pathology: Mechanisms of Disease,16.707,156,18,52,2941,491622.0,1479,0.0013522650439486,0.0384615384615384,52,25.87,163.39,19,Annual Reviews Inc.
Nature Nanotechnology,16.688,444,231,589,6118,5680865.0,14475,0.0111226252158894,0.1358234295415959,530,23.72,26.48,20,Nature Publishing Group
Nature Cell Biology,16.603,420,189,599,8162,5643578.0,9858,0.012071414079935,0.1452420701168614,534,15.62,43.19,27,Nature Research
Annual Review of Condensed Matter Physics,16.43,96,13,37,1910,175497.0,621,0.003220611916264,0.054054054054054,35,14.06,146.92,15,Annual Reviews Inc.
Cell Stem Cell,16.238,316,189,576,6275,5092961.0,9045,0.0362631288004422,0.1892361111111111,493,14.44,33.2,19,Cell Press
National Vital Statistics Reports,15.974,120,11,24,290,224799.0,1049,0.0095328884652049,0.0,24,44.21,26.36,27,"Public Health Services, US Dept of Health and Human Services"
Nature Physics,15.914,349,266,806,5317,7379591.0,10136,0.0129242304656669,0.303970223325062,622,12.92,19.99,21,Nature Publishing Group
Genome Research,15.228,338,192,617,10553,5594732.0,10228,0.0268869769260852,0.006482982171799,613,15.3,54.96,35,Cold Spring Harbor Laboratory Press
Nature Immunology,15.038,452,266,693,8137,6589901.0,11695,0.0212911500641299,0.2987012987012987,596,14.43,30.59,26,Nature Research
New England Journal of Medicine,14.796,1231,1546,4651,16752,42039427.0,72841,0.0088274460811905,0.4463556224467856,2150,15.95,10.84,81,Massachussetts Medical Society
Molecular Cell,14.689,459,359,1111,16083,10088815.0,15355,0.0300879192445457,0.1116111611161116,1103,12.39,44.8,29,Cell Press
Immunity,14.618,475,243,628,10876,6008943.0,10573,0.0360351839591412,0.1226114649681528,619,16.08,44.76,32,Cell Press
Genes and Development,14.209,489,225,747,13622,6744824.0,10516,0.0187333586915176,0.037483266398929,746,13.84,60.54,39,Cold Spring Harbor Laboratory Press
Nature Biotechnology,13.974,531,332,1036,4938,8993558.0,12498,0.0132821251400224,0.3301158301158301,547,11.45,14.87,37,Nature Research
The Lancet Oncology,13.752,432,429,995,9389,8527717.0,11752,0.0143805309734513,0.3899497487437185,365,11.5,21.89,26,Elsevier Ltd
Nature Photonics,13.684,404,231,690,6238,5949709.0,12239,0.0178936187597025,0.3231884057971014,516,17.24,27.0,19,Nature Publishing Group
Review of Financial Studies,13.684,250,84,331,4074,3026021.0,1897,0.0653663679493937,0.0876132930513595,328,4.64,48.5,30,Oxford University Press
Annual Review of Plant Biology,13.569,307,33,79,4812,754360.0,2383,0.0113302559798573,0.0,79,21.3,145.82,29,Annual Reviews Inc.
Rhinology. Supplement,13.223,5,0,3,0,4912.0,129,0.0,0.0,3,77.0,0.0,11,Internationl Rhinologic Society
Neuron,12.809,548,454,1238,27936,10778869.0,18101,0.0499419921551295,0.0993537964458804,1234,14.03,61.53,38,Cell Press
Chemical Society Reviews,12.697,673,444,1046,65346,9178181.0,31634,0.0189353227539988,0.02868068833652,1040,30.28,147.18,54,Royal Society of Chemistry
Science,12.41,1382,2053,6465,35222,57761401.0,96190,0.0103649027965484,0.299922660479505,4635,14.26,17.16,145,American Association for the Advancement of Science
Journal of Experimental Medicine,12.387,503,211,671,11526,6097375.0,10435,0.0163871586008624,0.0193740685543964,650,15.28,54.63,128,Rockefeller University Press
Journal of Financial Economics,12.299,331,154,363,7463,3195774.0,2308,0.07842287694974,0.0826446280991735,360,5.2,48.46,52,Elsevier B.V.
Review of Economic Studies,12.2,177,81,163,3937,1537996.0,673,0.0297176820208023,0.1717791411042944,163,3.8,48.6,93,Oxford University Press
Pharmacological Reviews,12.114,264,36,91,13930,746661.0,2345,0.0106609808102345,0.0,91,20.88,386.94,76,Elsevier Inc.
The Lancet,12.11,936,1714,5169,21456,41784058.0,40679,0.0176012193023427,0.5273747339911008,1315,7.49,12.52,203,Elsevier B.V.
American Economic Journal: Macroeconomics,11.927,88,36,93,1736,692002.0,578,0.0276816608996539,0.086021505376344,93,4.47,48.22,16,American Economic Association
Nature Neuroscience,11.901,496,295,862,12504,7468206.0,11932,0.019108280254777,0.1287703016241299,824,13.12,42.39,28,Nature Research
Nature Reviews Neuroscience,11.838,493,157,565,9008,4637452.0,6935,0.0070656092285508,0.6088495575221239,354,10.15,57.38,26,Springer Nature
Trends in Cognitive Sciences,11.544,375,109,317,6702,2599337.0,4359,0.0144528561596696,0.1829652996845426,209,12.73,61.49,29,Elsevier Ltd
The Lancet Neurology,11.392,379,247,678,7922,5786796.0,8035,0.0148102053515868,0.3952802359882006,259,11.05,32.07,24,Elsevier Ltd
Academy of Management Review,11.368,320,43,102,3550,942375.0,1247,0.0481154771451483,0.0588235294117647,97,10.26,82.56,43,Academy of Management
Trends in Biochemical Sciences,11.219,309,82,229,5711,2025696.0,3335,0.0041979010494752,0.0436681222707423,224,14.52,69.65,50,Elsevier Ltd
Annual Review of Psychology,11.205,298,21,73,2900,631587.0,1784,0.0028026905829596,0.0273972602739726,71,24.62,138.1,74,Annual Reviews Inc.
Nature Structural and Molecular Biology,11.168,310,261,759,10400,6586331.0,8002,0.0233691577105723,0.1357048748353096,724,9.41,39.85,23,Nature Research
Physics Reports,11.136,328,48,112,15705,987254.0,3180,0.0040880503144654,0.0357142857142857,112,25.4,327.19,55,Elsevier B.V.
Living Reviews in Relativity,11.101,101,9,26,4258,209331.0,551,0.0181488203266787,0.0384615384615384,26,16.84,473.11,28,Springer International Publishing AG
American Economic Journal: Applied Economics,11.033,117,38,117,1650,765147.0,599,0.023372287145242,0.1111111111111111,115,3.97,43.42,16,American Economic Association
American Political Science Review,10.769,215,53,139,3762,1126269.0,865,0.0520231213872832,0.1366906474820144,132,5.55,70.98,120,Cambridge University Press
Annual Review of Biophysics,10.759,178,31,72,3158,655689.0,1101,0.0045413260672116,0.0,72,13.34,101.87,17,Annual Reviews Inc.
Trends in Ecology and Evolution,10.756,396,132,361,6239,3099216.0,4514,0.0239255649091714,0.1440443213296399,222,10.07,47.27,40,Elsevier Ltd
Accounts of Chemical Research,10.742,472,292,484,14970,4998690.0,11398,0.0050886120371995,0.012396694214876,473,24.32,51.27,58,American Chemical Society
Annual Review of Marine Science,10.664,133,25,61,2746,440395.0,1182,0.0143824027072758,0.0491803278688524,58,17.91,109.84,17,Annual Reviews Inc.
Progress in Materials Science,10.642,255,25,61,7508,586054.0,1662,0.0054151624548736,0.0655737704918032,59,27.31,300.32,56,Elsevier Ltd
Microbiology and Molecular Biology Reviews,10.549,287,26,77,7306,684194.0,1466,0.0020463847203274,0.0,77,16.53,281.0,28,American Society for Microbiology
Reports on Progress in Physics,10.509,259,61,167,11914,1308014.0,2832,0.0042372881355932,0.0838323353293413,166,16.95,195.31,88,IOP Publishing Ltd.
American Economic Review,10.472,380,224,759,5742,6029283.0,3550,0.0256338028169014,0.2187088274044795,732,4.03,25.63,50,American Economic Association
Foundations and Trends in Machine Learning,10.454,42,3,10,467,75225.0,412,0.0024271844660194,0.1,10,13.86,155.67,17,Now Publishers Inc
Progress in Polymer Science,10.403,346,62,151,14730,1319507.0,5290,0.0111531190926276,0.0,150,29.71,237.58,51,Elsevier Ltd
Cell Metabolism,10.311,368,203,534,9456,4405871.0,7067,0.0236309608037356,0.1254681647940075,515,13.35,46.58,21,Cell Press
Nature Methods,10.259,408,340,968,6108,7911877.0,12861,0.0154731358370266,0.3388429752066115,653,12.58,17.96,22,Nature Research
Trends in Cell Biology,10.238,271,79,253,6496,2124549.0,3215,0.0087091757387247,0.0513833992094861,239,12.92,82.23,35,Elsevier Ltd
Nature Reviews Microbiology,10.211,393,173,546,8244,4417155.0,6245,0.0081665332265812,0.5146520146520146,339,10.42,47.65,23,Nature Research
Trends in Neurosciences,10.206,326,79,201,7671,1782528.0,3045,0.0085385878489326,0.0248756218905472,196,13.88,97.1,48,Elsevier Ltd
American Economic Journal: Economic Policy,10.182,97,43,97,1886,645999.0,367,0.0463215258855585,0.134020618556701,97,3.21,43.86,16,American Economic Association
Molecular Systems Biology,9.995,178,82,284,5283,2274270.0,3761,0.0255251262961978,0.0528169014084507,273,14.1,64.43,21,Springer Science and Business Media Deutschland GmbH
Annual Review of Microbiology,9.988,220,31,86,3478,739206.0,1467,0.0061349693251533,0.0465116279069767,86,14.3,112.19,74,Annual Reviews Inc.
Academy of Management Annals,9.964,119,8,40,1794,163744.0,504,0.0218253968253968,0.0,40,11.7,224.25,16,Academy of Management
The Lancet Infectious Diseases,9.868,304,295,696,6783,5556221.0,5210,0.0247600767754318,0.3922413793103448,217,7.02,22.99,25,Elsevier Ltd
Journal of Cell Biology,9.702,422,351,1157,17329,9604099.0,11203,0.0318664643399089,0.1763180639585134,1018,8.48,49.37,71,Rockefeller University Press
Clinical Microbiology Reviews,9.699,340,36,95,9134,809636.0,2371,0.0063264445381695,0.0,87,19.53,253.72,37,American Society for Microbiology
Academy of Management Journal,9.662,396,79,195,7174,1700645.0,1836,0.0468409586056644,0.0461538461538461,193,6.98,90.81,50,Academy of Management
Journal of Clinical Investigation,9.631,558,518,1393,26689,11569182.0,17644,0.0134323282702335,0.0933237616654702,1147,12.42,51.52,81,American Society for Clinical Investigation
Reviews of Geophysics,9.544,207,15,58,3157,429284.0,930,0.0032258064516129,0.0172413793103448,58,11.59,210.47,63,John Wiley and Sons Inc
Nature Medicine,9.439,653,428,1481,11503,11667611.0,15365,0.0073543768304588,0.3808237677245105,996,11.62,26.88,31,Nature Research
Trends in Genetics,9.409,253,97,207,6696,1905142.0,2462,0.0117790414297319,0.038647342995169,196,12.62,69.03,41,Elsevier Ltd
Administrative Science Quarterly,9.319,218,19,56,1733,465174.0,334,0.0389221556886227,0.2142857142857142,51,2.54,91.21,47,Johnson School at Cornell University
Systematic Biology,9.288,208,63,196,3991,1514410.0,2793,0.0447547440028643,0.0510204081632653,182,11.52,63.35,53,Oxford University Press
Journal of the American College of Cardiology,9.281,512,1020,2771,26338,23159646.0,25468,0.0769200565415423,0.3345362684951281,1659,9.3,25.82,43,Elsevier Inc.
Developmental Cell,9.151,306,269,715,11379,6094641.0,6795,0.024429727740986,0.193006993006993,698,8.13,42.3,25,Cell Press
EMBO Journal,9.143,441,293,1181,13992,9177057.0,11617,0.0118791426357923,0.0711261642675698,1168,9.8,47.75,44,Springer Science and Business Media Deutschland GmbH
Nano Letters,9.081,569,983,2865,38015,23357136.0,43976,0.055325632162998,0.0198952879581151,2863,14.05,38.67,25,American Chemical Society
Immunological Reviews,8.875,262,114,327,15212,2808948.0,4546,0.0118785745710514,0.0214067278287461,313,14.15,133.44,57,Wiley-Blackwell Publishing Ltd
Science Translational Medicine,8.873,303,479,1360,11021,8583022.0,9642,0.0151420867040033,0.5264705882352941,624,7.61,23.01,17,American Association for the Advancement of Science
Endocrine Reviews,8.842,317,28,87,8199,735898.0,1841,0.0081477457903313,0.0689655172413793,85,18.93,292.82,46,The Endocrine Society
Journal of the American Mathematical Society,8.747,116,35,104,1226,830288.0,422,0.0071090047393364,0.1923076923076923,104,3.58,35.03,38,American Mathematical Society
Nature Chemistry,8.691,308,225,705,6717,4539458.0,9484,0.0123365668494306,0.2170212765957447,607,13.06,29.85,17,Nature Publishing Group
Psychological Bulletin,8.686,379,63,165,10419,1365988.0,2814,0.0145700071073205,0.0606060606060606,139,12.53,165.38,122,American Psychological Association
Journal of Economic Perspectives,8.649,239,50,144,2394,1166891.0,1040,0.010576923076923,0.1388888888888889,141,6.36,47.88,33,American Economic Association
Annual Review of Economics,8.625,84,18,74,1633,300653.0,276,0.0181159420289855,0.1756756756756756,73,3.33,90.72,15,Annual Reviews Inc.
Genome Biology,8.598,319,232,623,11702,5067754.0,6002,0.0198267244251916,0.1990369181380417,531,8.42,50.44,26,BioMed Central Ltd
Strategic Management Journal,8.59,351,91,229,6626,1849249.0,1534,0.074315514993481,0.0524017467248908,229,4.77,72.81,46,John Wiley and Sons Ltd
Current Opinion in Cell Biology,8.54,284,108,336,6404,2936919.0,3529,0.0076508926041371,0.0625,315,8.94,59.3,37,Elsevier Ltd
Surface Science Reports,8.526,131,9,26,2938,236003.0,560,0.0017857142857142,0.0,26,26.44,326.44,45,Elsevier B.V.
JAMA Psychiatry,8.409,417,183,439,7534,3758664.0,6750,0.0179259259259259,0.1252847380410023,402,13.97,41.17,13,American Medical Association
Journal of Clinical Oncology,8.389,646,995,3437,25833,28048507.0,38964,0.0323118776306334,0.2598196101251091,2293,10.39,25.96,43,Lippincott Williams and Wilkins
Progress in Energy and Combustion Science,8.259,243,19,75,3613,544124.0,2028,0.0078895463510848,0.0,75,23.8,190.16,51,Elsevier B.V.
PLoS Biology,8.223,316,288,776,12886,6477371.0,7516,0.0091804151144225,0.1932989690721649,741,8.81,44.74,23,Public Library of Science
Circulation,8.188,691,907,3076,30693,24046293.0,33093,0.0328166077418185,0.2958387516254877,2158,10.01,33.84,76,Lippincott Williams and Wilkins
Journal of the European Economic Association,8.16,125,60,158,2360,1283889.0,597,0.0318257956448911,0.2025316455696202,151,4.09,39.33,23,Wiley-Blackwell
Journal of Management,8.154,296,70,186,6973,1454447.0,1968,0.0386178861788617,0.0591397849462365,173,9.16,99.61,51,SAGE Publications Inc.
Cell Host and Microbe,8.148,255,160,426,6824,3511150.0,4464,0.0237455197132616,0.1619718309859155,404,9.82,42.65,19,Cell Press
Cell Reports,8.099,246,480,241,21152,2350152.0,1833,0.0240043644298963,0.0414937759336099,240,7.61,44.07,14,Elsevier B.V.
Annual Review of Medicine,8.042,182,34,98,2441,795897.0,1767,0.0016977928692699,0.0204081632653061,98,18.34,71.79,75,Annual Reviews Inc.
Ecology Letters,8.037,330,184,463,10126,3888433.0,5725,0.034235807860262,0.0043196544276457,457,11.5,55.03,28,Wiley-Blackwell Publishing Ltd
Quarterly Reviews of Biophysics,8.035,111,6,36,1228,264801.0,465,0.0021505376344086,0.0555555555555555,36,11.21,204.67,57,Cambridge University Press
American Journal of Human Genetics,7.863,339,229,658,8180,5140959.0,7263,0.0333195649180779,0.1185410334346504,568,10.52,35.72,76,Cell Press
Annals of Mathematics,7.841,145,48,251,1691,1756597.0,915,0.0087431693989071,0.1832669322709163,251,3.3,35.23,30,Department of Mathematics at Princeton University
Astronomy and Astrophysics Review,7.792,84,22,28,3163,282032.0,368,0.0081521739130434,0.0714285714285714,27,10.71,143.77,35,Springer Verlag
Journal of the Royal Statistical Society. Series B: Statistical Methodology,7.737,159,35,92,1356,812424.0,664,0.0210843373493975,0.1521739130434782,89,6.58,38.74,29,Oxford University Press
FEMS Microbiology Reviews,7.687,261,43,151,8451,1175467.0,2289,0.0087374399301004,0.0529801324503311,143,15.0,196.53,36,Oxford University Press
Journal of Accounting and Economics,7.678,197,31,127,1647,870585.0,759,0.0592885375494071,0.2125984251968504,122,3.57,53.13,47,Elsevier B.V.
Current Opinion in Genetics and Development,7.643,203,98,298,5458,2347726.0,2554,0.0074393108848864,0.0738255033557047,278,8.89,55.69,35,Elsevier Ltd
Aldrichimica Acta,7.609,62,9,18,970,192645.0,240,0.0,0.1111111111111111,18,17.25,107.78,34,Aldrich
Organization Science,7.595,294,96,276,9072,2062406.0,1828,0.049781181619256,0.1050724637681159,271,5.69,94.5,30,INFORMS Institute for Operations Research and the Management Sciences
Trends in Immunology,7.595,265,75,228,6650,1783502.0,2718,0.0121412803532008,0.0350877192982456,220,13.64,88.67,31,Elsevier Ltd
Advanced Materials,7.564,675,884,2473,44718,19201336.0,41949,0.0495840186893608,0.0319450060655074,2440,15.8,50.59,37,Wiley-Blackwell
American Journal of Political Science,7.545,215,65,191,3646,1482105.0,891,0.0493827160493827,0.1675392670157068,187,3.27,56.09,32,Wiley-Blackwell Publishing Ltd
Annual Review of Physical Chemistry,7.479,189,28,83,3432,664957.0,1396,0.0078796561604584,0.0481927710843373,81,16.36,122.57,39,Annual Reviews Inc.
"Astrophysical Journal, Supplement Series",7.464,286,173,468,11860,3796409.0,5857,0.0443913266177223,0.1068376068376068,467,13.68,68.55,40,American Astronomical Society
"Vital and health statistics. Series 10, Data from the National Health Survey",7.454,42,2,11,75,71585.0,244,0.0286885245901639,0.0,11,21.5,37.5,41,"U. S. Department of Health, Education and Welfare, Public Health Service, Health Resources Administration, National Center for Health Statistics"
Journal of Marketing,7.406,296,48,159,3009,1265613.0,1292,0.0464396284829721,0.0754716981132075,154,5.84,62.69,38,American Marketing Association
Nano Today,7.373,190,62,193,5114,1429853.0,2327,0.0103137086377309,0.3523316062176165,124,11.37,82.48,21,Elsevier B.V.
Trends in Plant Science,7.363,325,91,265,7070,2120243.0,4418,0.0158442734268899,0.030188679245283,256,14.48,77.69,30,Elsevier Ltd
Annals of Statistics,7.346,202,96,324,3317,2649731.0,1290,0.0945736434108527,0.1728395061728395,314,2.95,34.55,29,Institute of Mathematical Statistics
Personality and Social Psychology Review,7.343,194,22,61,2869,482179.0,790,0.0189873417721519,0.0655737704918032,61,11.64,130.41,29,SAGE Publications Inc.
Physical Review X,7.335,198,47,111,2252,574211.0,968,0.0051652892561983,0.081081081081081,108,8.72,47.91,15,American Physical Society
Nature Reviews Drug Discovery,7.283,412,211,685,7324,5166496.0,7486,0.0093507881378573,0.4613138686131386,404,9.97,34.71,24,Nature Research
Advances in Optics and Photonics,7.206,91,11,25,1460,190053.0,387,0.0103359173126615,0.04,25,16.4,132.73,16,Optica Publishing Group (formerly OSA)
Review of Economics and Statistics,7.192,211,117,258,4924,2052777.0,1076,0.0139405204460966,0.1240310077519379,255,3.59,42.09,47,MIT Press Journals
Inventiones Mathematicae,7.167,132,58,171,2004,1403012.0,467,0.006423982869379,0.1988304093567251,171,2.35,34.55,60,Springer New York
Cold Spring Harbor Perspectives in Biology,7.141,251,149,507,19478,3096145.0,5415,0.0105263157894736,0.1617357001972386,506,8.51,130.72,17,Cold Spring Harbor Laboratory Press
Journal of the National Cancer Institute,7.115,394,337,1059,9573,8225639.0,7091,0.0197433366238894,0.3626062322946176,493,6.63,28.41,86,Oxford University Press
PLoS Genetics,7.107,282,870,1750,53878,14808180.0,16061,0.0476931697901749,0.044,1740,8.71,61.93,21,Public Library of Science
Living Reviews in Solar Physics,7.106,74,5,18,1585,122708.0,259,0.0347490347490347,0.0,18,12.08,317.0,21,Springer International Publishing AG
Annual Review of Genomics and Human Genetics,7.088,134,26,56,3156,541859.0,655,0.0137404580152671,0.0357142857142857,56,11.08,121.38,25,Annual Reviews Inc.
Proceedings of the National Academy of Sciences of the United States of America,7.073,896,4330,12106,173037,97091528.0,127890,0.0278676988036593,0.0643482570626135,11020,9.85,39.96,72,National Academy of Sciences
European Heart Journal,6.997,367,651,1529,16651,12580408.0,15596,0.0329571685047448,0.3250490516677567,1121,9.7,25.58,46,Oxford University Press
Nature Chemical Biology,6.939,272,168,584,5860,4504464.0,5355,0.011204481792717,0.2345890410958904,493,9.09,34.88,21,Nature Research
American Journal of Psychiatry,6.892,405,248,790,6459,6187507.0,6099,0.0175438596491228,0.3088607594936708,404,7.09,26.04,80,American Psychiatric Association
Annual Review of Clinical Psychology,6.89,158,28,64,4051,519596.0,1123,0.0124666073018699,0.03125,63,15.33,144.68,20,Annual Reviews Inc.
Molecular Biology and Evolution,6.86,256,247,848,14086,6113455.0,11160,0.0249103942652329,0.0660377358490566,841,15.1,57.03,43,Oxford University Press
Current Opinion in Structural Biology,6.804,223,125,314,6936,2630035.0,2625,0.0243809523809523,0.1178343949044586,276,8.33,55.49,35,Elsevier Ltd
Nucleic Acids Research,6.801,675,1307,3389,60881,28494971.0,31403,0.0695793395535458,0.0684567719091177,3383,9.66,46.58,52,Oxford University Press
European Urology,6.749,274,488,1519,9908,11571797.0,9268,0.0876132930513595,0.4496379196840026,654,6.18,20.3,51,Elsevier B.V.
ACS Nano,6.672,504,1203,3311,56855,23305623.0,46559,0.0480895208230417,0.0262760495318634,3267,12.48,47.26,19,American Chemical Society
Brookings Papers on Economic Activity,6.621,99,24,99,770,707845.0,216,0.0231481481481481,0.6464646464646465,55,1.86,32.08,31,Brookings Institution Press
Annual Review of Entomology,6.577,239,31,79,4020,624140.0,1259,0.0071485305798252,0.0632911392405063,79,14.73,129.68,61,Annual Reviews Inc.
Nature Geoscience,6.56,280,276,786,6839,6196922.0,6645,0.0207674943566591,0.2938931297709923,589,7.53,24.78,18,Nature Publishing Group
JAMA,6.506,794,1299,3567,13150,28563167.0,26935,0.0132912567291628,0.4878048780487805,1758,7.2,10.12,143,American Medical Association
Acta Mathematica,6.493,80,18,44,574,354669.0,153,0.0065359477124183,0.1590909090909091,44,3.37,31.89,133,Springer Netherlands
Political Analysis,6.469,89,31,83,1569,671893.0,346,0.0549132947976878,0.2771084337349397,77,3.54,50.61,27,Cambridge University Press
Blood,6.467,540,1420,5251,47502,39201287.0,44611,0.0613077492098361,0.1462578556465435,4233,8.32,33.45,80,Elsevier B.V.
Journal of Marketing Research,6.449,212,52,254,2648,1731319.0,1179,0.0627650551314673,0.1062992125984252,252,3.8,50.92,32,American Marketing Association
Bulletin of the American Meteorological Society,6.418,244,139,298,5094,2388209.0,2449,0.0445079624336463,0.2449664429530201,288,8.35,36.65,54,American Meteorological Society
Molecular Psychiatry,6.393,261,192,440,9793,3553437.0,4629,0.0384532296392309,0.0886363636363636,337,10.48,51.01,30,Springer Nature
Circulation Research,6.385,402,364,1118,16774,8454734.0,10602,0.0676287492925863,0.1538461538461538,925,8.77,46.08,73,Lippincott Williams and Wilkins
Psychological Review,6.306,249,38,140,2919,1017892.0,1383,0.0224150397686189,0.1785714285714285,128,7.69,76.82,132,American Psychological Association
Acta Numerica,6.305,91,5,19,880,116409.0,156,0.0064102564102564,0.1052631578947368,19,6.42,176.0,33,Cambridge University Press
Nature Protocols,6.273,320,180,500,8023,3965911.0,5167,0.0201277336946003,0.038,500,8.91,44.57,20,Springer Nature
Journal of Consumer Research,6.242,234,79,232,4946,1716009.0,1306,0.1248085758039816,0.125,230,3.54,62.61,33,Oxford University Press
Plant Cell,6.213,412,401,990,25182,8011845.0,9912,0.0665859564164648,0.0959595959595959,958,9.33,62.8,37,American Society of Plant Biologists
Nature Communications,6.206,577,1553,1253,68542,11968378.0,15301,0.0195412064570943,0.0247406225059856,1250,11.95,44.14,16,Nature Research
Brain,6.203,391,343,1048,17495,7997209.0,10464,0.0266628440366972,0.148854961832061,845,9.35,51.01,147,Oxford University Press
Alzheimer's and Dementia,6.16,178,112,224,5482,1681271.0,3079,0.0652809353686261,0.1428571428571428,180,16.0,48.95,21,John Wiley and Sons Inc
Current Opinion in Neurobiology,6.16,256,154,379,9417,2994269.0,3068,0.013689700130378,0.0738786279683377,359,7.52,61.15,35,Elsevier Ltd
Journal of International Economics,6.149,171,98,218,3878,1744419.0,757,0.0871862615587846,0.1697247706422018,215,3.09,39.57,55,Elsevier B.V.
Journal of Economic Growth,6.133,103,12,36,779,270195.0,140,0.0142857142857142,0.1944444444444444,36,3.33,64.92,30,Springer New York
Current Opinion in Immunology,6.128,215,118,356,6370,2761777.0,3227,0.013325069724202,0.1095505617977528,320,8.61,53.98,38,Elsevier Ltd
eLife,6.086,225,311,43,12947,1444545.0,199,0.050251256281407,0.3953488372093023,40,4.63,41.63,14,eLife Sciences Publications Ltd
Marketing Science,6.053,159,60,220,2515,1613942.0,752,0.1037234042553191,0.2590909090909091,198,2.64,41.92,30,INFORMS Institute for Operations Research and the Management Sciences
Annual Review of Phytopathology,6.047,195,27,71,3603,533761.0,1052,0.029467680608365,0.0845070422535211,71,12.41,133.44,39,Annual Reviews Inc.
Personnel Psychology,6.037,175,28,80,2612,590499.0,557,0.0269299820466786,0.1125,78,6.82,93.29,78,Wiley-Blackwell
Energy and Environmental Science,6.019,466,382,1244,23385,7657132.0,19705,0.0479573712255772,0.0249196141479099,1226,16.27,61.22,18,Royal Society of Chemistry
Biological Psychiatry,6.016,367,336,1138,16380,8255890.0,9909,0.0324957109698254,0.1203866432337434,865,7.74,48.75,57,Elsevier Inc.
Advanced Energy Materials,6.006,355,211,344,8713,1804142.0,4871,0.0466023403818517,0.0377906976744186,339,14.16,41.29,15,John Wiley and Sons Inc
