Title,SJR,H index,Total Docs. (1999),Total Docs. (3years),Total Refs.,Est. value (USD) (1999),Total Cites (3years),Self-Cites/Total Cites (3years),Uncited Docs./Total Docs. (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Coverage_Duration,Publisher
Molecular and Cellular Neuroscience,5.616,151,72,189,4251,329509.0,1169,0.049615056,0.063492063,189,5.39,59.04,36,Academic Press Inc.
Cytokine and Growth Factor Reviews,5.531,187,18,83,2322,82146.0,664,0.018072289,0.144578313,78,6.43,129.0,30,Elsevier Ltd
GSA Today,5.51,87,17,45,523,77528.0,217,0.01843318,0.266666667,45,5.67,30.76,35,Geological Society of America
Nuclear Physics B,5.452,272,734,2254,31894,3340849.0,12028,0.230212837,0.196983141,2254,5.08,43.45,59,Elsevier B.V.
Journal of Molecular Graphics and Modelling,5.442,86,40,105,855,182001.0,570,0.010526316,0.476190476,102,3.33,21.38,29,Elsevier Inc.
Molecular Endocrinology,5.441,209,185,508,9036,841726.0,3868,0.082988625,0.035433071,505,7.45,48.84,30,The Endocrine Society
Psychological Bulletin,5.412,379,41,118,6348,186361.0,929,0.01722282,0.093220339,114,6.93,154.83,122,American Psychological Association
Progress in Quantum Electronics,5.34,76,6,18,836,27205.0,125,0.024,0.222222222,18,5.92,139.33,54,Elsevier Ltd
Trends in Ecology and Evolution,5.303,396,159,308,3790,720010.0,1712,0.033878505,0.262987013,243,4.35,23.84,40,Elsevier Ltd
Personality and Social Psychology Review,5.295,194,20,37,1857,90542.0,109,0.018348624,0.162162162,37,2.95,92.85,29,SAGE Publications Inc.
International Organization,5.248,168,27,78,2041,122031.0,266,0.165413534,0.102564103,78,3.36,75.59,79,Cambridge University Press
Developmental Biology,5.208,251,401,960,22117,1809833.0,5874,0.10844399,0.070833333,956,5.88,55.15,67,Elsevier Inc.
RNA,5.183,196,152,379,6427,685413.0,1902,0.121451104,0.063324538,375,5.03,42.28,31,Cold Spring Harbor Laboratory Press
Strategic Management Journal,5.167,351,63,213,4223,283924.0,697,0.162123386,0.262910798,209,2.37,67.03,46,John Wiley and Sons Ltd
Genes and Function,5.151,13,0,27,0,0.0,109,0.0,0.333333333,26,4.04,0.0,1,John Wiley and Sons Inc
Seminars in Immunology,5.067,153,47,142,2766,211054.0,724,0.012430939,0.098591549,137,5.94,58.85,37,Academic Press
Climate Dynamics,5.024,196,61,164,2897,273491.0,684,0.118421053,0.152439024,164,4.05,47.49,40,Springer Verlag
"Astrophysical Journal, Supplement Series",5.01,286,119,332,7758,533257.0,1684,0.053444181,0.138554217,332,4.71,65.19,40,American Astronomical Society
Journal of the Royal Statistical Society. Series B: Statistical Methodology,5.006,159,54,148,1411,241947.0,353,0.090651558,0.27027027,144,2.3,26.13,29,Oxford University Press
Ecological Monographs,4.998,179,23,70,2309,103021.0,365,0.024657534,0.042857143,70,4.64,100.39,45,John Wiley &amp; Sons Inc.
Journal of Molecular Biology,4.991,302,1014,2243,49455,4540709.0,12493,0.136476427,0.066874721,2085,5.38,48.77,67,Academic Press
Circulation Research,4.958,402,333,797,14123,1489356.0,6415,0.075604053,0.050188206,762,7.53,42.41,73,Lippincott Williams and Wilkins
Global Biogeochemical Cycles,4.958,218,85,149,4959,380166.0,843,0.15658363,0.067114094,148,4.72,58.34,39,Wiley-Blackwell
Acta Mathematica,4.922,80,19,45,493,84864.0,79,0.050632911,0.333333333,45,1.67,25.95,133,Springer Netherlands
Clinical Microbiology Reviews,4.91,340,34,103,7799,151794.0,1301,0.010760953,0.038834951,100,13.62,229.38,37,American Society for Microbiology
American Sociological Review,4.862,240,54,162,2566,240648.0,627,0.049441786,0.092592593,162,3.01,47.52,61,American Sociological Association
Chemical Society Reviews,4.838,673,39,119,1565,173643.0,978,0.005112474,0.075630252,119,8.72,40.13,54,Royal Society of Chemistry
World Politics,4.821,132,17,62,1727,75641.0,248,0.036290323,0.096774194,62,4.05,101.59,76,Johns Hopkins University Press
Journal of Economic Theory,4.79,118,80,317,1728,355536.0,312,0.080128205,0.52681388,317,0.95,21.6,57,Academic Press Inc.
Journal of Personality and Social Psychology,4.782,447,158,611,10161,701967.0,2086,0.186481304,0.132569558,611,2.87,64.31,61,American Psychological Association
Immunological Reviews,4.773,262,128,293,12414,568485.0,2019,0.038137692,0.109215017,290,6.93,96.98,57,Wiley-Blackwell Publishing Ltd
Journal of Cell Science,4.766,319,453,942,23137,2011359.0,5703,0.071190601,0.063694268,940,6.05,51.08,60,Company of Biologists Ltd
Economic Policy,4.762,94,11,35,303,48833.0,84,0.023809524,0.314285714,35,2.21,27.55,38,Oxford University Press
Cancer Research,4.76,510,1001,2817,37063,4443495.0,25222,0.069344223,0.052538161,2788,8.54,37.03,85,American Association for Cancer Research Inc.
Cell Chemical Biology,4.693,215,128,342,5031,566716.0,2055,0.055474453,0.157894737,317,6.0,39.3,10,Elsevier Ltd
Nucleic Acids Research,4.69,675,729,2497,25208,3227243.0,13127,0.082196999,0.13896676,2483,5.7,34.58,52,Oxford University Press
Genetics,4.68,283,443,1372,22037,1960365.0,6113,0.127269753,0.131924198,1356,4.08,49.74,72,Oxford University Press
Physics Reports,4.675,328,125,278,14879,553041.0,1571,0.007638447,0.287769784,278,5.38,119.03,55,Elsevier B.V.
Oncogene,4.649,380,924,2088,45771,4083880.0,13819,0.119762646,0.064655172,2087,6.41,49.54,39,Springer Nature
Annual Review of Physical Chemistry,4.645,189,20,60,2673,88382.0,502,0.007968127,0.05,60,8.72,133.65,39,Annual Reviews Inc.
Plant Journal,4.624,327,289,803,11492,1276048.0,4474,0.097228431,0.057285181,803,5.2,39.76,35,Wiley-Blackwell Publishing Ltd
Circulation,4.618,691,1175,3295,28205,5186842.0,23595,0.066793812,0.197268589,2639,6.76,24.0,76,Lippincott Williams and Wilkins
Journal of Immunology,4.568,422,1836,4494,84313,8088464.0,33170,0.157310823,0.050956831,4477,7.06,45.92,81,American Association of Immunologists
American Journal of Human Genetics,4.516,339,448,1226,13576,1969493.0,8640,0.093981481,0.102773246,942,7.03,30.3,76,Cell Press
Trends in Pharmacological Sciences,4.514,252,102,304,4699,448375.0,2317,0.017695296,0.207236842,233,8.2,46.07,47,Elsevier Ltd
Accounting Review,4.503,206,22,78,629,96665.0,239,0.083682008,0.153846154,78,2.67,28.59,30,American Accounting Association
Journal of Labor Economics,4.5,136,36,106,951,158159.0,192,0.083333333,0.358490566,106,1.91,26.42,37,University of Chicago Press
Blood,4.458,540,1092,3713,45585,4789211.0,27274,0.106035052,0.092647455,3318,7.06,41.74,80,Elsevier B.V.
Journal of the American Statistical Association,4.445,227,146,545,3257,639971.0,897,0.095875139,0.456880734,544,1.42,22.31,104,Taylor and Francis Ltd.
Annals of Neurology,4.443,340,283,858,8134,1240389.0,6126,0.043095005,0.117715618,700,6.65,28.74,49,John Wiley &amp; Sons Inc.
Journal of Marketing,4.418,296,97,175,5399,424709.0,506,0.183794466,0.394285714,175,2.06,55.66,38,American Marketing Association
Journal of Financial and Quantitative Analysis,4.38,156,23,79,696,100544.0,145,0.034482759,0.35443038,79,1.26,30.26,60,Cambridge University Press
Biometrika,4.357,137,82,262,1484,358113.0,368,0.070652174,0.43129771,262,1.22,18.1,73,Oxford University Press
Journal of Memory and Language,4.329,177,50,155,2597,218102.0,535,0.106542056,0.193548387,155,2.77,51.94,41,Academic Press Inc.
Molecular Microbiology,4.323,277,514,1405,22239,2241516.0,8394,0.141172266,0.070462633,1320,5.98,43.27,39,John Wiley and Sons Inc
Annals of Statistics,4.312,202,88,368,2181,383581.0,525,0.139047619,0.434782609,368,1.27,24.78,29,Institute of Mathematical Statistics
Ecology,4.298,345,227,695,13487,988872.0,3012,0.081341301,0.09352518,683,3.71,59.41,52,Wiley-Blackwell
RAND Journal of Economics,4.275,131,36,127,935,156670.0,192,0.052083333,0.354330709,127,1.26,25.97,39,Wiley-Blackwell
Earth and Planetary Science Letters,4.264,301,276,730,11313,1200569.0,2346,0.151321398,0.182191781,730,2.93,40.99,60,Elsevier B.V.
Journal of General Physiology,4.217,143,128,359,5344,555649.0,1864,0.115879828,0.116991643,346,5.22,41.75,107,Rockefeller University Press
Trends in Plant Science,4.214,325,125,302,3530,542555.0,1720,0.034302326,0.251655629,284,5.76,28.24,30,Elsevier Ltd
Brain Research Reviews,4.188,216,34,124,6980,147407.0,859,0.015133877,0.177419355,122,6.6,205.29,33,Elsevier
Applied Physics Letters,4.173,486,2587,7237,39468,11208487.0,26764,0.16780003,0.2170789,7237,3.73,15.26,64,American Institute of Physics
SIAM Journal on Optimization,4.144,152,76,195,1949,328856.0,433,0.277136259,0.358974359,195,2.33,25.64,31,Society for Industrial and Applied Mathematics Publications
Cognitive Psychology,4.139,137,21,58,1384,90848.0,271,0.04797048,0.103448276,58,4.12,65.9,56,Academic Press Inc.
Journal of Consumer Research,4.116,234,24,84,1424,103719.0,285,0.143859649,0.083333333,84,3.43,59.33,33,Oxford University Press
Review of Educational Research,4.105,198,17,63,1479,73432.0,241,0.053941909,0.206349206,63,3.32,87.0,95,SAGE Publications Inc.
Diabetes,4.099,379,331,977,13981,1429373.0,7948,0.086311022,0.065506653,973,7.92,42.24,74,American Diabetes Association Inc.
Journal of Virology,4.092,330,1251,3704,56159,5400552.0,21546,0.261347814,0.072894168,3701,5.8,44.89,59,American Society for Microbiology
Astronomy and Astrophysics Review,4.061,84,4,15,708,17244.0,61,0.0,0.133333333,15,3.0,177.0,35,Springer Verlag
American Naturalist,4.056,236,135,379,8102,581844.0,1545,0.075080906,0.139841689,367,3.79,60.01,55,University of Chicago
Hippocampus,4.034,174,66,171,3240,284172.0,791,0.127686473,0.169590643,163,3.98,49.09,35,Wiley-Liss Inc.
Journal of Accounting and Economics,4.031,197,42,68,1098,180812.0,218,0.142201835,0.235294118,68,2.73,26.14,47,Elsevier B.V.
Progress in Neurobiology,4.031,264,57,207,15086,245388.0,1612,0.025434243,0.048309179,206,6.99,264.67,55,Elsevier Ltd
Educational Researcher,4.005,158,40,177,1644,171997.0,396,0.065656566,0.412429379,106,2.13,41.1,54,SAGE Publications Inc.
Journal of Monetary Economics,4.002,158,49,156,1489,210667.0,254,0.102362205,0.371794872,155,1.4,30.39,51,Elsevier B.V.
Brain,3.994,391,193,529,10314,829463.0,3761,0.066205796,0.081285444,502,6.8,53.44,147,Oxford University Press
Neurobiology of Disease,3.988,199,47,111,2399,201938.0,624,0.017628205,0.117117117,108,5.1,51.04,32,Academic Press Inc.
Journal of Cognitive Neuroscience,3.987,244,52,153,2753,223410.0,858,0.058275058,0.137254902,149,5.52,52.94,37,MIT Press Journals
Critical Reviews in Immunology,3.959,88,20,78,4077,85815.0,494,0.010121457,0.128205128,77,5.64,203.85,46,Begell House Inc.
Journal of Experimental Psychology: General,3.956,196,28,62,1712,120125.0,274,0.025547445,0.129032258,59,3.95,61.14,51,American Psychological Association
Cerebral Cortex,3.955,287,89,211,2240,381807.0,1355,0.008118081,0.104265403,210,5.73,25.17,35,Oxford University Press
Molecular Biology and Evolution,3.955,256,190,473,8138,815093.0,2412,0.143864013,0.088794926,432,4.46,42.83,43,Oxford University Press
Journal of Human Resources,3.948,129,35,105,1057,150100.0,205,0.107317073,0.361904762,105,1.57,30.2,42,University of Wisconsin Press
Journal of Experimental Psychology: Learning Memory and Cognition,3.928,181,91,272,4393,389894.0,910,0.163736264,0.158088235,272,3.13,48.27,45,American Psychological Association
Optics Letters,3.926,305,593,1903,7144,2540499.0,5607,0.122168718,0.244876511,1903,3.14,12.05,49,Optica Publishing Group
Journal of the Atmospheric Sciences,3.911,194,266,634,9150,1138779.0,1618,0.270704574,0.266561514,633,2.2,34.4,56,American Meteorological Society
Seminars in Cancer Biology,3.871,190,48,93,3287,205105.0,503,0.005964215,0.23655914,89,5.82,68.48,36,Academic Press
Journal of Business,3.853,104,20,55,505,85387.0,112,0.026785714,0.290909091,55,1.67,25.25,12,University of Chicago
Critical Reviews in Eukaryotic Gene Expression,3.841,70,27,53,1779,115206.0,252,0.027777778,0.094339623,53,4.29,65.89,36,Begell House Inc.
Acta Numerica,3.833,91,6,21,828,25591.0,72,0.013888889,0.238095238,21,3.07,138.0,33,Cambridge University Press
Journal of Accounting Research,3.812,179,34,86,808,144872.0,191,0.141361257,0.244186047,86,1.83,23.76,30,Wiley-Blackwell Publishing Ltd
Journal of International Economics,3.812,171,55,133,1486,234351.0,267,0.063670412,0.45112782,133,1.5,27.02,55,Elsevier B.V.
Journal of High Energy Physics,3.808,266,354,239,12516,1508078.0,1130,0.412389381,0.384937238,239,4.73,35.36,29,Springer Verlag
Health Affairs,3.795,224,174,452,3005,740791.0,1410,0.117730496,0.331858407,373,3.37,17.27,45,Project HOPE
JAMA,3.792,794,1370,4922,17788,5831815.0,17109,0.02565901,0.620885819,2163,3.55,12.98,143,American Medical Association
Folding and Design,3.767,62,0,177,0,0.0,956,0.0,0.11299435,173,4.93,0.0,4,Cell Press
Annals of Internal Medicine,3.75,445,503,1652,9676,2136777.0,7235,0.021976503,0.42433414,871,4.07,19.24,81,American College of Physicians
American Journal of Political Science,3.748,215,53,166,2172,225125.0,333,0.093093093,0.301204819,166,1.8,40.98,32,Wiley-Blackwell Publishing Ltd
World Bank Economic Review,3.747,106,22,63,567,93444.0,143,0.041958042,0.285714286,63,1.62,25.77,40,Oxford University Press
"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",3.739,290,1432,4942,38479,6079936.0,18433,0.157543536,0.255564549,4933,4.0,26.87,59,Elsevier B.V.
American Journal of Sociology,3.737,214,35,111,3079,148587.0,344,0.081395349,0.189189189,111,2.58,87.97,66,University of Chicago
Games and Economic Behavior,3.728,109,63,203,1214,267338.0,170,0.158823529,0.591133005,203,0.76,19.27,37,Academic Press Inc.
Personality and Social Psychology Bulletin,3.726,240,119,314,5683,504922.0,660,0.109090909,0.219745223,314,1.74,47.76,33,SAGE Publications Inc.
Astronomical Journal,3.679,276,479,1384,21991,2027664.0,5059,0.234829018,0.213150289,1384,3.71,45.91,38,American Astronomical Society
Journal of Geophysical Research: Solid Earth,3.675,284,378,1368,17379,1599798.0,3653,0.179304681,0.222222222,1368,2.51,45.98,39,John Wiley and Sons Inc
European Journal of Immunology,3.647,232,440,1403,16152,1859574.0,7869,0.056423942,0.075552388,1403,5.56,36.71,55,Wiley-VCH Verlag
Geometric and Functional Analysis,3.647,81,34,116,953,143694.0,123,0.097560976,0.431034483,116,1.03,28.03,35,Birkhauser Verlag Basel
Systematic Biology,3.625,208,53,136,2677,223744.0,673,0.121842496,0.102941176,136,4.98,50.51,53,Oxford University Press
Progress in Lipid Research,3.623,178,15,39,3019,63317.0,272,0.007352941,0.051282051,39,6.24,201.27,48,Elsevier Ltd
Journal of the American College of Cardiology,3.597,512,620,1644,20046,2613647.0,9182,0.073077761,0.177615572,1417,5.18,32.33,43,Elsevier Inc.
Duke Mathematical Journal,3.584,99,93,316,2137,391785.0,329,0.066869301,0.477848101,316,0.88,22.98,90,Duke University Press
Review of Research in Education,3.582,81,13,17,1432,54760.0,53,0.056603774,0.176470588,17,3.19,110.15,49,SAGE Publications Inc.
Journal of Experimental Social Psychology,3.564,180,26,80,1325,109418.0,135,0.044444444,0.325,80,1.61,50.96,61,Academic Press Inc.
