Title,SJR,H index,Total Docs. (1999),Total Docs. (3years),Total Refs.,Est. value (USD) (1999),Total Cites (3years),Self-Cites/Total Cites (3years),Uncited Docs./Total Docs. (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Coverage_Duration,Publisher
Mathematical Geosciences,0.758,88,46,160,995,145515.0,127,0.204724409,0.56875,156,0.83,21.63,18,Springer Netherlands
Memory,0.758,110,38,101,1470,120208.0,123,0.081300813,0.514851485,100,1.1,38.68,33,Taylor and Francis Ltd.
Archives of Virology,0.757,135,209,636,6263,660985.0,1047,0.124164279,0.34591195,635,1.63,29.97,51,Springer
Bioimaging,0.757,25,0,67,0,0.0,129,0.0,0.343283582,67,1.71,0.0,6,John Wiley &amp; Sons Inc.
Chemistry and Physics of Lipids,0.757,114,99,294,4122,313098.0,513,0.06042885,0.401360544,291,1.24,41.64,60,Elsevier Ireland Ltd
Contributions to Plasma Physics,0.757,51,30,235,842,94878.0,179,0.05027933,0.595744681,235,0.69,28.07,39,John Wiley &amp; Sons Inc.
Invertebrate Neuroscience,0.757,40,7,67,278,22138.0,67,0.029850746,0.507462687,65,0.98,39.71,25,Springer Verlag
Journal of Medical Microbiology,0.756,135,167,479,4525,528027.0,820,0.064634146,0.35908142,433,1.58,27.1,58,Microbiology Society
Journal of Zoological Systematics and Evolutionary Research,0.756,60,25,63,975,79046.0,73,0.095890411,0.396825397,63,1.0,39.0,61,Wiley-VCH Verlag
Plant Science,0.756,191,185,607,6533,584940.0,764,0.073298429,0.413509061,607,1.08,35.31,41,Elsevier Ireland Ltd
Tissue Engineering,0.756,180,52,119,1755,164415.0,109,0.073394495,0.554621849,118,0.86,33.75,13,Mary Ann Liebert Inc.
Tribology International,0.756,158,79,266,1375,249785.0,189,0.08994709,0.616541353,265,0.71,17.41,53,Elsevier Inc.
British Poultry Science,0.755,110,145,376,2823,458354.0,327,0.22324159,0.563829787,374,0.73,19.47,66,Taylor and Francis Ltd.
Environmental Biology of Fishes,0.755,101,117,398,5088,369845.0,355,0.121126761,0.51758794,398,0.81,43.49,50,Springer Science and Business Media B.V.
Experimental and Applied Acarology,0.755,84,78,170,2510,246563.0,203,0.221674877,0.441176471,170,1.14,32.18,41,Springer Science and Business Media Deutschland GmbH
Engineering Structures,0.754,205,90,354,1605,284426.0,149,0.147651007,0.720338983,354,0.43,17.83,49,Elsevier B.V.
Industrial Robot,0.754,64,46,146,254,145373.0,22,0.090909091,0.883561644,146,0.17,5.52,50,Emerald Group Publishing Ltd.
Journal of Inherited Metabolic Disease,0.754,125,163,473,2551,515128.0,710,0.116901408,0.403805497,471,1.4,15.65,48,Springer Netherlands
Polymer International,0.754,127,188,538,4316,594135.0,428,0.102803738,0.581784387,538,0.74,22.96,35,John Wiley and Sons Ltd
Scientific American,0.754,104,78,277,61,246503.0,536,0.0,0.534296029,266,2.09,0.78,72,Scientific American Inc.
European Neuropsychopharmacology,0.753,136,113,259,3632,357026.0,462,0.045454545,0.532818533,256,2.88,32.14,36,Elsevier B.V.
Perception,0.753,106,117,347,3789,369664.0,338,0.165680473,0.510086455,315,0.8,32.38,54,SAGE Publications Inc.
Carbohydrate Polymers,0.752,294,110,345,2988,347462.0,439,0.154897494,0.452173913,344,1.03,27.16,45,Elsevier Ltd
Journal of Family Practice,0.752,101,232,777,3020,732829.0,691,0.098408104,0.693693694,601,0.87,13.02,50,Frontline Medical Communications Inc.
Journal of Internal Medicine,0.752,195,162,474,5681,511717.0,788,0.024111675,0.394514768,406,1.55,35.07,37,Wiley-Blackwell Publishing Ltd
Magnetic Resonance Imaging,0.752,126,181,498,4176,571733.0,744,0.107526882,0.441767068,494,1.48,23.07,43,Elsevier Inc.
Methods of Biochemical Analysis,0.752,25,0,16,0,0.0,16,0.0,0.375,16,1.0,0.0,41,John Wiley &amp; Sons Inc.
International Public Management Journal,0.75,60,15,10,558,47358.0,7,0.714285714,0.5,10,0.7,37.2,28,Taylor and Francis Ltd.
Neurocase,0.75,72,50,128,2568,157860.0,154,0.123376623,0.4375,125,1.12,51.36,31,Taylor and Francis Ltd.
Journal of Computational and Applied Mathematics,0.749,149,256,744,4919,808043.0,368,0.203804348,0.684139785,738,0.44,19.21,51,Elsevier B.V.
Mycorrhiza,0.749,110,57,110,1984,179916.0,147,0.176870748,0.390909091,110,1.13,34.81,35,Springer Science and Business Media Deutschland GmbH
Plastic and Reconstructive Surgery,0.749,220,861,2086,12588,2717675.0,1902,0.269190326,0.584372004,1515,0.84,14.62,80,Lippincott Williams and Wilkins
Journal of Accounting and Public Policy,0.748,96,15,46,482,47335.0,25,0.24,0.739130435,46,0.44,32.13,44,Elsevier Inc.
Journal of the Ceramic Society of Japan,0.748,67,238,738,3204,751042.0,448,0.276785714,0.631436314,738,0.62,13.46,38,Ceramic Society of Japan
Naval Research Logistics,0.748,78,60,177,1154,189338.0,66,0.075757576,0.757062147,177,0.27,19.23,45,John Wiley &amp; Sons Inc.
Social Justice Research,0.748,66,25,62,885,78891.0,35,0.142857143,0.709677419,62,0.32,35.4,38,Springer New York
International Journal of Environmental Analytical Chemistry,0.747,56,76,255,1891,239769.0,261,0.034482759,0.529411765,252,0.74,24.88,55,Taylor and Francis Ltd.
Sociology of Religion,0.747,59,22,40,1125,69407.0,27,0.259259259,0.525,40,0.5,51.14,53,Association for the Sociology of Religion
"Applied Physiology, Nutrition and Metabolism",0.746,114,39,109,1570,123009.0,138,0.101449275,0.495412844,109,1.16,40.26,20,National Research Council of Canada
International Journal of High Performance Computing Applications,0.746,69,27,66,497,85160.0,116,0.051724138,0.590909091,55,1.64,18.41,39,SAGE Publications Inc.
Journal of Viral Hepatitis,0.746,112,68,203,2640,214478.0,491,0.087576375,0.231527094,203,2.14,38.82,32,Wiley-Blackwell Publishing Ltd
Meteorological Applications,0.746,76,35,104,910,110393.0,67,0.164179104,0.644230769,104,0.7,26.0,32,Wiley-Blackwell
Physical Therapy,0.746,184,97,302,2489,305946.0,361,0.088642659,0.5,233,1.05,25.66,62,Oxford University Press
Bioremediation Journal,0.744,44,31,51,981,97728.0,53,0.037735849,0.568627451,50,1.04,31.65,29,Taylor and Francis Ltd.
Fieldiana: Geology,0.744,5,0,5,0,0.0,8,0.0,0.4,5,1.67,0.0,11,Field Museum
Journal of Alloys and Compounds,0.744,235,739,2552,12718,2329713.0,2301,0.280312907,0.543103448,2531,0.86,17.21,35,Elsevier B.V.
Statistica Neerlandica,0.744,43,20,67,612,63050.0,32,0.125,0.746268657,67,0.32,30.6,79,Wiley-Blackwell Publishing Ltd
Ambio,0.743,162,118,334,3786,371905.0,369,0.051490515,0.51497006,333,1.02,32.08,53,Springer Science and Business Media B.V.
Forum Mathematicum,0.743,41,36,103,719,113463.0,44,0.045454545,0.708737864,103,0.42,19.97,37,Walter de Gruyter GmbH
Intervirology,0.743,69,54,130,2459,170194.0,237,0.046413502,0.430769231,126,1.29,45.54,52,S. Karger AG
Journal of Micromechanics and Microengineering,0.742,149,70,205,1136,220567.0,229,0.161572052,0.458536585,204,0.96,16.23,35,IOP Publishing Ltd.
Journal of Periodontal Research,0.742,102,67,230,2174,211114.0,401,0.124688279,0.343478261,230,1.45,32.45,66,Blackwell Munksgaard
Scandinavian Journal of Forest Research,0.742,72,80,167,2428,252076.0,130,0.253846154,0.538922156,166,0.6,30.35,39,Taylor and Francis A.S.
Analysis,0.741,56,55,131,376,173259.0,71,0.521126761,0.641221374,119,0.59,6.84,85,Oxford University Press
Biocontrol Science and Technology,0.741,71,53,169,1590,166959.0,174,0.132183908,0.437869822,169,0.86,30.0,35,Taylor and Francis Ltd.
International Journal of Modern Physics B,0.741,86,391,676,1705,1231718.0,469,0.02771855,0.689349112,676,0.61,4.36,30,World Scientific
Journal of Black Psychology,0.741,71,27,96,950,85055.0,62,0.096774194,0.708333333,84,0.41,35.19,48,SAGE Publications Inc.
Linear and Multilinear Algebra,0.741,52,28,134,306,88205.0,34,0.088235294,0.828358209,134,0.3,10.93,53,Taylor and Francis Ltd.
"OTJR Occupation, Participation and Health",0.741,51,13,48,470,40952.0,40,0.075,0.604166667,47,0.54,36.15,24,SAGE Publications Inc.
Teaching and Teacher Education,0.741,170,63,177,2253,198461.0,116,0.215517241,0.610169492,177,0.56,35.76,41,Elsevier Ltd
Developmental Medicine and Child Neurology,0.74,176,152,485,4513,478707.0,639,0.136150235,0.472164948,409,1.14,29.69,68,Wiley-Blackwell
Australian Meteorological Magazine,0.739,34,22,92,312,69269.0,55,0.272727273,0.739130435,92,0.58,14.18,30,Bureau of Meteorology
Journal of Applied Communication Research,0.739,72,20,57,1088,62972.0,47,0.255319149,0.49122807,57,0.7,54.4,53,Routledge
Journal of Science Teacher Education,0.739,61,19,64,592,59823.0,22,0.227272727,0.765625,64,0.38,31.16,35,Taylor and Francis Ltd.
Journal of Turbomachinery,0.739,134,99,316,1821,311712.0,436,0.291284404,0.439873418,307,1.42,18.39,40,The American Society of Mechanical Engineers(ASME)
European Journal of Clinical Investigation,0.738,126,159,502,5668,500503.0,948,0.025316456,0.328685259,476,1.69,35.65,56,John Wiley and Sons Inc
International Small Business Journal,0.738,120,20,81,743,62956.0,94,0.106382979,0.530864198,76,1.02,37.15,44,SAGE Publications Ltd
Journal of cellular biochemistry. Supplement,0.738,13,0,22,0,0.0,32,0.0,0.590909091,22,2.0,0.0,19,John Wiley &amp; Sons Inc.
Muscle and Nerve,0.738,172,327,947,8981,1029336.0,1522,0.127463863,0.418162619,797,1.6,27.46,48,John Wiley &amp; Sons Inc.
Ornis Fennica,0.738,35,26,58,877,81843.0,40,0.1,0.551724138,58,0.59,33.73,41,University of Helsinki
Agents and Actions Supplements,0.737,10,0,28,0,0.0,35,0.0,0.642857143,26,1.25,0.0,18,Birkhauser Verlag Basel
JOM,0.737,144,98,444,1383,308409.0,298,0.053691275,0.722972973,424,0.66,14.11,48,"Minerals, Metals and Materials Society"
Oceanography,0.737,111,40,86,172,125881.0,94,0.010638298,0.709302326,74,0.17,4.3,31,Oceanography Society
Oxford Review of Education,0.737,81,33,84,1348,103852.0,76,0.013157895,0.547619048,84,0.81,40.85,51,Routledge
Polymer Degradation and Stability,0.737,200,258,599,4829,811934.0,481,0.345114345,0.569282137,597,0.65,18.72,47,Elsevier Ltd
Psychological Research,0.737,93,25,82,1164,78676.0,72,0.013888889,0.548780488,82,0.85,46.56,52,Springer Verlag
Seminars in Radiation Oncology,0.737,107,63,125,2769,198263.0,205,0.0,0.472,119,0.97,43.95,35,W.B. Saunders
Genes and Genetic Systems,0.736,56,41,144,1247,128996.0,161,0.068322981,0.465277778,144,1.22,30.41,30,Genetics Society of Japan
International Journal of Quantum Chemistry,0.736,119,311,1091,10609,978481.0,1291,0.109992254,0.496791934,1091,1.19,34.11,59,John Wiley &amp; Sons Inc.
Journal of Substance Abuse,0.736,56,0,88,0,0.0,103,0.0,0.465909091,87,1.0,0.0,13,Ablex Pub. Corp
Journal of the Academy of Nutrition and Dietetics,0.736,202,274,690,5513,862070.0,917,0.191930207,0.536231884,655,1.22,20.12,14,Elsevier B.V.
Social Development,0.736,114,25,62,1128,78656.0,86,0.046511628,0.451612903,62,1.17,45.12,34,Wiley-Blackwell Publishing Ltd
Journal of Community Psychology,0.735,102,49,100,2113,154127.0,123,0.357723577,0.47,100,0.82,43.12,53,Wiley-Liss Inc.
Developmental Neuropsychology,0.734,111,68,88,2300,213837.0,128,0.078125,0.329545455,88,1.17,33.82,41,Psychology Press Ltd
Ecotoxicology and Environmental Safety,0.734,197,117,325,3915,367926.0,431,0.125290023,0.347692308,322,1.37,33.46,49,Academic Press
Meat Science,0.734,205,145,391,4088,455976.0,517,0.321083172,0.460358056,390,1.09,28.19,49,Elsevier Ltd
Brigham Young University Geology Studies,0.733,17,6,56,329,18863.0,46,0.02173913,0.642857143,56,0.79,54.83,8,Brigham Young University
Cartography and Geographic Information Science,0.733,70,19,52,670,59734.0,82,0.451219512,0.211538462,52,1.63,35.26,29,Taylor and Francis Ltd.
Clinical Biomechanics,0.733,152,118,236,2152,370977.0,233,0.128755365,0.538135593,231,0.79,18.24,40,Elsevier Ltd
Engineering Fracture Mechanics,0.733,166,119,526,2608,374121.0,283,0.109540636,0.671102662,526,0.55,21.92,58,Elsevier B.V.
European Journal of Protistology,0.733,57,45,144,1408,141474.0,195,0.123076923,0.409722222,144,1.32,31.29,39,Elsevier GmbH
Food Policy,0.733,145,45,117,1204,141474.0,62,0.209677419,0.726495726,105,0.38,26.76,51,Elsevier B.V.
International Journal of Energy Research,0.733,133,112,309,1749,352114.0,100,0.3,0.779935275,309,0.26,15.62,48,John Wiley and Sons Ltd
Journal of Stored Products Research,0.733,94,36,122,881,113179.0,74,0.189189189,0.663934426,120,0.69,24.47,61,Elsevier Ltd
Personality and Individual Differences,0.733,217,148,675,5710,465293.0,546,0.228937729,0.517037037,675,0.71,38.58,46,Elsevier B.V.
Bulletin of the World Health Organization,0.732,201,203,630,2912,638046.0,561,0.053475936,0.634920635,557,0.81,14.34,78,World Health Organization
Community Dental Health,0.732,55,47,167,753,147725.0,145,0.227586207,0.556886228,150,0.85,16.02,41,SAGE Publications Ltd
Concurrent Engineering Research and Applications,0.732,46,29,94,622,91149.0,98,0.183673469,0.510638298,87,0.87,21.45,33,SAGE Publications Ltd
Journal of Microbiological Methods,0.732,152,122,287,3190,383456.0,382,0.065445026,0.445993031,287,1.36,26.15,43,Elsevier B.V.
Journal of Research on Adolescence,0.732,120,20,71,939,62862.0,99,0.02020202,0.323943662,71,1.07,46.95,31,Wiley-Blackwell Publishing Ltd
Oncology Research,0.732,78,117,355,4765,367741.0,690,0.057971014,0.335211268,352,2.1,40.73,33,Tech Science Press
Veterinary Pathology,0.732,113,93,271,2256,292307.0,361,0.083102493,0.439114391,263,1.33,24.26,62,SAGE Publications Ltd
Journal of Psychosomatic Research,0.731,182,122,378,3781,383359.0,579,0.070811744,0.362433862,301,1.35,30.99,70,Elsevier Inc.
Minerals Engineering,0.731,146,115,285,1753,361363.0,195,0.282051282,0.614035088,285,0.62,15.24,38,Elsevier Ltd
Molecular Genetics and Metabolism,0.731,129,163,289,6053,512193.0,491,0.103869654,0.366782007,281,1.74,37.13,28,Academic Press Inc.
Water Resources Management,0.731,135,42,78,890,131976.0,42,0.285714286,0.717948718,78,0.62,21.19,39,Springer Science and Business Media B.V.
IEEE Communications Letters,0.73,174,104,154,748,326716.0,135,0.118518519,0.538961039,154,0.88,7.19,29,Institute of Electrical and Electronics Engineers Inc.
Sociology of Sport Journal,0.73,70,19,56,1053,59688.0,49,0.326530612,0.410714286,56,0.83,55.42,30,Human Kinetics Publishers Inc.
Acta Agriculturae Scandinavica - Section A: Animal Science,0.729,45,32,113,860,100502.0,83,0.228915663,0.610619469,113,0.54,26.88,32,Taylor and Francis Ltd.
Aggressive Behavior,0.729,116,31,99,1061,97362.0,139,0.129496403,0.373737374,99,1.14,34.23,52,Wiley-Liss Inc.
"British Journal of Obstetrics and Gynaecology, Supplement",0.729,17,3,32,125,9422.0,66,0.0,0.28125,32,0.86,41.67,7,Wiley-Blackwell Publishing Ltd
Inorganica Chimica Acta,0.729,111,484,1744,16699,1520100.0,2373,0.085124315,0.354931193,1744,1.4,34.5,59,Elsevier B.V.
Abdominal Radiology,0.728,91,132,393,1983,414468.0,372,0.069892473,0.531806616,360,0.91,15.02,10,Springer New York
"Agriculture, Ecosystems and Environment",0.728,224,98,325,5138,307711.0,345,0.075362319,0.476923077,324,1.05,52.43,43,Elsevier B.V.
International Journal of Biological Macromolecules,0.728,219,138,219,3625,433307.0,351,0.088319088,0.415525114,219,1.61,26.27,47,Elsevier B.V.
Journal of the American Water Resources Association,0.728,126,134,331,3722,420748.0,334,0.092814371,0.465256798,329,1.1,27.78,59,Wiley-Blackwell Publishing Ltd
Polymer Composites,0.728,106,75,267,1430,235493.0,218,0.128440367,0.599250936,266,0.65,19.07,46,John Wiley &amp; Sons Inc.
Zeitschrift fur Analysis und ihre Anwendungen,0.728,39,69,179,1080,216654.0,79,0.164556962,0.737430168,179,0.4,15.65,29,European Mathematical Society Publishing House
American Journal of Kidney Diseases,0.727,249,433,1094,10719,1359236.0,2740,0.097445255,0.31809872,1001,2.31,24.76,45,W.B. Saunders
Journal of Molecular Modeling,0.727,84,13,54,478,40808.0,75,0.026666667,0.518518519,54,1.23,36.77,30,Springer Science and Business Media Deutschland GmbH
Keio Science and Technology Reports,0.727,1,0,2,0,0.0,1,0.0,0.5,2,1.0,0.0,8,Keio University
Optical Materials,0.727,128,139,291,3205,436337.0,310,0.119354839,0.515463918,290,1.18,23.06,34,Elsevier B.V.
Proceedings of the Geologists' Association,0.727,50,30,84,1457,94173.0,71,0.183098592,0.488095238,80,0.92,48.57,160,Geologists' Association
Cancer Genetics and Cytogenetics,0.726,80,273,749,6146,856760.0,1106,0.203435805,0.40987984,693,1.48,22.51,32,Elsevier Inc.
International Journal of Gynecological Pathology,0.726,89,69,184,1795,216544.0,307,0.100977199,0.369565217,177,1.58,26.01,44,Lippincott Williams and Wilkins
Mineralogy and Petrology,0.726,70,62,83,2671,194576.0,77,0.090909091,0.506024096,83,0.77,43.08,39,Springer-Verlag Wien
Administration and Society,0.725,80,32,88,1623,100401.0,54,0.259259259,0.647727273,87,0.44,50.72,57,SAGE Publications Inc.
Data Mining and Knowledge Discovery,0.725,123,15,31,208,47063.0,90,0.022222222,0.35483871,31,2.9,13.87,29,Springer Netherlands
Geological Journal,0.725,68,22,55,1051,69025.0,52,0.0,0.563636364,55,0.75,47.77,71,John Wiley and Sons Ltd
Hortscience: A Publication of the American Society for Hortcultural Science,0.725,109,247,832,4755,774967.0,490,0.151020408,0.645432692,826,0.53,19.25,46,American Society for Horticultural Science
Journal of Functional Programming,0.725,56,27,86,707,84713.0,121,0.090909091,0.418604651,85,1.65,26.19,35,Cambridge University Press
Journal of Legal Studies,0.725,71,18,72,14,56475.0,86,0.0,0.458333333,72,1.26,0.78,31,University of Chicago Press
Mayo Clinic Proceedings,0.725,221,234,655,6564,734179.0,1120,0.021428571,0.464122137,569,1.56,28.05,81,Elsevier Ltd
Microscopy and Microanalysis,0.725,82,31,692,666,97263.0,140,0.057142857,0.871387283,688,0.19,21.48,31,Oxford University Press
Journal of Hospital Infection,0.724,143,215,403,4207,674395.0,576,0.25,0.464019851,284,1.38,19.57,46,W.B. Saunders Ltd
Planetary and Space Science,0.724,111,93,503,3249,291715.0,420,0.19047619,0.586481113,502,0.75,34.94,67,Elsevier Ltd
SIAM Journal on Discrete Mathematics,0.724,72,38,142,661,119195.0,108,0.092592593,0.570422535,142,0.85,17.39,30,Society for Industrial and Applied Mathematics Publications
"Educational Assessment, Evaluation and Accountability",0.723,43,32,56,850,100349.0,29,0.482758621,0.642857143,56,0.66,26.56,17,Springer Netherlands
Environmental Management,0.723,148,82,273,3561,257145.0,275,0.112727273,0.516483516,273,1.04,43.43,49,Springer
Materials Science and Engineering: B,0.723,141,510,1154,8769,1599319.0,951,0.118822292,0.583188908,1082,0.96,17.19,38,Elsevier Ltd
Computers and Fluids,0.722,136,39,147,956,122270.0,127,0.047244094,0.619047619,147,0.74,24.51,53,Elsevier Ltd
Law and Society Review,0.722,92,34,77,2144,106594.0,100,0.11,0.493506494,77,1.18,63.06,35,Cambridge University Press
Psychiatric Genetics,0.722,65,39,109,1008,122270.0,190,0.1,0.403669725,108,1.38,25.85,36,Lippincott Williams and Wilkins
Structural Equation Modeling,0.722,132,20,71,617,62702.0,69,0.115942029,0.61971831,69,0.51,30.85,32,Psychology Press Ltd
Carbohydrate Research,0.721,153,256,1083,6714,802386.0,1459,0.137765593,0.417359187,1067,1.23,26.23,61,Elsevier Ltd
Clinical Journal of Pain,0.721,149,49,161,1370,153582.0,291,0.06185567,0.440993789,123,1.62,27.96,41,Lippincott Williams and Wilkins Ltd.
Journal of Food Engineering,0.721,228,146,388,2861,457611.0,284,0.267605634,0.56185567,388,0.65,19.6,44,Elsevier Ltd
Mechanics of Advanced Materials and Structures,0.721,72,40,64,483,125373.0,42,0.119047619,0.65625,64,0.69,12.08,26,Taylor and Francis Ltd.
Environmental and Molecular Mutagenesis,0.72,102,83,308,2844,260082.0,665,0.169924812,0.311688312,300,1.83,34.27,39,Wiley-Liss Inc.
Investigational New Drugs,0.72,100,38,143,2490,119074.0,301,0.019933555,0.412587413,142,2.01,65.53,43,Springer
Toxicon,0.72,148,145,509,3960,454360.0,703,0.237553343,0.453831041,503,1.23,27.31,64,Elsevier Ltd
Zeitschrift fur Anorganische und Allgemeine Chemie,0.72,75,382,986,9718,1197003.0,1092,0.289377289,0.445233266,986,1.2,25.44,133,Wiley-VCH Verlag
Canadian Journal of Psychiatry,0.719,144,167,496,3905,523163.0,469,0.0554371,0.616935484,292,0.98,23.38,47,SAGE Publications Inc.
Experimental and Clinical Psychopharmacology,0.719,104,53,143,2565,166034.0,240,0.2,0.363636364,143,1.43,48.4,33,American Psychological Association
Journal of Evolutionary Economics,0.719,86,21,58,860,65787.0,49,0.142857143,0.603448276,58,0.58,40.95,35,Springer New York
Journal of Pediatric Surgery,0.719,147,455,1357,7377,1425385.0,1708,0.196135831,0.476050111,1261,1.16,16.21,60,W.B. Saunders
Neural Networks,0.719,186,110,371,3075,344598.0,519,0.075144509,0.4393531,369,1.25,27.95,38,Elsevier Ltd
Party Politics,0.719,92,28,78,829,87716.0,48,0.104166667,0.615384615,77,0.54,29.61,31,SAGE Publications Ltd
Academic Medicine,0.718,199,467,1324,4008,1462602.0,1155,0.249350649,0.608006042,1200,0.82,8.58,71,Lippincott Williams and Wilkins Ltd.
"Journal of Agricultural, Biological, and Environmental Statistics",0.718,58,30,87,695,93957.0,76,0.065789474,0.563218391,87,0.7,23.17,30,Springer
Leadership Quarterly,0.718,202,32,73,1672,100221.0,76,0.513157895,0.589041096,71,0.85,52.25,36,Elsevier Inc.
Thorax,0.718,259,616,2001,9301,1929256.0,2605,0.069481766,0.652673663,1797,1.27,15.1,80,BMJ Publishing Group
Current Opinion in Cardiology,0.717,88,93,267,3358,291193.0,400,0.0175,0.445692884,249,1.45,36.11,38,Lippincott Williams and Wilkins Ltd.
Hematology/Oncology Clinics of North America,0.717,98,82,218,5634,256751.0,478,0.010460251,0.28440367,211,1.98,68.71,39,W.B. Saunders
International Archives of Occupational and Environmental Health,0.717,105,123,334,2750,385126.0,381,0.094488189,0.51497006,328,1.1,22.36,51,Springer Science and Business Media Deutschland GmbH
Kolner Zeitschrift fur Soziologie und Sozialpsychologie,0.717,42,29,80,1588,90802.0,58,0.379310345,0.6,80,0.48,54.76,34,Forschungsinstitut fur Soziologie
Menopause,0.716,125,53,115,1010,165906.0,155,0.15483871,0.47826087,95,1.14,19.06,32,Wolters Kluwer Health
Small Group Research,0.716,88,32,83,1348,100170.0,60,0.333333333,0.554216867,83,0.58,42.13,56,SAGE Publications Inc.
Chimia,0.715,63,81,230,1645,253489.0,312,0.025641026,0.473913043,230,1.47,20.31,48,Swiss Chemical Society
Journal of Neural Transmission,0.715,134,100,354,3516,312949.0,615,0.05203252,0.36440678,352,1.59,35.16,54,Springer
Multibody System Dynamics,0.715,77,16,38,336,50072.0,26,0.230769231,0.736842105,38,0.68,21.0,29,Springer Netherlands
Publications of the Research Institute for Mathematical Sciences,0.715,38,16,107,225,50072.0,43,0.023255814,0.728971963,107,0.33,14.06,56,European Mathematical Society Publishing House
British Journal of Management,0.714,142,29,98,1749,90732.0,122,0.073770492,0.520408163,98,0.61,60.31,36,Wiley-Blackwell Publishing Ltd
Eye and Contact Lens,0.714,70,38,136,567,118890.0,97,0.237113402,0.573529412,119,0.68,14.92,26,Lippincott Williams and Wilkins Ltd.
New Journal of Physics,0.714,216,20,2,716,62574.0,2,0.0,0.0,2,1.0,35.8,28,Institute of Physics
Progress in Organic Coatings,0.714,140,71,260,2136,222137.0,276,0.163043478,0.446153846,256,0.92,30.08,54,Elsevier B.V.
Veterinary Microbiology,0.714,154,200,493,5150,625737.0,736,0.127717391,0.326572008,492,1.37,25.75,50,Elsevier B.V.
Weed Science,0.714,109,116,376,3010,362927.0,499,0.322645291,0.412234043,371,1.23,25.95,40,Cambridge University Press
Allergy: European Journal of Allergy and Clinical Immunology,0.712,213,273,830,6877,853689.0,1566,0.11302682,0.379518072,748,1.77,25.19,78,Wiley-Blackwell Publishing Ltd
Arctic,0.712,71,40,107,1362,125083.0,95,0.147368421,0.514018692,102,0.79,34.05,47,Arctic Institute of North America
Journal of Aircraft,0.712,113,145,472,2199,453425.0,350,0.165714286,0.591101695,472,0.68,15.17,62,American Institute of Aeronautics and Astronautics Inc. (AIAA)
Wake Forest law review,0.712,6,7,2,0,21889.0,5,0.0,0.0,2,2.5,0.0,12,"Wake Forest Law Review Association, Inc."
American Bee Journal,0.711,31,45,115,415,140682.0,48,0.333333333,0.817391304,115,0.46,9.22,26,"Dadant and Sons, Inc"
Biology of the Cell,0.711,96,63,180,2721,196954.0,239,0.079497908,0.388888889,179,1.29,43.19,45,Wiley-Blackwell
Economic Record,0.711,51,35,78,696,109419.0,62,0.129032258,0.58974359,78,0.65,19.89,100,Wiley-Blackwell Publishing Ltd
Genetics Selection Evolution,0.711,91,45,146,774,140682.0,142,0.197183099,0.52739726,146,0.87,17.2,45,BioMed Central Ltd
Geochemical Journal,0.711,70,34,96,1157,106293.0,74,0.202702703,0.520833333,96,0.72,34.03,60,The Physiological Society of Japan
Journal of Hand Surgery,0.711,142,201,585,3981,628378.0,515,0.194174757,0.579487179,528,0.83,19.81,50,W.B. Saunders
"Kidney International, Supplement",0.711,101,140,494,3653,437676.0,1171,0.018787361,0.279352227,493,2.1,26.09,35,Wiley-Blackwell Publishing Ltd
Wave Motion,0.711,71,45,147,980,140682.0,100,0.15,0.56462585,147,0.57,21.78,47,Elsevier B.V.
Canadian Journal of Physiology and Pharmacology,0.71,99,120,518,4841,375053.0,761,0.031537451,0.480694981,516,1.41,40.34,62,National Research Council of Canada
International Journal of Heat and Fluid Flow,0.71,131,70,204,1652,218781.0,132,0.128787879,0.617647059,204,0.55,23.6,46,Elsevier B.V.
Journal of Occupational Health Psychology,0.71,155,36,92,132,112516.0,150,0.0,0.413043478,91,1.02,3.67,29,Educational Publishing Foundation
MRS Internet Journal of Nitride Semiconductor Research,0.71,25,165,146,2893,515699.0,92,0.206521739,0.780821918,146,0.8,17.53,10,Materials Research Society
Radiation Measurements,0.71,112,213,489,2939,665720.0,513,0.298245614,0.537832311,486,1.15,13.8,32,Elsevier Ltd
Reproductive Sciences,0.71,94,56,164,1711,175025.0,235,0.072340426,0.420731707,159,1.36,30.55,19,Springer Nature
VLDB Journal,0.71,104,8,55,328,25004.0,100,0.03,0.381818182,55,1.22,41.0,34,Springer New York
International Journal of Circuit Theory and Applications,0.709,58,46,158,750,143733.0,124,0.201612903,0.64556962,157,0.45,16.3,53,John Wiley and Sons Ltd
Acta Physiologica,0.708,135,146,526,4629,456078.0,853,0.049237984,0.366920152,524,1.52,31.71,20,John Wiley and Sons Ltd
Australian Journal of Grape and Wine Research,0.708,96,17,57,545,53105.0,54,0.203703704,0.543859649,57,0.83,32.06,30,John Wiley and Sons Inc
Ear and Hearing,0.708,130,63,196,1388,196801.0,214,0.182242991,0.525510204,186,0.89,22.03,46,Lippincott Williams and Wilkins Ltd.
Environmental Research,0.708,196,113,168,3499,352992.0,254,0.035433071,0.375,166,1.51,30.96,58,Academic Press Inc.
Meteorologische Zeitschrift,0.708,69,42,204,1057,131200.0,145,0.068965517,0.607843137,204,0.52,25.17,29,Schweizerbart Science Publishers
Tohoku Mathematical Journal,0.708,36,34,107,599,106210.0,36,0.111111111,0.757009346,107,0.36,17.62,76,"Tohoku University, Mathematical Institute"
