Title,SJR,H index,Total Docs. (2019),Total Docs. (3years),Total Refs.,Est. value (USD) (2019),Total Cites (3years),Self-Cites/Total Cites (3years),Uncited Docs./Total Docs. (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Coverage_Duration,Publisher
Nature Genetics,19.795,660,239,743,10379,7360513.0,15357,0.0242234811486618,0.1386271870794078,645,19.11,43.43,34,Nature Research
Nature Energy,19.635,259,212,585,5216,3606252.0,17245,0.0097999420121774,0.2991452991452991,404,23.2,24.6,10,Springer Nature
"Vital & health statistics. Series 3, Analytical and epidemiological studies / [U.S. Dept. of Health and Human Services, Public Health Service, National Center for Health Statistics]",19.393,5,0,1,0,0.0,68,0.0,0.0,1,0.0,0.0,11,U.S. National Center for Health Statistics
New England Journal of Medicine,18.291,1231,1447,4539,15159,43058272.0,77509,0.0065153724083654,0.3716677682308879,1848,18.22,10.48,81,Massachussetts Medical Society
Journal of Finance,17.134,370,75,205,3839,2012490.0,1555,0.0398713826366559,0.1024390243902439,204,6.87,51.19,80,Wiley-Blackwell Publishing Ltd
Nature Medicine,15.812,653,384,808,11033,8112919.0,16085,0.0065278209511967,0.2512376237623762,640,19.61,28.73,31,Nature Research
The Lancet Oncology,15.65,432,538,1787,7798,16143776.0,16454,0.0096025282606053,0.4846110800223839,541,7.87,14.49,26,Elsevier Ltd
Nature Reviews Chemistry,15.61,131,83,192,6916,987128.0,2968,0.0070754716981132,0.453125,102,15.46,83.33,9,Nature Publishing Group
Nature Nanotechnology,15.555,444,260,727,7168,6974591.0,16235,0.0086233446258084,0.2310866574965612,523,19.86,27.57,20,Nature Publishing Group
Nature Materials,14.862,583,277,760,8622,7355185.0,19645,0.0060066174599134,0.2052631578947368,603,22.65,31.13,24,Nature Publishing Group
Nature Reviews Neuroscience,14.78,493,147,404,9323,3829031.0,5696,0.0047401685393258,0.5297029702970297,214,12.22,63.42,26,Springer Nature
Econometrica,14.563,231,60,186,2931,1745938.0,864,0.0289351851851851,0.1666666666666666,169,3.75,48.85,43,Wiley-Blackwell Publishing Ltd
The Lancet,14.554,936,1574,4734,22282,44152047.0,46109,0.012015007916025,0.4989438107308829,1274,8.39,14.16,203,Elsevier B.V.
Chemical Society Reviews,14.49,673,186,891,39186,7990683.0,37597,0.0069686411149825,0.0179573512906846,865,42.09,210.68,54,Royal Society of Chemistry
Advances in Physics,14.432,127,4,15,885,136276.0,380,0.0,0.0666666666666666,15,9.67,221.25,72,Taylor and Francis Ltd.
Review of Economic Studies,14.235,177,74,160,4009,1294787.0,818,0.0134474327628361,0.10625,160,4.4,54.18,93,Oxford University Press
Nature,14.047,1442,2516,9136,43070,79962077.0,113759,0.0081575963220492,0.4892732049036777,4525,11.63,17.12,157,Nature Research
American Economic Review,13.773,380,117,645,6290,5259182.0,4048,0.0269268774703557,0.1875968992248062,632,5.7,53.76,50,American Economic Association
Nature Neuroscience,13.723,496,233,682,11035,6681214.0,10838,0.0179922494925262,0.1818181818181818,629,14.51,47.36,28,Nature Research
Nature Photonics,13.614,404,216,569,6056,5329275.0,12144,0.0129281949934123,0.2987697715289982,406,19.83,28.04,19,Nature Publishing Group
Nature Reviews Microbiology,13.16,393,172,438,7737,4188106.0,6414,0.0085749922045525,0.4931506849315068,235,12.77,44.98,23,Nature Research
Science,13.11,1382,3085,7680,39795,68721081.0,107242,0.0091661848902482,0.4641927083333333,4506,11.76,12.9,145,American Association for the Advancement of Science
Energy and Environmental Science,13.024,466,272,867,21732,7766337.0,28644,0.0190964949029465,0.0103806228373702,861,30.77,79.9,18,Royal Society of Chemistry
Review of Financial Studies,12.837,250,125,322,6752,2850186.0,1923,0.0431617264690587,0.1335403726708074,322,4.67,54.02,30,Oxford University Press
Academy of Management Annals,12.595,119,23,71,5376,583196.0,1184,0.0135135135135135,0.056338028169014,69,14.3,233.74,16,Academy of Management
Nature Biotechnology,12.565,531,356,1013,7221,9775347.0,11966,0.0152097609894701,0.40177690029615,668,10.62,20.28,37,Nature Research
Nature Reviews Disease Primers,12.268,210,85,217,8161,1506093.0,6052,0.0009914077990746,0.1751152073732718,171,22.54,96.01,11,Nature Publishing Group
Journal of Financial Economics,11.999,331,134,358,6850,3249230.0,2434,0.057518488085456,0.0670391061452514,358,5.99,51.12,52,Elsevier B.V.
Immunity,11.977,475,250,747,14920,6754858.0,11810,0.0288738357324301,0.1659973226238286,730,13.75,59.68,32,Cell Press
Cancer Cell,11.909,416,149,535,7042,4560231.0,9329,0.012112766641655,0.114018691588785,532,17.27,47.26,24,Cell Press
Journal of Labor Economics,11.572,136,50,123,2147,1064412.0,630,0.0396825396825396,0.1544715447154471,121,3.48,42.94,37,University of Chicago Press
Administrative Science Quarterly,11.493,218,29,73,3136,656688.0,642,0.0482866043613707,0.1232876712328767,65,8.5,108.14,47,Johnson School at Cornell University
The Lancet Neurology,11.258,379,245,836,5011,7050151.0,7603,0.0114428515059844,0.485645933014354,266,8.27,20.45,24,Elsevier Ltd
Academy of Management Journal,11.19,396,76,280,7778,2229263.0,2983,0.0472678511565538,0.0178571428571428,280,8.36,102.34,50,Academy of Management
Nature Catalysis,11.104,162,184,187,6316,954870.0,2907,0.0213278293773649,0.2994652406417112,135,15.55,34.33,8,Nature Publishing Group
Molecular Cell,11.075,459,415,1155,23676,10442181.0,14949,0.0380627466720181,0.0995670995670995,1146,12.71,57.05,29,Cell Press
Annual Review of Plant Biology,10.836,307,29,78,4825,694266.0,1775,0.0078873239436619,0.0256410256410256,78,21.16,166.38,29,Annual Reviews Inc.
Cell Metabolism,10.81,368,235,702,13104,6056030.0,11789,0.0254474510136567,0.1253561253561253,659,14.72,55.76,21,Cell Press
Living Reviews in Relativity,10.803,101,6,16,2346,127214.0,534,0.0037453183520599,0.0625,16,34.29,391.0,28,Springer International Publishing AG
American Economic Journal: Applied Economics,10.788,117,46,125,2410,1057993.0,771,0.0194552529182879,0.032,125,5.63,52.39,16,American Economic Association
Advanced Materials,10.571,675,1327,4083,109914,32454553.0,109535,0.0383439083398,0.0232672054861621,3985,26.81,82.83,37,Wiley-Blackwell
Annual Review of Neuroscience,10.311,269,23,72,3046,620416.0,956,0.00418410041841,0.0,72,13.28,132.43,47,Annual Reviews Inc.
Annual Review of Psychology,10.232,298,32,76,4245,743625.0,1833,0.0049099836333878,0.0263157894736842,74,20.23,132.66,74,Annual Reviews Inc.
Physiological Reviews,10.153,401,39,124,22696,1124728.0,2992,0.0050133689839572,0.032258064516129,118,22.98,581.95,81,American Physiological Society
Journal of Clinical Oncology,10.054,646,539,2216,13245,18461212.0,25118,0.0193884863444541,0.3280685920577617,1346,11.51,24.57,43,Lippincott Williams and Wilkins
Journal of the American College of Cardiology,9.989,512,959,3023,23133,26002192.0,21702,0.0465855681504008,0.3827323850479656,1163,7.36,24.12,43,Elsevier Inc.
Nature Chemistry,9.927,308,196,661,6494,5531742.0,10682,0.0073956187979779,0.1573373676248109,567,15.44,33.13,17,Nature Publishing Group
Nature Cell Biology,9.916,420,177,537,9416,4679702.0,6415,0.0124707716289945,0.217877094972067,467,11.03,53.2,27,Nature Research
Nature Reviews Clinical Oncology,9.882,238,172,582,7157,4529051.0,6237,0.0094596761263427,0.506872852233677,285,11.57,41.61,17,Nature Publishing Group
Journal of Economic Literature,9.677,189,21,96,2615,687052.0,700,0.0042857142857142,0.28125,96,7.22,124.52,32,American Economic Association
Neuron,9.527,548,455,1503,27217,12656240.0,16842,0.0435815223845149,0.1550232867598137,1487,10.66,59.82,38,Cell Press
Advanced Energy Materials,9.513,355,615,1807,37669,13662980.0,44218,0.0372698900900085,0.018262313226342,1765,24.81,61.25,15,John Wiley and Sons Inc
Trends in Cell Biology,9.496,271,91,279,7753,2369600.0,4136,0.006769825918762,0.1003584229390681,262,13.85,85.2,35,Elsevier Ltd
Genome Biology,9.479,319,286,698,15569,6506638.0,8503,0.0258732212160414,0.1146131805157593,652,9.35,54.44,26,BioMed Central Ltd
Journal of Statistical Software,9.444,187,52,241,2512,1989359.0,3853,0.0080456786919283,0.2365145228215767,241,15.26,48.31,29,University of California at Los Angeles
Reviews of Geophysics,9.345,207,32,75,10168,673725.0,1668,0.0107913669064748,0.0533333333333333,71,21.75,317.75,63,John Wiley and Sons Inc
Cell Stem Cell,9.34,316,186,614,8846,5154418.0,7574,0.0240295748613678,0.2198697068403908,546,11.53,47.56,19,Cell Press
Joule,9.34,221,270,326,12271,2510175.0,5882,0.037062223733424,0.1809815950920245,275,18.04,45.45,9,Cell Press
The Lancet Diabetes and Endocrinology,9.337,189,203,689,3878,5720144.0,5019,0.0185295875672444,0.420899854862119,210,8.27,19.1,13,Elsevier Ltd
Nature Immunology,9.283,452,259,692,7929,6000523.0,8190,0.017094017094017,0.3569364161849711,604,9.3,30.61,26,Nature Research
Genome Research,9.245,338,179,510,11057,4508895.0,5444,0.0213078618662748,0.0392156862745098,506,10.81,61.77,35,Cold Spring Harbor Laboratory Press
World Psychiatry,9.239,153,99,292,2923,2303335.0,2530,0.0521739130434782,0.1472602739726027,75,8.66,29.53,19,Wiley-Blackwell
Psychological Bulletin,9.231,379,41,138,8781,1108304.0,2688,0.0066964285714285,0.036231884057971,128,19.99,214.17,122,American Psychological Association
Nature Physics,9.128,349,328,902,8032,7858472.0,10906,0.013570511644966,0.2727272727272727,624,11.66,24.49,21,Nature Publishing Group
The Lancet Infectious Diseases,9.04,304,446,1358,8578,11194556.0,10074,0.0199523525908278,0.3689248895434462,466,6.81,19.23,25,Elsevier Ltd
Nucleic Acids Research,8.907,675,1260,3849,65620,31929196.0,48574,0.0469592786264256,0.0828786697843595,3841,11.35,52.08,52,Oxford University Press
Publications Mathematiques de l'Institut des Hautes Etudes Scientifiques,8.89,52,10,25,497,236298.0,110,0.009090909090909,0.0,25,4.63,49.7,63,Springer Verlag
Nature Structural and Molecular Biology,8.792,310,168,500,7811,4322878.0,4640,0.0116379310344827,0.148,458,9.08,46.49,23,Nature Research
Personnel Psychology,8.77,175,22,69,2311,525324.0,623,0.0321027287319422,0.072463768115942,66,6.83,105.05,78,Wiley-Blackwell
Journal of Economic Perspectives,8.761,239,45,145,2710,1142402.0,1776,0.009572072072072,0.1586206896551724,141,13.36,60.22,33,American Economic Association
Nano Futures,8.711,25,17,56,2226,84360.0,183,0.0,0.2678571428571428,3,3.27,130.94,9,Institute of Physics Publishing
Accounts of Chemical Research,8.693,472,332,946,18923,8148547.0,19387,0.0056223242378913,0.0243128964059196,927,19.38,57.0,58,American Chemical Society
Clinical Microbiology Reviews,8.664,340,36,97,9498,864522.0,2204,0.0040834845735027,0.0515463917525773,95,22.79,263.83,37,American Society for Microbiology
Journal of Marketing,8.626,296,47,147,3515,1125318.0,1638,0.0402930402930402,0.0612244897959183,143,6.19,74.79,38,American Marketing Association
Journal of the American Mathematical Society,8.581,116,20,75,1097,609888.0,417,0.0119904076738609,0.0933333333333333,75,6.11,54.85,38,American Mathematical Society
Annual Review of Condensed Matter Physics,8.574,96,22,58,2662,505868.0,956,0.0125523012552301,0.0517241379310344,58,15.69,121.0,15,Annual Reviews Inc.
Annual Review of Pathology: Mechanisms of Disease,8.508,156,20,59,3054,509398.0,1077,0.0,0.0508474576271186,59,17.89,152.7,19,Annual Reviews Inc.
Progress in Energy and Combustion Science,8.477,243,31,83,9662,633247.0,2916,0.0113168724279835,0.0120481927710843,82,32.33,311.68,51,Elsevier B.V.
Strategic Management Journal,8.43,351,91,439,7323,3180920.0,3234,0.0742115027829313,0.1047835990888382,427,6.36,80.47,46,John Wiley and Sons Ltd
European Urology,8.192,274,496,1556,8237,12693024.0,10764,0.0505388331475288,0.4530848329048843,587,6.46,16.61,51,Elsevier B.V.
Molecular Biology and Evolution,8.162,256,236,843,15382,6560423.0,13175,0.01707779886148,0.1553973902728351,772,10.29,65.18,43,Oxford University Press
Acta Neuropathologica,8.158,227,139,405,8839,3275617.0,6179,0.0305874737012461,0.0543209876543209,326,11.26,63.59,65,Springer Science and Business Media Deutschland GmbH
Progress in Materials Science,8.137,255,54,149,22297,1149514.0,5097,0.0088287227781047,0.0,149,35.13,412.91,56,Elsevier Ltd
Physics Reports,8.069,328,51,159,16466,1300875.0,4885,0.0051177072671443,0.0251572327044025,158,26.34,322.86,55,Elsevier B.V.
ACS Energy Letters,8.057,223,401,1025,18493,5827421.0,17374,0.049211465408081,0.0556097560975609,962,17.33,46.12,10,American Chemical Society
The Lancet Global Health,8.055,153,362,866,6227,7113854.0,4631,0.0272079464478514,0.3741339491916859,238,5.72,17.2,13,Elsevier Ltd
Science Immunology,8.014,123,105,241,5231,983956.0,2317,0.0159689253344842,0.2199170124481327,217,9.09,49.82,10,American Association for the Advancement of Science
Annual Review of Organizational Psychology and Organizational Behavior,7.999,86,19,59,2030,183522.0,760,0.0197368421052631,0.0508474576271186,57,12.41,106.84,12,Annual Reviews Inc.
Trends in Biochemical Sciences,7.974,309,104,308,7302,2522591.0,3890,0.0105398457583547,0.1461038961038961,285,10.54,70.21,50,Elsevier Ltd
Nature Microbiology,7.922,157,295,658,13525,3347950.0,6913,0.0198177347027339,0.2173252279635258,527,9.73,45.85,10,Nature Research
Genes and Development,7.92,489,127,549,8886,4461951.0,5233,0.0210204471622396,0.0655737704918032,549,8.49,69.97,39,Cold Spring Harbor Laboratory Press
Annual Review of Economics,7.907,84,35,66,3653,607624.0,417,0.0191846522781774,0.1212121212121212,66,4.05,104.37,15,Annual Reviews Inc.
Journal of the European Economic Association,7.832,125,50,125,2545,1019757.0,503,0.0139165009940357,0.168,125,3.39,50.9,23,Wiley-Blackwell
Personality and Social Psychology Review,7.782,194,15,46,2282,371630.0,652,0.004601226993865,0.0652173913043478,45,13.5,152.13,29,SAGE Publications Inc.
Annals of Mathematics,7.77,145,34,115,1477,977594.0,586,0.0119453924914675,0.1391304347826087,113,4.64,43.44,30,Department of Mathematics at Princeton University
Gut,7.763,364,309,879,11609,7125745.0,11428,0.0231886594329716,0.1604095563139931,610,13.11,37.57,66,BMJ Publishing Group
Journal of Experimental Medicine,7.757,503,212,675,12126,5415906.0,7349,0.0164648251462784,0.0577777777777777,644,10.62,57.2,128,Rockefeller University Press
Nature Climate Change,7.735,296,276,769,7912,6604170.0,10296,0.0203962703962703,0.1911573472041612,522,11.59,28.67,15,Nature Research
American Economic Journal: Macroeconomics,7.711,88,40,95,2072,871155.0,349,0.0429799426934097,0.1473684210526315,95,3.64,51.8,16,American Economic Association
Annual Review of Clinical Psychology,7.696,158,24,63,3061,504270.0,1137,0.0035180299032541,0.0793650793650793,59,14.71,127.54,20,Annual Reviews Inc.
Nature Protocols,7.649,320,152,455,7280,3718795.0,5896,0.0059362279511533,0.0483516483516483,451,10.57,47.89,20,Springer Nature
Materials Today,7.609,244,88,414,8526,3244521.0,4626,0.004755728491137,0.5458937198067633,181,13.44,96.89,25,Elsevier B.V.
Journal of Consumer Research,7.595,234,62,186,4619,1372560.0,1294,0.0741885625965996,0.086021505376344,183,6.48,74.5,33,Oxford University Press
JAMA Oncology,7.593,193,430,1254,6155,7912744.0,9886,0.0167914222132308,0.3923444976076555,634,8.33,14.31,11,American Medical Association
Nature Electronics,7.561,131,151,173,3125,730007.0,1789,0.0357741755170486,0.5028901734104047,95,10.34,20.7,8,Nature Publishing Group
Cell Systems,7.556,98,108,444,5406,2567919.0,3108,0.0189832689832689,0.2995495495495495,362,6.32,50.06,11,Cell Press
IEEE Communications Surveys and Tutorials,7.553,287,129,355,23572,2576853.0,13151,0.0339898106607862,0.0394366197183098,348,34.57,182.73,21,Institute of Electrical and Electronics Engineers Inc.
American Economic Journal: Economic Policy,7.548,97,44,138,2180,1116241.0,716,0.0111731843575419,0.072463768115942,138,4.45,49.55,16,American Economic Association
Review of Economics and Statistics,7.538,211,67,205,2799,1665883.0,1005,0.0159203980099502,0.1317073170731707,205,4.52,41.78,47,MIT Press Journals
IEEE Transactions on Pattern Analysis and Machine Intelligence,7.536,435,220,609,12675,4600159.0,15946,0.0139219867051298,0.064039408866995,601,27.81,57.61,48,IEEE Computer Society
The Lancet Respiratory Medicine,7.516,197,255,860,4276,6825374.0,4740,0.0183544303797468,0.4883720930232558,252,5.67,16.77,13,Elsevier Ltd
Cancer Discovery,7.513,250,267,996,5863,7644028.0,7850,0.0127388535031847,0.5451807228915663,620,7.73,21.96,15,American Association for Cancer Research Inc.
Academy of Management Review,7.482,320,61,134,5511,1149366.0,1108,0.0370036101083032,0.0671641791044776,117,7.16,90.34,43,Academy of Management
Review of Educational Research,7.474,198,23,89,2973,587185.0,1360,0.0139705882352941,0.0449438202247191,88,9.47,129.26,95,SAGE Publications Inc.
Physical Review X,7.458,198,234,695,16260,5212066.0,8968,0.0231935771632471,0.0330935251798561,689,13.0,69.49,15,American Physical Society
Annual Review of Biophysics,7.456,178,23,70,3321,541064.0,875,0.0057142857142857,0.0142857142857142,70,12.35,144.39,17,Annual Reviews Inc.
Circulation,7.446,691,851,2640,19666,21391299.0,24222,0.0219635042523325,0.3890151515151515,1660,8.83,23.11,76,Lippincott Williams and Wilkins
American Journal of Human Genetics,7.376,339,210,597,9416,4796798.0,6001,0.0383269455090818,0.0787269681742043,552,9.76,44.84,76,Cell Press
Microbiology and Molecular Biology Reviews,7.365,287,19,74,4034,569830.0,1337,0.0044876589379207,0.0135135135135135,73,13.54,212.32,28,American Society for Microbiology
Molecular Systems Biology,7.338,178,50,172,3151,1462920.0,1523,0.0164149704530531,0.1395348837209302,153,8.12,63.02,21,Springer Science and Business Media Deutschland GmbH
Journal of Marketing Research,7.325,212,60,191,3413,1468363.0,1298,0.0385208012326656,0.0785340314136125,190,5.77,56.88,32,American Marketing Association
Reports on Progress in Physics,7.199,259,54,246,15133,1672788.0,4507,0.0044375416019525,0.024390243902439,244,18.14,280.24,88,IOP Publishing Ltd.
Annual Review of Marine Science,7.193,133,23,64,2530,537769.0,1149,0.0052219321148825,0.09375,60,16.4,110.0,17,Annual Reviews Inc.
Pharmacological Reviews,7.179,264,22,69,6579,603379.0,1429,0.0020993701889433,0.0434782608695652,68,17.44,299.05,76,Elsevier Inc.
Brookings Papers on Economic Activity,7.172,99,13,45,1004,399951.0,359,0.0334261838440111,0.2222222222222222,43,9.1,77.23,31,Brookings Institution Press
Marketing Science,7.172,159,52,162,2220,1263320.0,741,0.0755735492577597,0.2098765432098765,155,3.64,42.69,30,INFORMS Institute for Operations Research and the Management Sciences
Cell Host and Microbe,7.168,255,193,605,9188,4877359.0,6787,0.0144393693826432,0.1851239669421487,582,10.24,47.61,19,Cell Press
American Journal of Political Science,7.131,215,58,194,2958,1579178.0,1077,0.0269266480965645,0.0824742268041237,194,4.97,51.0,32,Wiley-Blackwell Publishing Ltd
EMBO Journal,7.086,441,276,733,16118,6024099.0,6382,0.0103415857098088,0.145975443383356,645,8.23,58.4,44,Springer Science and Business Media Deutschland GmbH
Science Translational Medicine,7.03,303,404,1289,16057,11100844.0,12035,0.0073120066472787,0.4204809930178433,1000,9.02,39.75,17,American Association for the Advancement of Science
Nature Reviews Drug Discovery,7.018,412,185,748,7859,5726552.0,6947,0.0059018281272491,0.4866310160427807,412,9.39,42.48,24,Nature Research
Nature Chemical Biology,7.004,272,223,655,6655,5208023.0,5875,0.0146382978723404,0.23206106870229,535,8.38,29.84,21,Nature Research
Journal of Accounting Research,6.996,179,32,98,2263,765076.0,607,0.0510708401976935,0.0918367346938775,98,4.11,70.72,30,Wiley-Blackwell Publishing Ltd
Journal of Management,6.982,296,110,292,11690,2274561.0,3348,0.0265830346475507,0.0410958904109589,276,10.31,106.27,51,SAGE Publications Inc.
Journal of the American Chemical Society,6.976,734,2470,7442,138746,59031521.0,111618,0.0600799154258273,0.0217683418435904,7437,14.72,56.17,147,American Chemical Society
The Lancet Psychiatry,6.967,160,313,945,5589,7097231.0,4311,0.0176293203433078,0.5312169312169313,231,3.42,17.86,12,Elsevier Ltd
Materials Science and Engineering R: Reports,6.95,182,16,37,4801,320521.0,1046,0.0047801147227533,0.027027027027027,36,29.04,300.06,33,Elsevier B.V.
Fungal Diversity,6.949,136,20,71,10259,594563.0,1144,0.1687062937062937,0.0140845070422535,70,17.18,512.95,28,Springer Nature
Trends in Cognitive Sciences,6.948,375,116,348,8587,2869209.0,4065,0.0204182041820418,0.1005747126436781,289,10.55,74.03,29,Elsevier Ltd
Morbidity and Mortality Weekly Report,6.942,274,308,1174,1486,8733292.0,9214,0.0122639461688734,0.3432708688245315,627,7.7,4.82,45,Department of Health and Human Services
The Lancet Public Health,6.886,106,158,291,2446,1920196.0,1654,0.0181378476420798,0.3505154639175257,94,5.44,15.48,10,Elsevier Ltd
Trends in Ecology and Evolution,6.86,396,138,390,7844,3207285.0,3864,0.0279503105590062,0.1,251,8.96,56.84,40,Elsevier Ltd
Gastroenterology,6.85,482,673,1993,18582,15857897.0,14581,0.032096564021672,0.440040140491721,873,7.14,27.61,81,W.B. Saunders
JAMA Psychiatry,6.847,417,242,746,5733,5863290.0,6005,0.0161532056619483,0.274798927613941,377,7.8,23.69,13,American Medical Association
Journal of Hepatology,6.817,319,371,1245,13034,9581691.0,13267,0.0383658702042662,0.2409638554216867,713,10.06,35.13,41,Elsevier B.V.
Ecology Letters,6.731,330,199,475,13546,3910551.0,4459,0.0405920610002242,0.0610526315789473,128,8.64,68.07,28,Wiley-Blackwell Publishing Ltd
Psychological Science in the Public Interest,6.728,62,6,19,682,145863.0,318,0.0062893081761006,0.3157894736842105,15,11.14,113.67,25,SAGE Publications Inc.
Advances in Optics and Photonics,6.689,91,20,40,3503,372048.0,826,0.0048426150121065,0.0,40,18.48,175.15,16,Optica Publishing Group (formerly OSA)
Journal of Economic Growth,6.666,103,12,39,790,280813.0,317,0.0220820189274447,0.1025641025641025,39,3.38,65.83,30,Springer New York
Trends in Genetics,6.556,253,94,266,6914,2125454.0,2500,0.0088,0.1165413533834586,248,8.91,73.55,41,Elsevier Ltd
Annual Review of Microbiology,6.517,220,31,87,4103,696371.0,1010,0.0039603960396039,0.057471264367816,85,11.06,132.35,74,Annual Reviews Inc.
Diabetes Care,6.48,433,442,1296,12513,10263561.0,12849,0.0456844890652969,0.2152777777777778,924,10.66,28.31,48,American Diabetes Association Inc.
Psychological Methods,6.424,195,47,129,2772,944179.0,1253,0.0343176376695929,0.1317829457364341,125,8.54,58.98,30,American Psychological Association
Journal of Applied Psychology,6.423,353,83,291,9907,2237737.0,2172,0.0718232044198895,0.0309278350515463,289,6.82,119.36,109,American Psychological Association
Genome Medicine,6.411,133,87,344,4671,2459389.0,3570,0.0140056022408963,0.0784883720930232,287,8.54,53.69,17,BioMed Central Ltd
The Lancet HIV,6.395,91,191,438,3584,3553647.0,2084,0.0527831094049904,0.4360730593607306,156,4.72,18.76,12,Elsevier Ltd
Sentinel event alert / Joint Commission on Accreditation of Healthcare Organizations,6.35,16,0,1,0,11223.0,18,0.0,0.0,1,0.0,0.0,18,Joint Commission on Accreditation of Healthcare Organizations
Systematic Biology,6.299,208,70,218,5229,1764973.0,2251,0.0675255442025766,0.0596330275229357,216,10.2,74.7,53,Oxford University Press
Molecular Psychiatry,6.29,261,153,678,11735,4809741.0,7148,0.0218242865137101,0.0678466076696165,615,9.9,76.7,30,Springer Nature
Journal of the Royal Statistical Society. Series B: Statistical Methodology,6.218,159,33,160,1505,1103870.0,706,0.0198300283286118,0.15,157,4.43,45.61,29,Oxford University Press
Progress in Polymer Science,6.21,346,60,158,17176,1301501.0,4372,0.0123513266239707,0.0126582278481012,157,24.11,286.27,51,Elsevier Ltd
Nano Today,6.198,190,58,147,9149,1259693.0,2790,0.0204301075268817,0.0612244897959183,139,18.19,157.74,21,Elsevier B.V.
Chem,6.144,167,225,514,10754,2971105.0,6399,0.0148460696983903,0.1867704280155642,455,12.44,47.8,10,Elsevier Inc.
Annals of the Rheumatic Diseases,6.142,300,455,1136,9976,9486713.0,11290,0.0478299379982285,0.1654929577464788,807,10.27,21.93,80,Elsevier B.V.
Cell Research,6.141,232,136,435,4448,3323496.0,4225,0.0113609467455621,0.160919540229885,326,9.91,32.71,30,Springer Nature
JAMA Internal Medicine,6.138,403,537,1791,6576,14137986.0,8069,0.0245383566736894,0.4734785036292574,569,4.11,12.25,13,American Medical Association
ACS Nano,6.131,504,1403,3900,77615,31068827.0,58771,0.0370420785761685,0.0323076923076923,3852,14.77,55.32,19,American Chemical Society
Nature Reviews Gastroenterology and Hepatology,6.113,211,149,509,8399,3760585.0,4450,0.0110112359550561,0.4027504911591356,255,9.82,56.37,17,Nature Research
Analytic Methods in Accident Research,6.091,63,18,54,1063,377812.0,597,0.3065326633165829,0.0,54,9.92,59.06,12,Elsevier B.V.
eLife,6.079,225,1641,4033,106918,31699653.0,29020,0.0423845623707787,0.0862881229853707,3903,6.7,65.15,14,eLife Sciences Publications Ltd
American Journal of Psychiatry,6.071,405,175,685,4909,4989661.0,4698,0.020434227330779,0.4,382,6.4,28.05,80,American Psychiatric Association
Immunological Reviews,6.063,262,89,304,13539,2396372.0,3755,0.0074567243675099,0.0723684210526315,288,13.6,152.12,57,Wiley-Blackwell Publishing Ltd
Science Advances,6.062,288,1230,2153,60090,15543055.0,30978,0.0119762412034346,0.0264746864839758,2138,13.65,48.85,11,American Association for the Advancement of Science
Biological Psychiatry,6.059,367,285,917,13185,6867252.0,7033,0.0231764538603725,0.2311886586695747,542,7.12,46.26,57,Elsevier Inc.
