Title,SJR,H index,Total Docs. (2023),Total Docs. (3years),Total Refs.,Est. value (USD) (2023),Total Cites (3years),Self-Cites/Total Cites (3years),Uncited Docs./Total Docs. (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Coverage_Duration,Publisher
Nature Reviews Microbiology,9.639,393,163,503,8036,4323557.0,12182,0.0041044163519947,0.5149105367793241,361,26.51,49.3,23,Nature Research
Nature Reviews Earth and Environment,9.521,91,121,344,8353,1676257.0,7515,0.0059880239520958,0.377906976744186,228,20.44,69.03,6,Springer International Publishing
Cell Research,9.506,232,139,458,4709,3562483.0,7495,0.0036024016010673,0.1943231441048035,239,12.63,33.88,30,Springer Nature
Annual Review of Psychology,9.438,298,23,84,3671,702396.0,2210,0.0018099547511312,0.0476190476190476,81,25.81,159.61,74,Annual Reviews Inc.
The Lancet Public Health,9.434,106,164,504,4181,4132216.0,7592,0.0073761854583772,0.2123015873015873,218,12.2,25.49,10,Elsevier Ltd
Molecular Cell,9.332,459,377,1259,25245,10535288.0,14669,0.033744631535892,0.1540905480540111,1091,10.58,66.96,29,Cell Press
Advanced Materials,9.191,675,2372,4810,177034,43098220.0,138270,0.0395530483835973,0.0122661122661122,4775,27.82,74.63,37,Wiley-Blackwell
Journal of Econometrics,9.161,198,280,454,13146,4028610.0,3215,0.0690513219284603,0.2466960352422907,436,8.91,46.95,53,Elsevier B.V.
The Lancet Gastroenterology and Hepatology,8.957,123,229,671,4946,5134558.0,7583,0.0129236449953844,0.375558867362146,255,10.11,21.6,10,Elsevier Ltd
American Economic Journal: Applied Economics,8.933,117,54,140,3650,1245358.0,885,0.0169491525423728,0.0928571428571428,140,5.02,67.59,16,American Economic Association
Annual Review of Economics,8.925,84,28,88,2805,741303.0,691,0.0130246020260492,0.1022727272727272,88,6.46,100.18,15,Annual Reviews Inc.
Acta Numerica,8.913,91,7,19,1443,145180.0,412,0.0048543689320388,0.0,19,19.62,206.14,33,Cambridge University Press
Nature Cell Biology,8.913,420,237,556,9519,4931599.0,6455,0.0068164213787761,0.2571942446043165,421,9.79,40.16,27,Nature Research
Reviews of Geophysics,8.853,207,17,67,6358,576407.0,1895,0.0052770448548812,0.0298507462686567,65,25.59,374.0,63,John Wiley and Sons Inc
Cell Genomics,8.807,31,139,108,9611,1058207.0,942,0.0435244161358811,0.1759259259259259,82,8.72,69.14,5,Cell Press
Journal of the American College of Cardiology,8.762,512,631,2377,15404,19976873.0,21203,0.0293354713955572,0.3361379890618426,1049,8.12,24.41,43,Elsevier Inc.
Science Immunology,8.761,123,152,517,9197,3921628.0,7795,0.0128287363694676,0.1450676982591876,497,13.97,60.51,10,American Association for the Advancement of Science
Advanced Energy Materials,8.748,355,968,2209,74993,18978006.0,58460,0.039736572015053,0.0086011770031688,2194,24.8,77.47,15,John Wiley and Sons Inc
Signal Transduction and Targeted Therapy,8.737,161,457,1102,58854,7441887.0,23780,0.012026913372582,0.1270417422867513,662,20.59,128.78,10,Springer Nature
Advances in Optics and Photonics,8.735,91,14,42,4278,367532.0,1319,0.0090978013646702,0.119047619047619,39,27.12,305.57,16,Optica Publishing Group (formerly OSA)
IEEE Journal on Selected Areas in Communications,8.707,274,258,724,12672,5474567.0,12986,0.026721084244571,0.0649171270718232,706,16.5,49.12,43,Institute of Electrical and Electronics Engineers Inc.
Annual Review of Neuroscience,8.658,269,20,76,2705,593710.0,1148,0.0069686411149825,0.0263157894736842,76,12.98,135.25,47,Annual Reviews Inc.
eLight,8.65,32,24,30,1592,118942.0,793,0.0113493064312736,0.0333333333333333,29,26.43,66.33,5,Springer
The Lancet Neurology,8.589,379,275,801,5471,6823040.0,9467,0.0111967888454631,0.4656679151061174,329,10.08,19.89,24,Elsevier Ltd
Circulation,8.415,691,525,2020,15417,16569487.0,27441,0.0155242155898108,0.3272277227722772,1304,13.2,29.37,76,Lippincott Williams and Wilkins
Psychological Bulletin,8.412,379,29,112,6012,903012.0,2788,0.011119081779053,0.0267857142857142,111,16.89,207.31,122,American Psychological Association
Nature Reviews Cardiology,8.408,201,146,496,9418,3819745.0,7510,0.0051930758988015,0.4354838709677419,250,14.27,64.51,17,Nature Research
Journal of Accounting and Economics,8.337,197,48,137,2875,1086890.0,890,0.047191011235955,0.072992700729927,135,4.86,59.9,47,Elsevier B.V.
Academy of Management Journal,8.271,396,73,224,7952,1915408.0,2239,0.0446627958910227,0.03125,222,8.48,108.93,50,Academy of Management
Nature Physics,8.228,349,418,1019,12493,8701424.0,11121,0.016095674849384,0.3689892051030422,628,10.25,29.89,21,Nature Publishing Group
Molecular Cancer,8.222,222,190,520,23895,4142150.0,14459,0.0141088595338543,0.0692307692307692,444,23.14,125.76,24,BioMed Central Ltd
AI Open,8.119,23,21,46,1045,192338.0,1866,0.0016077170418006,0.1304347826086956,44,19.54,49.76,6,KeAi Communications Co.
Gut,8.052,364,407,1033,14484,8571381.0,15955,0.0208712002507051,0.1839303000968054,651,15.1,35.59,66,BMJ Publishing Group
Foundations and Trends in Finance,8.051,24,2,4,435,26564.0,14,0.0,0.0,4,5.0,217.5,16,Now Publishers Inc
Nature Microbiology,7.982,157,249,625,12456,5764416.0,9471,0.0100306197867173,0.1728,467,12.67,50.02,10,Nature Research
The Lancet Respiratory Medicine,7.965,197,283,958,5251,7523754.0,11867,0.0094379371365972,0.2974947807933194,438,11.5,18.55,13,Elsevier Ltd
Nature Biomedical Engineering,7.951,140,154,441,9008,3456324.0,8596,0.0101209865053513,0.1927437641723356,346,20.66,58.49,9,Nature Research
Endocrine Reviews,7.922,317,42,95,10730,864418.0,2352,0.0051020408163265,0.1157894736842105,95,22.46,255.48,46,The Endocrine Society
Journal of Thoracic Oncology,7.879,190,254,800,6398,6458881.0,7422,0.0358393963891134,0.31375,393,9.68,25.19,20,Elsevier Inc.
Nature Reviews Neuroscience,7.86,493,109,404,9497,3348827.0,4509,0.0073186959414504,0.5742574257425742,255,11.02,87.13,26,Springer Nature
JAMA Oncology,7.843,193,341,1202,6049,9633192.0,10065,0.0107302533532041,0.4093178036605657,500,7.93,17.74,11,American Medical Association
Nature Reviews Physics,7.833,87,135,375,8768,2549515.0,5773,0.0064091460245972,0.3786666666666666,188,16.61,64.95,7,Springer International Publishing
The Lancet Psychiatry,7.827,160,218,882,4186,6881442.0,9381,0.0078882848310414,0.4399092970521542,316,7.89,19.2,12,Elsevier Ltd
Strategic Management Journal,7.82,351,111,284,9272,2428499.0,2876,0.0591098748261474,0.0492957746478873,283,9.36,83.53,46,John Wiley and Sons Ltd
Progress in Materials Science,7.796,255,131,203,50591,1917217.0,8272,0.010880077369439,0.0246305418719211,201,36.34,386.19,56,Elsevier Ltd
Review of Finance,7.769,83,61,129,3138,995972.0,847,0.0212514757969303,0.1162790697674418,128,6.18,51.44,24,Oxford University Press
ACM Transactions on Graphics,7.766,264,268,848,17376,6064225.0,8723,0.1216324658947609,0.0389150943396226,848,9.8,64.84,43,Association for Computing Machinery (ACM)
Cell Host and Microbe,7.76,255,206,616,11486,5014357.0,8650,0.0173410404624277,0.224025974025974,459,12.62,55.76,19,Cell Press
Neuron,7.728,548,357,1181,23601,9830755.0,11959,0.0301864704406722,0.2193056731583404,940,9.18,66.11,38,Cell Press
Nature Climate Change,7.724,296,315,823,10035,6746231.0,12008,0.0157395069953364,0.2855407047387606,446,13.61,31.86,15,Nature Research
Annual Review of Organizational Psychology and Organizational Behavior,7.706,86,21,52,2494,451890.0,831,0.0084235860409145,0.0769230769230769,49,14.35,118.76,12,Annual Reviews Inc.
Annual Review of Plant Biology,7.555,307,29,109,5021,843023.0,2460,0.0065040650406504,0.0458715596330275,104,18.69,173.14,29,Annual Reviews Inc.
Review of Economics and Statistics,7.553,211,107,220,4859,1930932.0,1306,0.0145482388973966,0.1181818181818181,220,5.08,45.41,47,MIT Press Journals
Journal of Management,7.539,296,99,219,12658,2054196.0,3598,0.0300166759310728,0.0502283105022831,205,15.47,127.86,51,SAGE Publications Inc.
Cancer Discovery,7.533,250,347,1297,10066,9117527.0,13342,0.0108679358417028,0.505011565150347,986,10.26,29.01,15,American Association for Cancer Research Inc.
Journal of Hematology and Oncology,7.522,171,114,531,11430,3498364.0,12084,0.0119165839126117,0.0470809792843691,413,20.87,100.26,18,BioMed Central Ltd
Journal of Economic Perspectives,7.496,239,42,124,2644,1041183.0,1279,0.0054730258014073,0.0967741935483871,124,7.29,62.95,33,American Economic Association
Living Reviews in Solar Physics,7.472,74,4,11,1893,95046.0,268,0.0261194029850746,0.0,11,19.33,473.25,21,Springer International Publishing AG
Nature Protocols,7.419,320,150,492,8949,3810589.0,7961,0.0066574550935812,0.0304878048780487,487,12.95,59.66,20,Springer Nature
Nature Sustainability,7.366,146,251,513,9291,4497297.0,10701,0.0117746005046257,0.1461988304093567,376,18.41,37.02,8,Nature Publishing Group
Gastroenterology,7.362,482,556,2269,11551,16875298.0,21208,0.0175405507355714,0.4222124283825473,1128,7.73,20.78,81,W.B. Saunders
Annual Review of Clinical Psychology,7.348,158,20,63,2622,516510.0,1365,0.0021978021978021,0.0,63,18.07,131.1,20,Annual Reviews Inc.
The Lancet Digital Health,7.277,85,133,393,3587,2399602.0,5454,0.0102676934360102,0.2035623409669211,192,14.18,26.97,7,Elsevier Ltd
Nature Reviews Endocrinology,7.274,224,147,480,7091,3712339.0,5925,0.0052320675105485,0.4041666666666667,227,10.84,48.24,17,Nature Publishing Group
Innovation,7.268,55,142,294,5288,1687316.0,5236,0.0080213903743315,0.1360544217687075,177,19.26,37.24,6,Cell Press
ACS Energy Letters,7.202,223,604,1442,29991,11904127.0,27678,0.0388756413035623,0.0312066574202496,1382,18.05,49.65,10,American Chemical Society
Genome Biology,7.197,319,286,896,20219,7308265.0,10891,0.0268111284546873,0.0602678571428571,865,9.66,70.7,26,BioMed Central Ltd
Journal of the Academy of Marketing Science,7.194,221,72,189,6475,1484139.0,3683,0.0385555253869128,0.1005291005291005,173,12.72,89.93,53,Springer New York
Nature Metabolism,7.192,92,224,516,10277,3460975.0,6285,0.0176610978520286,0.253875968992248,396,10.72,45.88,7,Springer Berlin
Annals of Mathematics,7.154,145,32,99,1423,792022.0,560,0.0053571428571428,0.0707070707070707,99,5.27,44.47,30,Department of Mathematics at Princeton University
Nature Structural and Molecular Biology,7.151,310,254,501,11604,4538349.0,4391,0.0152584832612161,0.2614770459081836,388,8.15,45.69,23,Nature Research
Publications Mathematiques de l'Institut des Hautes Etudes Scientifiques,7.086,52,7,22,484,186604.0,117,0.0,0.0909090909090909,22,5.42,69.14,63,Springer Verlag
Nucleic Acids Research,7.048,675,1169,3869,70775,30967119.0,55549,0.0409008262975031,0.0961488756784698,3859,15.07,60.54,52,Oxford University Press
Nature Chemistry,6.94,308,276,663,10701,5628268.0,8850,0.0100564971751412,0.2036199095022624,511,12.33,38.77,17,Nature Publishing Group
European Urology,6.928,274,328,1278,5272,10174981.0,8556,0.0222066386161757,0.5015649452269171,390,7.33,16.07,51,Elsevier B.V.
Journal of Experimental Medicine,6.838,503,222,814,10870,5996896.0,9675,0.0096124031007751,0.1203931203931203,778,10.12,48.96,128,Rockefeller University Press
Materials Science and Engineering R: Reports,6.822,182,25,76,9139,558887.0,2752,0.005813953488372,0.0,76,35.0,365.56,33,Elsevier B.V.
Electrochemical Energy Reviews,6.791,76,34,94,8854,498251.0,2531,0.0122481232714342,0.0212765957446808,94,25.29,260.41,8,Springer Science and Business Media B.V.
Fungal Diversity,6.787,136,14,67,4934,478660.0,1454,0.0646492434662998,0.044776119402985,64,21.0,352.43,28,Springer Nature
Clinical Microbiology Reviews,6.762,340,24,109,5637,829905.0,2928,0.0027322404371584,0.036697247706422,108,17.7,234.88,37,American Society for Microbiology
Organizational Research Methods,6.712,148,25,90,2455,687574.0,1027,0.0194741966893865,0.1111111111111111,87,11.72,98.2,28,SAGE Publications Inc.
International Journal of Computer Vision,6.668,232,168,471,12184,3218741.0,8969,0.0143828743449659,0.1273885350318471,457,17.4,72.52,39,Springer Netherlands
Journal of the European Economic Association,6.658,125,67,232,4447,1653688.0,1040,0.0153846153846153,0.1724137931034483,232,4.33,66.37,23,Wiley-Blackwell
Journal of Accounting Research,6.625,179,40,116,2715,878684.0,671,0.0491803278688524,0.0517241379310344,116,4.94,67.88,30,Wiley-Blackwell Publishing Ltd
Science Robotics,6.601,122,94,297,3891,2210461.0,5325,0.0159624413145539,0.1043771043771043,233,16.78,41.39,10,American Association for the Advancement of Science
Journal of Monetary Economics,6.564,158,77,329,3047,2210016.0,1457,0.0343170899107755,0.2188449848024316,327,3.95,39.57,51,Elsevier B.V.
Chem,6.556,167,280,798,14086,6130632.0,11914,0.0098203793855967,0.1541353383458646,634,11.96,50.31,10,Elsevier Inc.
American Economic Journal: Economic Policy,6.519,97,64,173,4093,1364662.0,1011,0.0158259149357072,0.0867052023121387,173,5.39,63.95,16,American Economic Association
Science Translational Medicine,6.51,303,292,1149,18171,8660531.0,15419,0.0060315195537972,0.1418624891209747,1102,14.67,62.23,17,American Association for the Advancement of Science
Nano-Micro Letters,6.484,146,238,609,23213,4136201.0,16719,0.0426460912734015,0.0197044334975369,608,29.29,97.53,17,Open Access Science Online
Journal of Applied Psychology,6.453,353,88,378,10559,2573382.0,4057,0.0527483362090214,0.0687830687830687,374,8.83,119.99,109,American Psychological Association
Physics Reports,6.435,328,52,157,22361,1228820.0,4544,0.0063820422535211,0.019108280254777,157,25.9,430.02,55,Elsevier B.V.
Journal of the American Mathematical Society,6.428,116,24,65,1331,518983.0,302,0.0066225165562913,0.1076923076923077,65,5.1,55.46,38,American Mathematical Society
Neuro-Oncology,6.348,178,233,775,8300,5286196.0,7943,0.0297116958328087,0.2787096774193548,485,11.72,35.62,27,Oxford University Press
The Lancet Infectious Diseases,6.329,304,464,1542,7218,12044706.0,15217,0.0082802129197607,0.3599221789883268,643,9.85,15.56,25,Elsevier Ltd
Review of Asset Pricing Studies,6.315,33,20,75,1136,458505.0,683,0.0014641288433382,0.2933333333333333,74,2.49,56.8,14,Oxford University Press
ACM Computing Surveys,6.28,232,333,510,55634,4180014.0,14393,0.0184812061418745,0.0215686274509803,510,29.55,167.07,57,Association for Computing Machinery (ACM)
Advances in Methods and Practices in Psychological Science,6.269,49,37,89,2208,402821.0,1333,0.0262565641410352,0.0561797752808988,85,15.43,59.68,8,SAGE Publications Inc.
JAMA Psychiatry,6.241,417,223,653,5794,5264862.0,7053,0.0109173401389479,0.2511485451761102,379,11.34,25.98,13,American Medical Association
Nature Reviews Neurology,6.237,225,150,451,8192,3682819.0,5376,0.0063244047619047,0.3924611973392461,272,10.68,54.61,17,Nature Research
Intensive Care Medicine,6.232,246,326,1053,5385,7763183.0,9056,0.0237411660777385,0.3266856600189933,405,7.07,16.52,49,Springer Science and Business Media Deutschland GmbH
JAMA Cardiology,6.231,127,228,879,4074,6547443.0,6565,0.0094440213252094,0.4414106939704209,430,6.57,17.87,10,American Medical Association
The Lancet Global Health,6.221,153,396,1075,7221,8889761.0,8254,0.0098134237945238,0.3172093023255814,389,6.18,18.23,13,Elsevier Ltd
Progress in Polymer Science,6.211,346,50,158,14572,1241058.0,4452,0.011455525606469,0.0316455696202531,154,26.1,291.44,51,Elsevier Ltd
Advanced Powder Materials,6.197,40,42,42,2751,195735.0,1212,0.0486798679867986,0.0476190476190476,40,28.86,65.5,4,KeAi Communications Co.
JAMA Neurology,6.194,284,228,724,5116,5614915.0,7020,0.0102564102564102,0.3798342541436464,405,8.85,22.44,13,American Medical Association
IEEE Transactions on Pattern Analysis and Machine Intelligence,6.158,435,1054,1246,79813,11690129.0,27793,0.0453711366171338,0.0682182985553772,1234,20.51,75.72,48,IEEE Computer Society
Philosophical Review,6.146,70,9,29,872,191807.0,164,0.0304878048780487,0.0344827586206896,25,2.67,96.89,33,Duke University Press
Annals of the Rheumatic Diseases,6.138,300,413,1446,10580,10750632.0,11050,0.059366515837104,0.3499308437067773,601,7.64,25.62,80,Elsevier B.V.
Progress in Energy and Combustion Science,6.114,243,31,98,10672,763144.0,3395,0.0067746686303387,0.010204081632653,97,35.0,344.26,51,Elsevier B.V.
Nature Human Behaviour,6.097,113,259,623,13712,5087645.0,9094,0.0127556630745546,0.1797752808988764,448,12.63,52.94,9,Nature Publishing Group
Proceedings of the IEEE,6.085,339,65,303,11573,2178308.0,7758,0.0046403712296983,0.0792079207920792,297,30.47,178.05,63,Institute of Electrical and Electronics Engineers Inc.
Journal of Labor Economics,6.084,136,41,123,2045,1025057.0,532,0.0131578947368421,0.1951219512195122,122,3.64,49.88,37,University of Chicago Press
Foundations and Trends in Signal Processing,6.069,22,3,8,365,57229.0,135,0.0,0.125,8,21.17,121.67,17,Now Publishers Inc
Pharmacological Reviews,6.05,264,34,102,13259,741928.0,2087,0.0014374700527072,0.0392156862745098,100,19.13,389.97,76,Elsevier Inc.
