Title,SJR,H index,Total Docs. (2007),Total Docs. (3years),Total Refs.,Est. value (USD) (2007),Total Cites (3years),Self-Cites/Total Cites (3years),Uncited Docs./Total Docs. (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Coverage_Duration,Publisher
Journal of Personality Assessment,0.693,122,95,206,3948,1141033.0,344,0.1046511627906976,0.441747572815534,191,1.51,41.56,55,Taylor and Francis Ltd.
World Trade Review,0.693,40,23,83,431,388936.0,80,0.0375,0.6265060240963856,82,0.96,18.74,24,Cambridge University Press
Comparative Biochemistry and Physiology Part - B: Biochemistry and Molecular Biology,0.692,117,197,527,8181,2905418.0,1027,0.1041869522882181,0.2903225806451613,526,1.81,41.53,55,Elsevier Inc.
Folia Primatologica,0.692,52,26,110,1387,517669.0,127,0.0157480314960629,0.4363636363636363,109,1.15,53.35,63,Brill Academic Publishers
Nuclear Science and Engineering,0.692,68,97,260,2258,1405659.0,243,0.1851851851851851,0.5230769230769231,250,0.83,23.28,57,Taylor and Francis Ltd.
Science of Computer Programming,0.692,69,91,206,2761,1019760.0,353,0.0254957507082152,0.4223300970873786,188,1.58,30.34,45,Elsevier B.V.
Statistical Inference for Stochastic Processes,0.692,22,13,25,265,73775.0,15,0.0,0.56,25,0.6,20.38,22,Springer Netherlands
"Clinical Lymphoma, Myeloma and Leukemia",0.691,68,89,192,2926,1019656.0,327,0.018348623853211,0.4322916666666667,179,1.75,32.88,16,Elsevier Inc.
Comparative Education Review,0.691,70,21,73,1077,349122.0,74,0.0945945945945946,0.5342465753424658,63,0.79,51.29,35,University of Chicago Press
Economic Systems Research,0.691,69,26,66,551,327457.0,84,0.1904761904761904,0.4696969696969697,65,1.18,21.19,37,Routledge
Experimental and Clinical Endocrinology and Diabetes,0.691,88,119,288,3876,1527128.0,587,0.0664395229982964,0.3159722222222222,280,2.18,32.57,43,Georg Thieme Verlag
Journal of Clinical Psychology,0.691,149,99,369,3584,1737225.0,691,0.0347322720694645,0.4010840108401084,367,1.62,36.2,81,John Wiley &amp; Sons Inc.
Journal of Environmental Engineering (United States),0.691,110,151,637,3697,2959516.0,717,0.0543933054393305,0.4740973312401884,572,0.94,24.48,53,American Society of Civil Engineers (ASCE)
Yearbook of Medical Informatics,0.691,52,31,29,331,96405.0,35,0.0,0.2413793103448276,26,1.21,10.68,18,"Thieme Medical Publishers, Inc."
Behavior Modification,0.69,94,54,131,2523,682533.0,249,0.0602409638554216,0.3129770992366412,126,1.87,46.72,49,SAGE Publications Inc.
Computer-Aided Civil and Infrastructure Engineering,0.69,119,50,118,1340,621531.0,163,0.0981595092024539,0.3135593220338983,112,1.25,26.8,40,Wiley-Blackwell Publishing Ltd
Journal of Adhesion,0.69,66,55,164,1431,823828.0,201,0.1144278606965174,0.4695121951219512,162,1.06,26.02,57,Taylor and Francis Ltd.
Medical Science Monitor,0.69,107,259,916,7765,4448807.0,1797,0.0962715637173066,0.3602620087336244,848,1.87,29.98,29,"International Scientific Information, Inc."
Skeletal Radiology,0.69,108,203,386,3951,2198957.0,740,0.0797297297297297,0.3704663212435233,381,1.65,19.46,50,Springer Science and Business Media Deutschland GmbH
Skin Research and Technology,0.69,85,66,129,1368,733619.0,283,0.1060070671378091,0.2558139534883721,126,2.15,20.73,30,Wiley-Blackwell Publishing Ltd
ASAIO Journal,0.689,82,139,417,3363,1976657.0,645,0.262015503875969,0.3621103117505995,400,1.52,24.19,42,Lippincott Williams and Wilkins
BMC Nuclear Medicine,0.689,13,5,15,102,60610.0,35,0.0,0.2666666666666666,15,2.17,20.4,7,BioMed Central Ltd
Chemistry and Biodiversity,0.689,87,233,413,10220,1550051.0,676,0.1124260355029585,0.3680387409200968,404,1.5,43.86,22,Wiley-Blackwell
Internet and Higher Education,0.689,124,22,71,943,362434.0,139,0.1870503597122302,0.380281690140845,69,1.64,42.86,28,Elsevier B.V.
Journal of Applied Sport Psychology,0.689,95,31,76,1379,427305.0,116,0.0775862068965517,0.4210526315789473,75,1.42,44.48,37,Taylor and Francis Ltd.
Journal of Biomaterials Applications,0.689,72,27,66,777,335744.0,136,0.0147058823529411,0.1969696969696969,66,1.93,28.78,40,SAGE Publications Ltd
Journal of Northwest Atlantic Fishery Science,0.689,45,16,77,598,432607.0,69,0.0869565217391304,0.5714285714285714,74,0.76,37.38,34,Northwest Atlantic Fisheries Organization
Swedish Dental Journal,0.689,39,19,55,508,274426.0,77,0.0649350649350649,0.4,55,1.66,26.74,40,Swedish Dental Association
Toxicological Reviews,0.689,51,0,72,0,218221.0,216,0.0,0.2361111111111111,65,2.63,0.0,4,Adis International Ltd
Cultural Diversity and Ethnic Minority Psychology,0.688,106,40,100,1862,536703.0,179,0.0335195530726257,0.39,99,1.36,46.55,27,American Psychological Association
Dermatologic Clinics,0.688,87,71,178,3956,1015890.0,385,0.0103896103896103,0.3370786516853932,166,1.93,55.72,43,W.B. Saunders
Expert Review of Cardiovascular Therapy,0.688,65,104,283,6782,1152654.0,425,0.0305882352941176,0.4452296819787986,246,1.48,65.21,23,Taylor and Francis Ltd.
Genetic Vaccines and Therapy,0.688,31,12,29,437,128433.0,56,0.0535714285714285,0.2413793103448276,29,1.83,36.42,10,BioMed Central Ltd
Hand Clinics,0.688,69,47,171,1852,839413.0,231,0.0303030303030303,0.391812865497076,159,1.21,39.4,41,W.B. Saunders
Injury Prevention,0.688,99,108,321,2192,1686477.0,484,0.1260330578512396,0.4392523364485981,257,1.25,20.3,31,BMJ Publishing Group
International Journal of Social Research Methodology: Theory and Practice,0.688,89,27,93,862,418470.0,122,0.1229508196721311,0.4086021505376344,73,1.21,31.93,28,Taylor and Francis Ltd.
Journal of Computing in Civil Engineering,0.688,107,51,136,1174,709344.0,180,0.1222222222222222,0.3970588235294117,122,1.33,23.02,39,American Society of Civil Engineers (ASCE)
Journal of Discrete Algorithms,0.688,42,62,92,1188,456015.0,107,0.0,0.5217391304347826,91,0.94,19.16,16,Elsevier
Journal of Services Marketing,0.688,130,48,129,2447,656742.0,221,0.0678733031674208,0.3255813953488372,129,1.25,50.98,39,Emerald Group Publishing Ltd.
Leukemia and Lymphoma,0.688,105,441,1135,10662,5894166.0,1771,0.0705815923207227,0.4185022026431718,942,1.35,24.18,37,Informa Healthcare
Natural Hazards and Earth System Sciences,0.688,131,77,268,2393,1237863.0,384,0.1458333333333333,0.3992537313432835,266,1.34,31.08,25,Copernicus Publications
Sydowia,0.688,36,20,62,506,321387.0,40,0.125,0.5967741935483871,60,0.59,25.3,28,Verlag Ferdinand Berger und Sohne GmbH
Wetlands,0.688,104,100,265,4669,1461287.0,372,0.1612903225806451,0.3283018867924528,263,1.17,46.69,45,Springer Science and Business Media B.V.
Acta Odontologica Scandinavica,0.687,81,56,178,1689,899477.0,262,0.1335877862595419,0.3932584269662921,177,1.26,30.16,87,Medical Journals Sweden AB
Annals of Dyslexia,0.687,58,10,47,603,239490.0,78,0.0641025641025641,0.425531914893617,44,0.97,60.3,44,Springer New York
IEEE Transactions on Visualization and Computer Graphics,0.687,175,179,313,5797,1643919.0,1006,0.1719681908548707,0.2172523961661341,302,3.13,32.39,31,IEEE Computer Society
"JAOCS, Journal of the American Oil Chemists' Society",0.687,139,151,467,3284,2597818.0,601,0.1464226289517471,0.3982869379014989,456,1.17,21.75,79,John Wiley &amp; Sons Inc.
Canadian Journal of Public Health,0.686,84,125,420,3692,1920664.0,572,0.0734265734265734,0.5023809523809524,343,1.21,29.54,81,Springer Nature
Expert Review of Anti-Infective Therapy,0.686,103,97,279,7359,1109187.0,583,0.0274442538593482,0.3620071684587813,238,2.1,75.87,23,Taylor and Francis Ltd.
Foundations and Trends in Computer Graphics and Vision,0.686,30,4,7,665,28168.0,21,0.0,0.4285714285714285,7,3.0,166.25,18,Now Publishers Inc
International Journal of Odonatology,0.686,28,17,79,609,317572.0,46,0.2608695652173913,0.620253164556962,78,0.72,35.82,27,Wachholtz Publishing
Professional Psychology: Research and Practice,0.686,106,87,274,4278,1434772.0,555,0.1963963963963964,0.3211678832116788,273,1.63,49.17,57,American Psychological Association
Scandinavian Cardiovascular Journal,0.686,51,69,186,1446,944070.0,237,0.0421940928270042,0.4516129032258064,163,1.24,20.96,59,Informa Healthcare
"Scandinavian Journal of Rheumatology, Supplement",0.686,31,0,24,0,67560.0,70,0.0,0.25,23,0.0,0.0,33,Taylor and Francis Ltd.
Journal of Invertebrate Pathology,0.685,112,101,257,3159,1415076.0,415,0.1253012048192771,0.3346303501945525,256,1.6,31.28,61,Academic Press Inc.
European Journal of Work and Organizational Psychology,0.684,100,21,43,1229,131018.0,50,0.08,0.5116279069767442,41,1.16,58.52,21,Taylor and Francis Ltd.
International Journal of Computer-Supported Collaborative Learning,0.684,73,20,23,1038,62080.0,70,0.0571428571428571,0.3478260869565217,20,3.04,51.9,20,Springer Publishing Company
International Journal of Information Management,0.684,196,38,128,1244,626763.0,269,0.0483271375464684,0.390625,109,1.53,32.74,41,Elsevier Ltd
Journal of Environmental and Engineering Geophysics,0.684,40,30,81,1042,327184.0,90,0.0333333333333333,0.4691358024691358,80,1.03,34.73,23,Environmental and Engineering Geophysical Society (EEGS)
Molecular Simulation,0.684,74,153,382,4921,1898182.0,459,0.0610021786492374,0.4554973821989528,370,1.16,32.16,39,Taylor and Francis Ltd.
"Haemophilia, Supplement",0.683,29,0,65,0,24401.0,186,0.0,0.1692307692307692,63,2.75,0.0,2,Wiley-Blackwell Publishing Ltd
IEEE Journal of Biomedical and Health Informatics,0.683,168,75,201,2222,981354.0,744,0.0295698924731182,0.1890547263681592,196,3.32,29.63,13,Institute of Electrical and Electronics Engineers Inc.
International Journal on Software Tools for Technology Transfer,0.683,60,34,108,1103,549511.0,212,0.0047169811320754,0.4722222222222222,98,2.09,32.44,29,Springer Verlag
Journal of Inherited Metabolic Disease,0.683,125,176,413,3628,2164457.0,783,0.0957854406130268,0.3559322033898305,403,1.83,20.61,48,Springer Netherlands
Journal of Management in Engineering,0.683,102,28,81,614,420145.0,88,0.0795454545454545,0.5061728395061729,69,1.0,21.93,41,American Society of Civil Engineers (ASCE)
Maritime Policy and Management,0.683,75,37,91,1175,466846.0,68,0.2205882352941176,0.5274725274725275,79,0.65,31.76,50,Taylor and Francis Ltd.
Rhinology,0.683,77,62,175,2633,871925.0,229,0.1877729257641921,0.4057142857142857,160,1.36,42.47,53,University Hospital Utrecht
Archaeometry,0.682,82,53,151,2422,786709.0,189,0.1058201058201058,0.4105960264900662,137,0.87,45.7,67,Wiley-Blackwell Publishing Ltd
Bioscience Reports,0.682,98,33,92,1933,440739.0,224,0.0044642857142857,0.358695652173913,89,2.91,58.58,45,Portland Press Ltd
BMC Clinical Pharmacology,0.682,44,14,20,370,112588.0,60,0.0333333333333333,0.05,20,3.14,26.43,12,BioMed Central Ltd
Child Psychiatry and Human Development,0.682,80,37,74,1655,389468.0,128,0.03125,0.2972972972972973,74,1.49,44.73,56,Kluwer Academic/Human Sciences Press Inc.
Journal of AOAC International,0.682,106,205,655,4894,3157114.0,1190,0.0823529411764705,0.3862595419847328,641,1.75,23.87,33,AOAC International
Journal of Sol-Gel Science and Technology,0.682,106,183,470,4884,3030084.0,629,0.0906200317965023,0.376595744680851,466,1.28,26.69,33,Springer Netherlands
Robotics and Autonomous Systems,0.682,148,84,252,2055,1292541.0,588,0.032312925170068,0.2777777777777778,245,2.06,24.46,38,Elsevier B.V.
Archives of Toxicology,0.681,149,98,286,3621,1491262.0,624,0.0737179487179487,0.2937062937062937,283,1.99,36.95,67,Springer Science and Business Media Deutschland GmbH
Computational Materials Science,0.681,154,262,625,6728,3385228.0,872,0.0630733944954128,0.4592,621,1.34,25.68,35,Elsevier B.V.
Evidence-based Complementary and Alternative Medicine (discontinued),0.681,134,83,152,2701,465766.0,404,0.292079207920792,0.2565789473684211,139,2.66,32.54,19,Hindawi Limited
Housing Policy Debate,0.681,78,31,87,1299,467493.0,77,0.1298701298701298,0.6091954022988506,73,0.36,41.9,35,Taylor and Francis Ltd.
Pathobiology,0.681,66,59,97,2145,511374.0,175,0.0342857142857142,0.4020618556701031,96,1.87,36.36,88,S. Karger AG
Political Science Quarterly,0.681,59,22,72,2310,372029.0,80,0.0375,0.5138888888888888,66,1.0,105.0,31,Oxford University Press
Traffic Injury Prevention,0.681,69,53,157,1511,789810.0,222,0.1261261261261261,0.3885350318471338,150,1.27,28.51,24,Taylor and Francis Ltd.
ACM Transactions on Embedded Computing Systems,0.68,67,39,103,1253,496739.0,331,0.0090634441087613,0.3495145631067961,103,1.96,32.13,23,Association for Computing Machinery
Ethnicity and Health,0.68,72,27,64,1312,335334.0,126,0.0555555555555555,0.296875,63,1.74,48.59,30,Routledge
Information Technology and Libraries,0.68,41,24,82,500,446850.0,86,0.0116279069767441,0.5975609756097561,70,1.1,20.83,41,American Library Association
Journal of Orthopaedic and Sports Physical Therapy,0.68,152,98,274,3934,1397539.0,496,0.2056451612903226,0.4270072992700729,220,1.65,40.14,47,Movement Science Media
Silva Fennica,0.68,73,50,122,2265,673129.0,141,0.1276595744680851,0.4262295081967213,121,1.02,45.3,47,Finnish Society of Forest Science
Cambridge Journal of Economics,0.679,103,51,175,2670,841632.0,266,0.0488721804511278,0.4114285714285714,167,1.36,52.35,49,Oxford University Press
Fundamental and Clinical Pharmacology,0.679,89,91,218,3491,1162764.0,513,0.0136452241715399,0.3119266055045872,215,2.58,38.36,39,Wiley-Blackwell Publishing Ltd
Fusion Science and Technology,0.679,61,378,789,5942,3934909.0,825,0.3078787878787878,0.5665399239543726,768,1.08,15.72,25,Taylor and Francis Ltd.
Journal of Musculoskeletal Neuronal Interactions,0.679,74,76,220,1414,1021118.0,313,0.0415335463258785,0.4590909090909091,194,1.33,18.61,23,International Society of Musculoskeletal and Neuronal Interactions
Mathematica Scandinavica,0.679,34,33,109,604,543928.0,59,0.0169491525423728,0.6697247706422018,109,0.38,18.3,29,Mathematica Scandinavica
Radiation and Environmental Biophysics,0.679,61,52,115,1488,592490.0,166,0.1325301204819277,0.3826086956521739,108,1.43,28.62,52,Springer Science and Business Media Deutschland GmbH
Solvent Extraction and Ion Exchange,0.679,77,48,163,1373,800684.0,214,0.2476635514018691,0.4601226993865031,162,1.3,28.6,43,Taylor and Francis Ltd.
Critical Inquiry,0.678,84,39,144,1731,613280.0,162,0.0493827160493827,0.5625,135,0.75,44.38,33,University of Chicago Press
Fusion Engineering and Design,0.678,95,398,909,4117,5134800.0,1029,0.3294460641399417,0.4796479647964796,903,1.17,10.34,40,Elsevier B.V.
Infant Mental Health Journal,0.678,86,42,116,1763,621514.0,162,0.0925925925925925,0.3706896551724138,105,1.23,41.98,46,John Wiley &amp; Sons Inc.
Microchimica Acta,0.678,114,127,556,4202,2300239.0,957,0.1170323928944618,0.4100719424460431,553,1.93,33.09,98,Springer-Verlag Wien
Proceedings of the Institution of Civil Engineers: Structures and Buildings,0.678,52,37,106,491,540168.0,66,0.0909090909090909,0.6132075471698113,93,0.49,13.27,34,ICE Publishing
Reviews in Environmental Science and Biotechnology,0.678,120,19,66,1825,322274.0,101,0.0099009900990099,0.3181818181818182,65,1.32,96.05,24,Springer Science and Business Media B.V.
Aquatic Ecology,0.677,72,51,127,2209,651312.0,160,0.0375,0.4960629921259842,124,1.05,43.31,30,Springer Science and Business Media B.V.
IEEE Transactions on Instrumentation and Measurement,0.677,163,402,896,5849,4911703.0,1290,0.1387596899224806,0.4229910714285714,883,1.31,14.55,63,Institute of Electrical and Electronics Engineers Inc.
International Journal of Pediatric Otorhinolaryngology,0.677,96,279,772,5961,3967057.0,1029,0.107871720116618,0.405440414507772,743,1.22,21.37,47,Elsevier Ireland Ltd
Journal of Porphyrins and Phthalocyanines,0.677,71,101,252,3925,1396401.0,324,0.1265432098765432,0.4523809523809524,250,0.97,38.86,29,World Scientific
Journal of Thoracic Imaging,0.677,69,73,170,1327,872175.0,253,0.0316205533596837,0.4235294117647059,165,1.16,18.18,41,Lippincott Williams and Wilkins Ltd.
Magazine of Concrete Research,0.677,80,70,182,1348,953088.0,100,0.22,0.6593406593406593,178,0.46,19.26,76,ICE Publishing
"Microscopy (Oxford, England)",0.677,61,35,218,705,1002356.0,215,0.041860465116279,0.5091743119266054,215,1.07,20.14,60,Oxford University Press
Southern Journal of Applied Forestry,0.677,35,26,78,713,424812.0,52,0.1923076923076923,0.6282051282051282,76,0.53,27.42,31,Society of American Foresters
"Journal of Microbiology, Immunology and Infection",0.676,78,80,213,1918,1009688.0,371,0.0296495956873315,0.380281690140845,212,1.51,23.98,28,Elsevier Ltd
Journal of Teaching in Physical Education,0.676,73,25,73,949,373466.0,80,0.2125,0.5068493150684932,68,0.65,37.96,30,Human Kinetics Publishers Inc.
Oxford Review of Economic Policy,0.676,106,36,102,1364,553860.0,163,0.0122699386503067,0.3627450980392157,102,1.06,37.89,41,Oxford University Press
Psychoanalytic Psychology,0.676,49,62,144,2349,814377.0,105,0.4285714285714285,0.5902777777777778,136,0.79,37.89,42,American Psychological Association
Sarsia,0.676,45,0,40,0,214943.0,47,0.0,0.35,40,0.0,0.0,44,Taylor and Francis Ltd.
Clinics in Plastic Surgery,0.675,80,66,159,2709,888740.0,204,0.0294117647058823,0.4842767295597484,146,1.25,41.05,52,W.B. Saunders
Health Physics,0.675,85,195,578,3617,3020337.0,487,0.1396303901437371,0.6418685121107266,500,0.77,18.55,68,Lippincott Williams and Wilkins Ltd.
Journal of Applied Polymer Science,0.675,200,2075,5271,55494,28536442.0,7115,0.1860857343640196,0.4213621703661544,5270,1.13,26.74,67,John Wiley &amp; Sons Inc.
Journal of Propulsion and Power,0.675,121,169,437,3734,2226091.0,605,0.1206611570247934,0.4050343249427917,429,1.3,22.09,41,American Institute of Aeronautics and Astronautics Inc. (AIAA)
Medical Engineering and Physics,0.675,130,135,310,3698,1635181.0,640,0.04375,0.2548387096774193,300,2.12,27.39,32,Elsevier Ltd
Ophthalmic Genetics,0.675,47,40,93,958,500384.0,126,0.0793650793650793,0.3655913978494624,87,1.06,23.95,45,Taylor and Francis Ltd.
Cellular and Molecular Biology,0.674,80,66,314,2348,1616892.0,490,0.010204081632653,0.4554140127388535,305,1.36,35.58,49,Cellular and Molecular Biology Association
Current Rheumatology Reports,0.674,91,78,212,2951,1094566.0,449,0.0155902004454342,0.3254716981132075,201,2.13,37.83,27,Springer
Drug Metabolism and Pharmacokinetics,0.674,78,60,173,406,822744.0,459,0.0,0.2832369942196532,173,2.55,6.77,24,Japanese Society for the Study of Xenobiotics
High Energy Density Physics,0.674,42,55,22,1382,209193.0,33,0.3939393939393939,0.4090909090909091,21,1.5,25.13,21,Elsevier B.V.
Ultrasonics,0.674,118,54,658,1132,2476765.0,778,0.0295629820051413,0.5121580547112462,656,0.79,20.96,63,Elsevier B.V.
Journal of Global Information Technology Management,0.673,40,18,55,516,260483.0,85,0.1411764705882353,0.3818181818181818,38,1.54,28.67,28,Taylor and Francis Ltd.
Journal of Industrial Microbiology and Biotechnology,0.673,138,96,308,3293,1565687.0,585,0.0222222222222222,0.275974025974026,307,1.87,34.3,30,Oxford University Press
Mechanism and Machine Theory,0.673,134,109,264,2151,1378071.0,360,0.1361111111111111,0.4545454545454545,257,1.33,19.73,54,Elsevier Ltd
Mycological Progress,0.673,53,22,19,857,68085.0,24,0.0416666666666666,0.5263157894736842,18,1.26,38.95,20,Springer Science and Business Media Deutschland GmbH
Pharmacological Reports,0.673,100,123,364,4619,1757737.0,712,0.175561797752809,0.3159340659340659,363,2.14,37.55,21,Springer Science and Business Media Deutschland GmbH
Advances in Atmospheric Sciences,0.672,93,92,282,3498,1390807.0,304,0.3519736842105263,0.4716312056737589,278,0.92,38.02,42,Science Press
Bulletin of Marine Science,0.672,89,92,265,4205,1467199.0,289,0.0692041522491349,0.4943396226415094,265,0.88,45.71,49,Rosenstiel School of Marine and Atmospheric Science
Economics Letters,0.672,133,246,775,2600,4068340.0,420,0.0785714285714285,0.6490322580645161,775,0.45,10.57,48,Elsevier B.V.
Journal of Materials Science: Materials in Electronics,0.672,106,262,381,5258,2502827.0,453,0.0507726269315673,0.5249343832020997,376,1.06,20.07,36,Springer New York
Production Planning and Control,0.672,111,67,228,1793,1129188.0,280,0.1535714285714285,0.5350877192982456,211,0.84,26.76,36,Taylor and Francis Ltd.
Starch/Staerke,0.672,105,62,186,1598,932056.0,276,0.1195652173913043,0.3924731182795699,185,1.16,25.77,76,Wiley-VCH Verlag
Water Resources Management,0.672,135,127,132,3685,805226.0,165,0.1636363636363636,0.4469696969696969,132,0.97,29.02,39,Springer Science and Business Media B.V.
Annals of Carnegie Museum,0.671,31,12,33,813,161749.0,33,0.1212121212121212,0.5757575757575758,33,0.75,67.75,36,Carnegie Museum of Natural History
Geochemical Transactions,0.671,50,14,31,665,187848.0,49,0.0,0.5161290322580645,30,1.33,47.5,25,BioMed Central Ltd
Journal of Human Lactation,0.671,74,47,178,855,813550.0,227,0.118942731277533,0.5955056179775281,128,1.14,18.19,41,SAGE Publications Inc.
Review of Income and Wealth,0.671,72,30,85,988,464765.0,98,0.1122448979591836,0.5058823529411764,84,1.23,32.93,72,Wiley-Blackwell Publishing Ltd
Acta Pharmacologica Sinica,0.67,125,252,700,9513,3408220.0,1318,0.0682852807283763,0.2942857142857142,695,1.79,37.75,46,Springer Nature
Alzheimer's and Dementia,0.67,178,78,104,3216,398289.0,133,0.1578947368421052,0.5865384615384616,56,1.28,41.23,21,John Wiley and Sons Inc
Ethnos,0.67,56,16,76,872,180382.0,82,0.0365853658536585,0.4868421052631579,71,0.86,54.5,90,Routledge
Hepatology Research,0.67,92,193,396,6018,2231597.0,767,0.1016949152542373,0.3333333333333333,356,1.96,31.18,29,Wiley-Blackwell Publishing Ltd
International Journal of Cardiovascular Imaging,0.67,70,107,304,2104,1456533.0,453,0.1390728476821192,0.4934210526315789,251,1.41,19.66,30,Springer Science and Business Media B.V.
Journal of Economic Psychology,0.67,126,42,152,1674,723584.0,218,0.0688073394495412,0.4013157894736842,140,1.24,39.86,45,Elsevier B.V.
Methods of Information in Medicine,0.67,73,128,311,2756,1608349.0,546,0.2875457875457875,0.3311897106109325,306,1.77,21.53,64,Georg Thieme Verlag
Occupational Medicine,0.67,107,135,398,2331,1908992.0,458,0.1069868995633187,0.5326633165829145,291,1.08,17.27,77,Oxford University Press
Applied Economics,0.669,121,359,1012,10450,4765589.0,875,0.3302857142857143,0.5286561264822134,1011,0.74,29.11,57,Taylor and Francis Ltd.
Botanical Journal of the Linnean Society,0.669,84,136,332,5510,1861649.0,407,0.1081081081081081,0.4427710843373494,331,1.21,40.51,57,Oxford University Press
Canadian Journal of Soil Science,0.669,82,54,200,1884,1011009.0,211,0.0853080568720379,0.49,197,0.96,34.89,52,Agricultural Institute of Canada
Computational Management Science,0.669,42,17,40,564,106445.0,23,0.0434782608695652,0.65,34,0.58,33.18,21,Springer
Journal of Occupational and Environmental Hygiene,0.669,89,174,349,3989,1144002.0,402,0.208955223880597,0.4670487106017192,285,1.13,22.93,22,Taylor and Francis Ltd.
Nuclear Medicine Communications,0.669,83,147,501,3356,2518502.0,780,0.0538461538461538,0.4311377245508982,443,1.55,22.83,46,Lippincott Williams and Wilkins Ltd.
Quaternaire,0.669,36,24,76,1460,348957.0,79,0.189873417721519,0.6447368421052632,76,0.36,60.83,34,Association Francaise pour l'Etude du Quaternaire
American Surgeon (discontinued),0.668,105,320,810,5441,4336346.0,1314,0.0365296803652968,0.4061728395061728,746,1.45,17.0,75,SAGE Publications Inc.
Aquaculture Research,0.668,112,206,609,7572,3032707.0,772,0.1191709844559585,0.4072249589490969,609,1.15,36.76,54,John Wiley and Sons Ltd
Chinese Annals of Mathematics. Series B,0.668,42,58,148,843,793613.0,79,0.1012658227848101,0.6959459459459459,148,0.44,14.53,30,Springer Verlag
Contact Dermatitis,0.668,112,240,646,3459,3436902.0,1131,0.2634836427939876,0.3839009287925696,619,1.62,14.41,51,Wiley-Blackwell Publishing Ltd
Journal of Physics and Chemistry of Solids,0.668,131,408,1239,9356,6335622.0,1471,0.0414683888511216,0.5044390637610977,1231,0.96,22.93,70,Elsevier Ltd
Advances and technical standards in neurosurgery,0.667,32,7,19,446,100790.0,38,0.0,0.1578947368421052,19,1.75,63.71,32,Springer Verlag
Applied Rheology,0.667,37,47,102,694,505151.0,85,0.4470588235294118,0.6862745098039216,86,0.92,14.77,29,Walter de Gruyter GmbH
Differential Geometry and its Application,0.667,41,56,135,893,706984.0,82,0.024390243902439,0.6,135,0.57,15.95,35,Elsevier B.V.
Environment and Behavior,0.667,151,39,116,1715,605960.0,179,0.0726256983240223,0.3620689655172414,116,1.1,43.97,57,SAGE Publications Ltd
Forum for Development Studies,0.667,29,21,78,578,321914.0,50,0.14,0.7564102564102564,69,0.76,27.52,34,Taylor and Francis Ltd.
Pathology International,0.667,84,122,395,3617,1986565.0,652,0.053680981595092,0.3113924050632911,380,1.65,29.65,75,Wiley-Blackwell Publishing Ltd
BMC Ophthalmology,0.666,67,20,83,474,329447.0,129,0.0,0.4337349397590361,83,1.31,23.7,25,BioMed Central Ltd
Journal of Cognition and Culture,0.666,50,16,74,591,332574.0,124,0.0725806451612903,0.3243243243243243,69,1.73,36.94,25,Brill Academic Publishers
Journal of Medical Screening,0.666,71,42,147,1001,730430.0,195,0.1025641025641025,0.3945578231292517,121,1.11,23.83,32,SAGE Publications Ltd
"Journal of Plastic, Reconstructive and Aesthetic Surgery",0.666,118,282,719,4640,3704076.0,734,0.1049046321525885,0.5605006954102921,528,0.93,16.45,20,Churchill Livingstone
IEEE Intelligent Systems,0.665,145,95,444,869,2048535.0,886,0.0203160270880361,0.5,384,1.36,9.15,25,Institute of Electrical and Electronics Engineers Inc.
Journal of College Student Development,0.665,100,42,127,1722,643327.0,150,0.2866666666666667,0.4566929133858268,126,1.05,41.0,29,Johns Hopkins University Press
British Journal of Oral and Maxillofacial Surgery,0.664,92,212,446,2023,2347338.0,398,0.0854271356783919,0.5852017937219731,324,0.66,9.54,42,Churchill Livingstone
Educational Review,0.664,67,28,77,997,371563.0,114,0.043859649122807,0.4415584415584415,75,1.55,35.61,78,Routledge
Experimental Parasitology,0.664,88,179,345,6072,1807423.0,562,0.1032028469750889,0.3159420289855073,345,1.67,33.92,75,Academic Press Inc.
Machining Science and Technology,0.664,66,30,82,706,404581.0,74,0.1351351351351351,0.5121951219512195,81,0.76,23.53,29,Taylor and Francis Ltd.
Molecular Informatics,0.664,78,95,263,3918,1290433.0,583,0.0668953687821612,0.2433460076045627,251,2.1,41.24,16,John Wiley and Sons Inc
Pedosphere,0.664,95,95,267,2791,1169536.0,268,0.2835820895522388,0.4569288389513108,267,1.03,29.38,30,Soil Science Society of China
Performance Evaluation Review,0.664,87,50,222,975,1049006.0,408,0.0441176470588235,0.4369369369369369,206,1.57,19.5,38,Association for Computing Machinery (ACM)
Space and Polity,0.664,46,19,52,1307,258936.0,53,0.1132075471698113,0.5,50,0.97,68.79,28,Routledge
Alternative Medicine Review,0.663,100,30,94,1365,474199.0,226,0.0265486725663716,0.425531914893617,80,1.9,45.5,17,Thorne Research Inc.
Biocontrol Science and Technology,0.663,71,85,227,3046,1136879.0,291,0.1099656357388316,0.4096916299559471,225,1.27,35.84,35,Taylor and Francis Ltd.
Botanical Review,0.663,81,11,43,2150,239087.0,67,0.0895522388059701,0.4883720930232558,42,2.13,195.45,91,Springer
Receptors and Channels,0.663,44,0,19,0,199952.0,50,0.0,0.3157894736842105,19,0.0,0.0,12,Taylor and Francis Ltd.
Basic and Clinical Pharmacology and Toxicology,0.662,108,132,411,4535,1910002.0,905,0.0265193370165745,0.3187347931873479,398,2.15,34.36,22,Wiley-Blackwell
