Title,SJR,H index,Total Docs. (2010),Total Docs. (3years),Total Refs.,Est. value (USD) (2010),Total Cites (3years),Self-Cites/Total Cites (3years),Uncited Docs./Total Docs. (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Coverage_Duration,Publisher
Nature,16.465,1442,2473,7234,35941,65138657.0,103699,0.0122952005323098,0.4068288636991982,4652,14.2,14.53,157,Nature Research
National Vital Statistics Reports,16.047,120,5,22,0,182276.0,721,0.0,0.0454545454545454,22,34.0,0.0,27,"Public Health Services, US Dept of Health and Human Services"
Annual Review of Plant Biology,15.802,307,29,74,4225,742619.0,2250,0.012,0.0135135135135135,74,30.74,145.69,29,Annual Reviews Inc.
Journal of Political Economy,15.657,225,30,95,1249,888669.0,620,0.0096774193548387,0.1052631578947368,91,4.98,41.63,48,University of Chicago Press
Nature Cell Biology,15.575,420,188,683,6315,6089770.0,9646,0.0103669914990669,0.1800878477306003,613,13.93,33.59,27,Nature Research
Molecular Cell,15.376,459,384,1075,16233,9958814.0,14088,0.034213515048268,0.0753488372093023,1057,12.15,42.27,29,Cell Press
Genes and Development,14.948,489,261,885,14931,8099598.0,12239,0.0208350355421194,0.0327683615819209,884,13.51,57.21,39,Cold Spring Harbor Laboratory Press
Journal of Finance,14.78,370,70,249,3318,2156603.0,1547,0.0517129928894634,0.0963855421686747,242,5.31,47.4,80,Wiley-Blackwell Publishing Ltd
Acta Crystallographica Section A: Foundations and Advances,14.691,92,75,174,2572,1429550.0,7388,0.0048727666486193,0.4137931034482758,171,59.95,34.29,13,John Wiley &amp; Sons Inc.
Nature Physics,14.558,349,288,809,5857,6923455.0,8116,0.0179891572203055,0.3386897404202719,683,10.57,20.34,21,Nature Publishing Group
Advances in Optics and Photonics,14.548,91,10,11,1326,54546.0,236,0.0,0.0909090909090909,10,21.45,132.6,16,Optica Publishing Group (formerly OSA)
Econometrica,14.357,231,65,171,1999,1563923.0,844,0.0533175355450237,0.1637426900584795,168,3.98,30.75,43,Wiley-Blackwell Publishing Ltd
Review of Financial Studies,14.317,250,125,289,5891,2271797.0,1691,0.1046717918391484,0.1141868512110726,285,5.67,47.13,30,Oxford University Press
Annual Review of Biophysics,14.007,178,28,65,2822,618866.0,1282,0.0101404056162246,0.0153846153846153,64,18.95,100.79,17,Annual Reviews Inc.
Annual Review of Genomics and Human Genetics,13.762,134,18,60,2621,490419.0,1082,0.0055452865064695,0.0,60,19.27,145.61,25,Annual Reviews Inc.
Journal of Experimental Medicine,13.544,503,250,858,11550,7471426.0,13194,0.0235713202971047,0.0582750582750582,806,14.6,46.2,128,Rockefeller University Press
Science,13.481,1382,2230,6811,34354,58993467.0,93739,0.0106039108588741,0.3144912641315519,4519,13.23,15.41,145,American Association for the Advancement of Science
Current Opinion in Cell Biology,13.337,284,121,313,7289,2894944.0,4280,0.008411214953271,0.0575079872204472,292,13.32,60.24,37,Elsevier Ltd
Chemical Society Reviews,13.308,673,305,562,32379,4879467.0,14670,0.0174505794137696,0.0302491103202846,558,26.82,106.16,54,Royal Society of Chemistry
American Economic Journal: Macroeconomics,13.255,88,38,19,1642,203747.0,121,0.0495867768595041,0.0,19,6.37,43.21,16,American Economic Association
New England Journal of Medicine,13.149,1231,1580,4893,17493,42618987.0,68592,0.0084120597154187,0.4655630492540363,2038,14.86,11.07,81,Massachussetts Medical Society
Nature Reviews Genetics,13.016,439,179,597,8195,4973715.0,8514,0.0182053089029833,0.5611390284757118,527,14.64,45.78,26,Nature Research
Nature Structural and Molecular Biology,12.732,310,264,687,11244,6030840.0,7185,0.0260264439805149,0.1455604075691411,644,10.65,42.59,23,Nature Research
Journal of Economic Literature,12.686,189,19,57,2086,481594.0,730,0.0068493150684931,0.175438596491228,57,11.08,109.79,32,American Economic Association
Genome Research,12.476,338,171,636,9161,4945613.0,8525,0.0377712609970674,0.0157232704402515,628,14.3,53.57,35,Cold Spring Harbor Laboratory Press
Journal of Financial Economics,12.121,331,101,295,4583,2456764.0,1835,0.0730245231607629,0.1016949152542373,292,5.38,45.38,52,Elsevier B.V.
Review of Economic Studies,12.021,177,59,145,2483,1261391.0,595,0.0319327731092436,0.1448275862068965,145,3.58,42.08,93,Oxford University Press
Cell Stem Cell,11.96,316,196,453,6288,2901739.0,6808,0.0442126909518213,0.1832229580573951,377,14.54,32.08,19,Cell Press
Nature Nanotechnology,11.876,444,217,637,5192,4257701.0,10675,0.0141451990632318,0.2150706436420722,573,17.11,23.93,20,Nature Publishing Group
MMWR Recommendations and Reports,11.834,155,3,24,0,224221.0,833,0.0,0.0833333333333333,24,38.07,0.0,35,Centers for Disease Control and Prevention (CDC)
Trends in Cell Biology,11.582,271,85,233,7016,2136942.0,3119,0.0086566207117665,0.0171673819742489,231,12.68,82.54,35,Elsevier Ltd
Annual Review of Pathology: Mechanisms of Disease,11.49,156,13,61,2126,354211.0,1115,0.0026905829596412,0.0327868852459016,60,20.89,163.54,19,Annual Reviews Inc.
Accounts of Chemical Research,11.396,472,151,508,7739,3863626.0,10964,0.0032834731849689,0.0157480314960629,494,22.54,51.25,58,American Chemical Society
Progress in Polymer Science,11.347,346,48,120,11206,1005251.0,3631,0.0256127788488019,0.0,120,25.49,233.46,51,Elsevier Ltd
Nature Reviews Immunology,11.334,486,186,591,7661,5114141.0,8787,0.0104700125184932,0.5685279187817259,539,14.91,41.19,25,Nature Research
Nature Reviews Cancer,11.332,527,192,611,9785,5241908.0,9151,0.0071030488471205,0.5990180032733224,537,15.0,50.96,25,Nature Publishing Group
Nature Neuroscience,11.165,496,282,810,9581,7105264.0,10085,0.0198314328210213,0.1308641975308642,754,11.54,33.98,28,Nature Research
Neuron,11.049,548,388,1131,23006,9857370.0,13244,0.0517970401691331,0.1335101679929266,1115,11.19,59.29,38,Cell Press
Developmental Cell,10.798,306,221,610,10443,5318427.0,6269,0.0271175626096666,0.1327868852459016,603,10.26,47.25,25,Cell Press
Nature Photonics,10.7,404,244,630,4526,3333097.0,7494,0.0201494528956498,0.4238095238095238,492,11.52,18.55,19,Nature Publishing Group
Acta Mathematica,10.634,80,14,31,435,260283.0,141,0.0,0.064516129032258,31,5.05,31.07,133,Springer Netherlands
Annual Review of Marine Science,10.613,133,17,19,2446,87489.0,281,0.0142348754448398,0.0526315789473684,18,14.79,143.88,17,Annual Reviews Inc.
Academy of Management Journal,10.568,396,70,218,6195,1765136.0,2046,0.0547409579667644,0.0321100917431192,206,6.4,88.5,50,Academy of Management
Quarterly Reviews of Biophysics,10.433,111,12,25,2335,220601.0,317,0.0,0.12,25,11.65,194.58,57,Cambridge University Press
Nature Medicine,10.376,653,499,1203,7456,10952157.0,13593,0.0080188332229824,0.3890274314214463,779,10.16,14.94,31,Nature Research
Cell Metabolism,10.366,368,155,389,5359,3367579.0,5231,0.0267635251385968,0.1053984575835475,382,12.73,34.57,21,Cell Press
Annual Review of Psychology,10.297,298,26,77,4213,625432.0,2101,0.0038077106139933,0.0129870129870129,76,23.69,162.04,74,Annual Reviews Inc.
Trends in Neurosciences,10.277,326,62,233,5978,1919484.0,3722,0.0077915099408919,0.0214592274678111,227,14.53,96.42,48,Elsevier Ltd
Physics Reports,10.205,328,35,141,12775,1169270.0,2938,0.0044247787610619,0.0638297872340425,137,20.68,365.0,55,Elsevier B.V.
Endocrine Reviews,10.165,317,29,101,8142,852330.0,2486,0.0032180209171359,0.0594059405940594,99,24.76,280.76,46,The Endocrine Society
Trends in Biochemical Sciences,10.112,309,88,240,6128,2202212.0,2672,0.0116017964071856,0.0625,220,9.87,69.64,50,Elsevier Ltd
"Astrophysical Journal, Supplement Series",10.058,286,125,439,8543,3486191.0,6955,0.0242990654205607,0.1207289293849658,439,16.31,68.34,40,American Astronomical Society
Administrative Science Quarterly,9.992,218,15,61,1565,462313.0,397,0.0554156171284634,0.1639344262295081,56,4.55,104.33,47,Johnson School at Cornell University
Materials Science and Engineering R: Reports,9.991,182,30,34,6229,395678.0,819,0.0048840048840048,0.0,34,24.18,207.63,33,Elsevier B.V.
Progress in Materials Science,9.937,255,13,66,3693,478771.0,1245,0.0024096385542168,0.0909090909090909,63,18.13,284.08,56,Elsevier Ltd
Aldrichimica Acta,9.926,62,6,29,563,206029.0,355,0.0056338028169014,0.2758620689655172,23,7.95,93.83,34,Aldrich
Critical Reviews in Biochemistry and Molecular Biology,9.835,130,32,68,4770,578182.0,677,0.0044313146233382,0.1323529411764706,60,9.2,149.06,54,Informa Healthcare
American Journal of Human Genetics,9.81,339,205,633,6917,5272094.0,7970,0.0282308657465495,0.0774091627172195,581,11.46,33.74,76,Cell Press
Microbiology and Molecular Biology Reviews,9.801,287,26,85,5903,760919.0,1265,0.0079051383399209,0.0352941176470588,83,12.7,227.04,28,American Society for Microbiology
Nature Biotechnology,9.62,531,366,1168,5980,9559895.0,10603,0.0160331981514665,0.4357876712328767,612,9.04,16.34,37,Nature Research
Trends in Ecology and Evolution,9.614,396,107,339,6531,2830099.0,4339,0.0218944457248213,0.0943952802359882,250,12.38,61.04,40,Elsevier Ltd
Annual Review of Physical Chemistry,9.603,189,22,83,2368,631165.0,1538,0.0032509752925877,0.0481927710843373,81,12.58,107.64,39,Annual Reviews Inc.
"Vital and health statistics. Series 13, Data from the National Health Survey",9.545,31,1,4,26,38111.0,24,0.0416666666666666,0.25,4,8.0,26.0,34,U.S. National Center for Health Statistics
EMBO Journal,9.481,441,358,1086,18892,10027964.0,10336,0.0167376160990712,0.0248618784530386,1082,9.66,52.77,44,Springer Science and Business Media Deutschland GmbH
Nano Letters,9.38,569,853,2313,30233,18139805.0,31323,0.0588066277176515,0.0246433203631647,2310,13.05,35.44,25,American Chemical Society
Academy of Management Review,9.35,320,30,163,3384,1239790.0,2076,0.0178227360308285,0.0920245398773006,151,7.55,112.8,43,Academy of Management
Nature Reviews Neuroscience,9.319,493,174,588,8968,4706150.0,7720,0.010880829015544,0.6071428571428571,518,12.35,51.54,26,Springer Nature
Journal of Clinical Investigation,9.316,558,438,1264,22847,10408556.0,17309,0.0116124559477728,0.0917721518987341,1107,12.58,52.16,81,American Society for Clinical Investigation
Annual Review of Microbiology,9.253,220,30,82,3114,701541.0,1124,0.0062277580071174,0.048780487804878,80,12.96,103.8,74,Annual Reviews Inc.
Epigenetics and Chromatin,9.161,70,21,3,954,105182.0,21,0.0,0.0,3,7.0,45.43,17,BioMed Central Ltd
Surface Science Reports,9.137,131,10,40,2089,313040.0,741,0.0040485829959514,0.025,39,19.75,208.9,45,Elsevier B.V.
Immunological Reviews,8.966,262,116,357,15981,2934520.0,4645,0.0129171151776103,0.042016806722689,340,13.66,137.77,57,Wiley-Blackwell Publishing Ltd
Political Analysis,8.839,89,22,86,850,603663.0,339,0.0383480825958702,0.2209302325581395,74,1.72,38.64,27,Cambridge University Press
Astronomy and Astrophysics Review,8.825,84,11,22,2639,168263.0,334,0.0089820359281437,0.0,22,16.13,239.91,35,Springer Verlag
Nature Methods,8.798,408,312,800,4592,6550241.0,8063,0.0197197073049733,0.35,680,10.13,14.72,22,Nature Research
American Economic Review,8.759,380,244,606,5099,5009669.0,2725,0.0278899082568807,0.2145214521452145,583,4.05,20.9,50,American Economic Association
Pharmacological Reviews,8.749,264,22,53,9201,562234.0,1078,0.0074211502782931,0.0566037735849056,52,19.59,418.23,76,Elsevier Inc.
MMWR Surveillance Summaries,8.676,119,0,31,0,212134.0,799,0.0,0.0,31,29.59,0.0,22,Centers for Disease Control and Prevention (CDC)
Journal of Cell Biology,8.667,422,412,1497,19579,12075421.0,11613,0.0395246706277447,0.2271209084836339,1396,7.71,47.52,71,Rockefeller University Press
Trends in Genetics,8.659,253,72,276,4846,2200442.0,2884,0.0138696255201109,0.0471014492753623,264,11.37,67.31,41,Elsevier Ltd
Ecology Letters,8.607,330,146,387,7916,3278696.0,4574,0.0386969829470922,0.0645994832041343,384,10.97,54.22,28,Wiley-Blackwell Publishing Ltd
The Lancet Neurology,8.538,379,246,658,8564,4983295.0,6551,0.0201495954816058,0.4012158054711246,243,9.8,34.81,24,Elsevier Ltd
Reports on Progress in Physics,8.452,259,46,105,10461,969591.0,1511,0.0026472534745201,0.0666666666666666,105,14.67,227.41,88,IOP Publishing Ltd.
Journal of the American College of Cardiology,8.41,512,935,2508,23838,21410134.0,23291,0.0595079644497874,0.2803030303030303,1465,8.98,25.5,43,Elsevier Inc.
"Vital and health statistics. Series 11, Data from the National Health Survey",8.41,13,2,2,58,18211.0,48,0.0208333333333333,0.0,2,6.0,29.0,27,U.S. National Center for Health Statistics
Behavioral and Brain Sciences,8.39,183,224,800,3554,5087006.0,947,0.010559662090813,0.72375,32,1.06,15.87,48,Cambridge University Press
Journal of Clinical Oncology,8.326,646,1213,3723,32547,28773443.0,40692,0.0490514105966774,0.2409347300564061,2412,11.02,26.83,43,Lippincott Williams and Wilkins
Trends in Cognitive Sciences,8.248,375,95,262,5339,2205741.0,3078,0.0191682910981156,0.0916030534351145,210,9.2,56.2,29,Elsevier Ltd
PLoS Genetics,8.111,282,470,1049,27218,7847404.0,10125,0.0302222222222222,0.0543374642516682,1029,9.11,57.91,21,Public Library of Science
Epidemiologic Reviews,8.043,122,13,33,1335,264487.0,679,0.0,0.0,33,10.52,102.69,47,Oxford University Press
Current Opinion in Genetics and Development,7.948,203,99,254,5286,2224585.0,2467,0.0093230644507498,0.0708661417322834,236,9.42,53.39,35,Elsevier Ltd
Review of Economics and Statistics,7.882,211,78,178,2902,1427874.0,808,0.0185643564356435,0.1516853932584269,178,3.86,37.21,47,MIT Press Journals
PLoS Biology,7.847,316,285,843,12595,6529296.0,8915,0.0089736399326977,0.1565836298932384,809,9.6,44.19,23,Public Library of Science
National Health Statistics Reports,7.755,83,12,34,271,279838.0,524,0.0229007633587786,0.0588235294117647,34,18.5,22.58,17,U.S. National Center for Health Statistics
Systematic Biology,7.641,208,52,204,3476,1551628.0,2258,0.0686448184233835,0.0490196078431372,198,10.1,66.85,53,Oxford University Press
Reviews of Geophysics,7.553,207,17,62,3673,424635.0,771,0.0038910505836575,0.032258064516129,62,10.49,216.06,63,John Wiley and Sons Inc
Current Opinion in Structural Biology,7.528,223,102,312,5181,2522926.0,2866,0.015003489183531,0.1089743589743589,276,9.44,50.79,35,Elsevier Ltd
Current Opinion in Immunology,7.326,215,121,325,6601,2660726.0,3361,0.0130913418625409,0.0769230769230769,288,9.94,54.55,38,Elsevier Ltd
Current Opinion in Neurobiology,7.31,256,112,288,6410,2421141.0,2471,0.0210441116956697,0.1006944444444444,266,7.45,57.23,35,Elsevier Ltd
Experimental Economics,7.146,68,27,93,838,632897.0,316,0.0822784810126582,0.3870967741935484,91,2.21,31.04,23,Cambridge University Press
Annals of Mathematics,7.114,145,92,159,2862,1433252.0,561,0.017825311942959,0.1635220125786163,159,3.37,31.11,30,Department of Mathematics at Princeton University
American Political Science Review,7.096,215,46,137,3096,1103616.0,676,0.044378698224852,0.1897810218978102,127,4.29,67.3,120,Cambridge University Press
Inventiones Mathematicae,7.06,132,58,198,1882,1493794.0,573,0.0174520069808027,0.2121212121212121,197,2.69,32.45,60,Springer New York
Progress in Surface Science,7.048,92,10,35,1981,250102.0,375,0.0053333333333333,0.0857142857142857,33,11.11,198.1,54,Elsevier Ltd
Psychological Bulletin,7.021,379,56,142,7707,1144069.0,2206,0.0126926563916591,0.0774647887323943,140,12.21,137.63,122,American Psychological Association
Journal of Economic Perspectives,7.014,239,53,145,2176,1137370.0,1063,0.0150517403574788,0.1448275862068965,136,5.86,41.06,33,American Economic Association
Clinical Microbiology Reviews,6.944,340,35,104,10711,827900.0,2085,0.0071942446043165,0.0192307692307692,103,15.88,306.03,37,American Society for Microbiology
Journal of Accounting and Economics,6.909,197,36,106,3263,825068.0,536,0.2014925373134328,0.0849056603773584,105,3.61,90.64,47,Elsevier B.V.
Proceedings of the National Academy of Sciences of the United States of America,6.898,896,4057,11285,151806,89036412.0,116385,0.0281221806933883,0.0506867523260965,10557,9.7,37.42,72,National Academy of Sciences
Plant Cell,6.869,412,308,868,18951,7051692.0,8381,0.0715905023266913,0.1002304147465437,813,8.62,61.53,37,American Society of Plant Biologists
Cell Host and Microbe,6.823,255,127,372,5333,1872576.0,3450,0.0333333333333333,0.1827956989247312,355,9.67,41.99,19,Cell Press
Biochimica et Biophysica Acta - Reviews on Cancer,6.819,166,51,102,6551,861039.0,1246,0.0120385232744783,0.0686274509803921,96,10.89,128.45,52,Elsevier B.V.
JAMA Psychiatry,6.767,417,150,495,7529,3959260.0,5779,0.0162657899290534,0.1898989898989899,400,10.22,50.19,13,American Medical Association
Nature Reviews Microbiology,6.596,393,198,556,8750,4314197.0,5229,0.0172117039586919,0.4910071942446043,474,9.59,44.19,23,Nature Research
Journal of the American Mathematical Society,6.591,116,35,107,1060,803531.0,448,0.0133928571428571,0.1869158878504672,107,4.25,30.29,38,American Mathematical Society
Molecular Systems Biology,6.588,178,113,258,5237,1995480.0,2812,0.0266714082503556,0.0736434108527131,251,9.35,46.35,21,Springer Science and Business Media Deutschland GmbH
Strategic Management Journal,6.578,351,74,220,5610,1688815.0,1685,0.0646884272997032,0.05,220,5.13,75.81,46,John Wiley and Sons Ltd
International Organization,6.57,168,25,77,1455,608482.0,462,0.0367965367965368,0.0519480519480519,75,6.06,58.2,79,Cambridge University Press
Nature Reviews Drug Discovery,6.569,412,241,519,7469,4415595.0,5967,0.0120663650075414,0.3969171483622351,413,10.42,30.99,24,Nature Research
Living Reviews in Relativity,6.552,101,7,21,1952,166726.0,258,0.0077519379844961,0.0,21,13.75,278.86,28,Springer International Publishing AG
Molecular Psychiatry,6.533,261,138,392,6786,3062366.0,4041,0.0321702548874041,0.0918367346938775,297,10.56,49.17,30,Springer Nature
Organization Science,6.532,294,73,178,5936,1410741.0,1076,0.0920074349442379,0.1067415730337078,174,5.03,81.32,30,INFORMS Institute for Operations Research and the Management Sciences
The Lancet,6.527,936,1709,4854,21755,38225808.0,33369,0.0197189007761694,0.511536876802637,1181,6.86,12.73,203,Elsevier B.V.
Circulation,6.52,691,968,3322,38238,26106547.0,34297,0.0378167186634399,0.287778446718844,2530,9.65,39.5,76,Lippincott Williams and Wilkins
Journal of Labor Economics,6.509,136,26,65,969,538297.0,217,0.032258064516129,0.1538461538461538,65,2.61,37.27,37,University of Chicago Press
Seminars in Immunology,6.484,153,50,147,4139,1164648.0,1413,0.0035385704175513,0.0952380952380952,129,8.14,82.78,37,Academic Press
Development (Cambridge),6.481,369,427,1224,23507,10160125.0,8960,0.071875,0.040032679738562,1219,6.96,55.05,39,Company of Biologists Ltd
Nature Chemistry,6.459,308,254,190,6683,1192801.0,1503,0.040585495675316,0.2736842105263158,158,7.91,26.31,17,Nature Publishing Group
Physical Review Letters,6.45,723,3249,11328,84290,85485518.0,87115,0.0740859783045399,0.0792725988700565,11051,7.81,25.94,68,American Physical Society
Annals of Internal Medicine,6.42,445,690,1623,10647,12915271.0,10774,0.019862632262855,0.5292667898952557,794,6.22,15.43,81,American College of Physicians
Nature Chemical Biology,6.383,272,187,556,5535,4097777.0,4750,0.0197894736842105,0.2787769784172662,480,8.92,29.6,21,Nature Research
The Lancet Infectious Diseases,6.377,304,192,519,6646,3752561.0,3282,0.0176721511273613,0.3911368015414258,179,6.01,34.61,25,Elsevier Ltd
Personality and Social Psychology Review,6.362,194,28,55,2822,479141.0,514,0.0194552529182879,0.1636363636363636,54,6.68,100.79,29,SAGE Publications Inc.
JAMA,6.346,794,1205,3503,13594,27993044.0,26208,0.0159874847374847,0.5169854410505281,1610,7.15,11.28,143,American Medical Association
Trends in Immunology,6.247,265,66,252,4436,1919845.0,2633,0.0140524116976832,0.0595238095238095,235,9.92,67.21,31,Elsevier Ltd
Blood,6.225,540,1656,4963,58323,37435591.0,40752,0.0771986650961916,0.1736852710054402,3987,8.02,35.22,80,Elsevier B.V.
Advanced Materials,6.223,675,787,2194,37961,16338274.0,25104,0.0469247928616953,0.0305378304466727,2173,10.98,48.24,37,Wiley-Blackwell
Brain Cell Biology,6.204,21,0,18,0,72091.0,83,0.0,0.1666666666666666,16,4.61,0.0,2,Springer Publishing Company
Journal of Accounting Research,6.179,179,34,120,1544,837544.0,505,0.0673267326732673,0.15,110,4.21,45.41,30,Wiley-Blackwell Publishing Ltd
Current Opinion in Plant Biology,6.089,242,113,308,5969,2438871.0,3220,0.0307453416149068,0.0422077922077922,286,9.62,52.82,28,Elsevier Ltd
Molecular Biology and Evolution,6.083,256,256,792,14004,5869985.0,8256,0.0463905038759689,0.077020202020202,790,5.5,54.7,43,Oxford University Press
Journal of Neuroscience,6.058,515,1714,4606,91841,36282335.0,37625,0.0862724252491694,0.0458098132870169,4494,7.71,53.58,45,Society for Neuroscience
Trends in Plant Science,6.045,325,88,281,7063,2169920.0,3068,0.0250977835723598,0.0355871886120996,254,10.38,80.26,30,Elsevier Ltd
Molecular and Cellular Biology,6.029,361,450,1866,24297,14602930.0,12221,0.028966533016938,0.037513397642015,1865,6.37,53.99,45,Taylor and Francis Ltd.
JAMA Internal Medicine,6.006,403,433,1377,8929,10373438.0,10156,0.0175265852697912,0.3442265795206972,757,6.69,20.62,13,American Medical Association
Trends in Molecular Medicine,6.004,213,62,184,5590,1508373.0,2334,0.0029991431019708,0.0217391304347826,183,11.54,90.16,26,Elsevier Ltd
Nature Protocols,5.965,320,170,804,6576,4104270.0,7417,0.0160442227315626,0.0609452736318407,804,9.5,38.68,20,Springer Nature
Angewandte Chemie - International Edition,5.921,667,1751,5134,84162,38005594.0,54408,0.0655602117335685,0.0344760420724581,5121,10.65,48.07,64,John Wiley and Sons Ltd
Cancer and Metastasis Reviews,5.899,175,60,152,7243,1203673.0,1658,0.0102533172496984,0.1118421052631579,142,9.62,120.72,44,Springer
FEMS Microbiology Reviews,5.897,261,49,144,8779,1062898.0,1694,0.0182998819362455,0.0347222222222222,138,12.58,179.16,36,Oxford University Press
Laser and Photonics Reviews,5.851,157,48,89,4514,508365.0,742,0.013477088948787,0.2134831460674157,79,9.29,94.04,19,Wiley-VCH Verlag
Nano Today,5.824,190,63,112,3753,746311.0,1089,0.017447199265381,0.25,83,9.25,59.57,21,Elsevier B.V.
Cell Death and Differentiation,5.774,271,190,601,8979,4703599.0,5157,0.022493697886368,0.0765391014975041,539,8.83,47.26,32,Springer Nature
Journal of Monetary Economics,5.744,158,84,341,2299,2375752.0,904,0.0597345132743362,0.3343108504398827,302,2.01,27.37,51,Elsevier B.V.
Brain,5.739,391,345,979,18004,7466863.0,9679,0.0335778489513379,0.1123595505617977,830,8.93,52.19,147,Oxford University Press
Journal of the National Cancer Institute,5.726,394,386,1154,8238,8856810.0,7371,0.0229276895943562,0.3934142114384749,585,6.15,21.34,86,Oxford University Press
American Journal of Political Science,5.725,215,60,181,2983,1362089.0,790,0.0329113924050632,0.1381215469613259,181,3.34,49.72,32,Wiley-Blackwell Publishing Ltd
The Lancet Oncology,5.717,432,294,818,6120,6044918.0,5811,0.0132507313715367,0.4254278728606357,378,8.26,20.82,26,Elsevier Ltd
American Journal of Respiratory and Critical Care Medicine,5.714,436,485,1437,16867,11025933.0,10847,0.0637042500230478,0.2825330549756437,879,7.0,34.78,33,American Thoracic Society
Annual Review of Clinical Psychology,5.711,158,25,53,3255,416942.0,643,0.0108864696734059,0.0377358490566037,51,11.17,130.2,20,Annual Reviews Inc.
Molecular Biology of the Cell,5.703,250,415,1385,20488,10464423.0,8363,0.0394595240942245,0.0490974729241877,1384,5.91,49.37,36,American Society for Cell Biology
Annual Review of Medicine,5.692,182,31,103,2336,782086.0,1326,0.004524886877828,0.029126213592233,103,14.24,75.35,75,Annual Reviews Inc.
Journal of the Royal Statistical Society. Series B: Statistical Methodology,5.671,159,30,143,1093,971066.0,659,0.0242792109256449,0.1818181818181818,140,4.15,36.43,29,Oxford University Press
Progress in Neurobiology,5.631,264,87,175,18259,1448698.0,2019,0.0123823675086676,0.0285714285714285,171,11.43,209.87,55,Elsevier Ltd
Psychological Review,5.624,249,65,165,6936,1250623.0,1500,0.04,0.1575757575757575,163,6.91,106.71,132,American Psychological Association
Nuclear Receptor Signaling,5.618,35,5,34,685,114771.0,293,0.0,0.088235294117647,34,9.95,137.0,11,SAGE Publications Ltd
Circulation Research,5.615,402,400,1212,17792,9530660.0,9956,0.0461028525512253,0.1328382838283828,905,7.63,44.48,73,Lippincott Williams and Wilkins
Journal of Applied Psychology,5.589,353,86,359,7178,2489725.0,2512,0.0736464968152866,0.0612813370473537,358,5.04,83.47,109,American Psychological Association
Journal of Marketing,5.573,296,50,167,3043,1229363.0,1167,0.0616966580976863,0.0479041916167664,165,5.74,60.86,38,American Marketing Association
Human Molecular Genetics,5.572,307,390,1213,20603,8936627.0,10244,0.0371925029285435,0.0346248969497114,1212,8.31,52.83,34,Oxford University Press
Journal of Personality and Social Psychology,5.57,447,136,453,8688,3325528.0,3278,0.0567419158023184,0.0485651214128035,452,6.23,63.88,61,American Psychological Association
Trends in Pharmacological Sciences,5.544,252,80,261,5902,1980977.0,3060,0.0081699346405228,0.053639846743295,247,11.86,73.78,47,Elsevier Ltd
Annual Review of Entomology,5.513,239,31,75,3772,617046.0,1027,0.0077896786757546,0.08,73,13.2,121.68,61,Annual Reviews Inc.
Annals of Statistics,5.507,202,123,363,3709,2673680.0,1395,0.1111111111111111,0.1900826446280991,353,3.6,30.15,29,Institute of Mathematical Statistics
Annals of Neurology,5.498,340,328,741,8230,6124544.0,5979,0.0282655962535541,0.2402159244264507,522,8.12,25.09,49,John Wiley &amp; Sons Inc.
