Title,SJR,H index,Total Docs. (2006),Total Docs. (3years),Total Refs.,Est. value (USD) (2006),Total Cites (3years),Self-Cites/Total Cites (3years),Uncited Docs./Total Docs. (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Coverage_Duration,Publisher
Journal of Finance,11.84,370,88,273,3727,2361436.0,1586,0.094577553593947,0.0805860805860805,269,4.62,42.35,80,Wiley-Blackwell Publishing Ltd
Annual Review of Biophysics,11.786,178,20,60,2237,523301.0,1171,0.0111016225448334,0.05,58,18.67,111.85,17,Annual Reviews Inc.
"Astrophysical Journal, Supplement Series",11.321,286,133,440,9379,3344537.0,5811,0.0273618998451213,0.0772727272727272,440,8.56,70.52,40,American Astronomical Society
National Vital Statistics Reports,11.304,120,7,29,0,250626.0,930,0.0,0.0344827586206896,29,31.0,0.0,27,"Public Health Services, US Dept of Health and Human Services"
Microbiology and Molecular Biology Reviews,11.239,287,36,87,9836,783465.0,1658,0.0144752714113389,0.0114942528735632,86,17.57,273.22,28,American Society for Microbiology
Trends in Biochemical Sciences,10.783,309,100,332,5250,2990135.0,4377,0.0043408727438885,0.0632530120481927,323,12.63,52.5,50,Elsevier Ltd
Neuron,10.751,548,385,1227,18735,10635800.0,15802,0.0430325275281609,0.1059494702526487,1216,11.88,48.66,38,Cell Press
Developmental Cell,10.665,306,193,611,7822,5180167.0,6366,0.0235626767200754,0.1374795417348608,597,10.15,40.53,25,Cell Press
Journal of Financial Economics,10.63,331,88,213,3542,1842218.0,1115,0.0825112107623318,0.0704225352112676,213,3.88,40.25,52,Elsevier B.V.
Science,10.542,1382,2262,7007,32697,61027448.0,87152,0.0115545254268404,0.3393749108034822,4708,11.98,14.45,145,American Association for the Advancement of Science
Review of Economic Studies,10.519,177,43,130,1493,1039369.0,453,0.0132450331125827,0.2153846153846154,130,2.67,34.72,93,Oxford University Press
Trends in Cell Biology,10.499,271,89,301,5579,2891905.0,3881,0.0113372842051017,0.0431893687707641,295,12.65,62.69,35,Elsevier Ltd
Nature Medicine,10.345,653,467,1283,6583,11120063.0,16804,0.0065460604617948,0.3710054559625876,895,12.36,14.1,31,Nature Research
New England Journal of Medicine,10.173,1231,1701,3727,18012,33187777.0,63594,0.0099537692235116,0.3241212771666219,2091,17.1,10.59,81,Massachussetts Medical Society
"Vital and health statistics. Series 13, Data from the National Health Survey",9.907,31,3,4,71,41107.0,76,0.0263157894736842,0.0,4,22.0,23.67,34,U.S. National Center for Health Statistics
Materials Science and Engineering R: Reports,9.897,182,14,40,3895,343275.0,758,0.0079155672823219,0.025,40,22.81,278.21,33,Elsevier B.V.
Journal of Cell Biology,9.823,422,525,1333,16990,11965190.0,13639,0.0345333235574455,0.1087771942985746,1323,9.44,32.36,71,Rockefeller University Press
EMBO Journal,9.818,441,539,1456,25673,13675072.0,15415,0.0275056762893285,0.0130494505494505,1454,10.62,47.63,44,Springer Science and Business Media Deutschland GmbH
Nature,9.702,1442,2490,7749,34637,65612714.0,89685,0.0156770920443775,0.4199251516324687,5406,10.92,13.91,157,Nature Research
Nature Materials,9.562,583,234,672,5015,4239765.0,9223,0.0116014312045972,0.1919642857142857,556,13.07,21.43,24,Nature Publishing Group
Astrophysical Journal Letters,9.499,212,55,30,1484,505072.0,998,0.0,0.7,30,42.41,26.98,30,American Astronomical Society
Cell Metabolism,9.413,368,120,113,4204,604055.0,1151,0.0460469157254561,0.2212389380530973,109,10.19,35.03,21,Cell Press
Journal of Economic Literature,9.39,189,20,58,1454,495891.0,476,0.0084033613445378,0.2241379310344827,57,6.43,72.7,32,American Economic Association
Nature Neuroscience,9.344,496,287,844,8617,7052557.0,10075,0.0191563275434243,0.1540284360189573,783,11.9,30.02,28,Nature Research
Surface Science Reports,8.981,131,14,34,4350,296434.0,559,0.0089445438282647,0.0588235294117647,33,9.78,310.71,45,Elsevier B.V.
Current Opinion in Genetics and Development,8.894,203,95,287,4564,2438364.0,2862,0.010482180293501,0.0871080139372822,265,9.99,48.04,35,Elsevier Ltd
Progress in Polymer Science,8.767,346,30,110,5039,874051.0,1939,0.0041258380608561,0.0545454545454545,106,14.81,167.97,51,Elsevier Ltd
Foundations and Trends in Communications and Information Theory,8.765,31,5,4,587,29601.0,51,0.0,0.0,4,12.75,117.4,21,Now Publishers Inc
Nature Structural and Molecular Biology,8.369,310,223,685,6820,5423070.0,5428,0.0187914517317612,0.1941605839416058,640,8.06,30.58,23,Nature Research
JAMA Psychiatry,8.366,417,157,399,7711,3458717.0,6572,0.0196287279367011,0.0902255639097744,386,15.06,49.11,13,American Medical Association
Pharmacological Reviews,8.345,264,37,80,8836,729233.0,1663,0.0036079374624173,0.0375,77,18.65,238.81,76,Elsevier Inc.
Journal of Clinical Investigation,8.093,558,383,1386,17902,10696551.0,19717,0.015976061266927,0.0757575757575757,1311,13.38,46.74,81,American Society for Clinical Investigation
MMWR Recommendations and Reports,8.079,155,17,53,0,447627.0,1102,0.0,0.0188679245283018,53,21.73,0.0,35,Centers for Disease Control and Prevention (CDC)
Chemical Society Reviews,7.972,673,91,177,6228,1418112.0,2557,0.0066484161126319,0.1016949152542373,170,13.53,68.44,54,Royal Society of Chemistry
Current Opinion in Structural Biology,7.934,223,103,299,4917,2410395.0,3122,0.0160153747597693,0.1103678929765886,264,10.62,47.74,35,Elsevier Ltd
Plant Cell,7.873,412,280,790,16250,6471790.0,8371,0.0786047067256002,0.0582278481012658,741,10.25,58.04,37,American Society of Plant Biologists
Reviews of Geophysics,7.873,207,10,42,1740,312125.0,477,0.010482180293501,0.0714285714285714,42,10.33,174.0,63,John Wiley and Sons Inc
Living Reviews in Relativity,7.698,101,6,30,1615,196765.0,407,0.0221130221130221,0.0666666666666666,30,14.09,269.17,28,Springer International Publishing AG
Nano Letters,7.653,569,556,1300,16669,9681147.0,15964,0.0521799047857679,0.0307692307692307,1294,11.33,29.98,25,American Chemical Society
Accounts of Chemical Research,7.648,472,104,311,5581,2660664.0,4935,0.0050658561296859,0.022508038585209,305,16.89,53.66,58,American Chemical Society
Physics Reports,7.556,328,57,202,14881,1629117.0,2672,0.0074850299401197,0.1633663366336633,200,11.02,261.07,55,Elsevier B.V.
Annual Review of Physical Chemistry,7.549,189,23,59,2156,483009.0,823,0.0109356014580801,0.1016949152542373,57,12.0,93.74,39,Annual Reviews Inc.
Advances in Physics,7.506,127,12,29,3110,301662.0,272,0.0147058823529411,0.0,29,9.11,259.17,72,Taylor and Francis Ltd.
Trends in Ecology and Evolution,7.472,396,129,369,5827,3139220.0,3481,0.0281528296466532,0.1300813008130081,292,8.47,45.17,40,Elsevier Ltd
Administrative Science Quarterly,7.42,218,18,50,1563,444374.0,336,0.0357142857142857,0.08,48,3.97,86.83,47,Johnson School at Cornell University
Review of Financial Studies,7.346,250,43,115,1780,1048489.0,388,0.0438144329896907,0.2434782608695652,114,2.8,41.4,30,Oxford University Press
Annual Review of Genomics and Human Genetics,7.343,134,18,50,2421,406462.0,625,0.0192,0.02,50,12.43,134.5,25,Annual Reviews Inc.
Nature Reviews Drug Discovery,7.332,412,162,916,7271,5183857.0,5773,0.0138576130261562,0.6364628820960698,265,5.58,44.88,24,Nature Research
Nature Reviews Genetics,7.321,439,201,605,7789,4808456.0,5447,0.0181751422801542,0.5785123966942148,488,9.54,38.75,26,Nature Research
Nature Reviews Microbiology,7.317,393,151,491,8369,2666855.0,3184,0.01821608040201,0.5804480651731161,236,6.39,55.42,23,Nature Research
MIS Quarterly: Management Information Systems,7.303,283,46,78,3166,636497.0,1606,0.0298879202988792,0.0256410256410256,74,14.52,68.83,45,Management Information Systems Research Center
Trends in Genetics,7.3,253,108,374,5135,3154992.0,3849,0.0142894258248895,0.0401069518716577,357,9.83,47.55,41,Elsevier Ltd
Immunological Reviews,7.282,262,124,334,13441,2539894.0,3786,0.0250924458531431,0.0329341317365269,325,11.49,108.4,57,Wiley-Blackwell Publishing Ltd
Progress in Neurobiology,7.213,264,48,138,10013,1095873.0,2011,0.0069617105917454,0.0289855072463768,137,13.14,208.6,55,Elsevier Ltd
Current Opinion in Neurobiology,7.206,256,100,320,5457,2503810.0,3121,0.0140980454982377,0.08125,296,9.8,54.57,35,Elsevier Ltd
Seminars in Immunology,7.202,153,50,137,4175,1107700.0,1241,0.0088638195004029,0.1386861313868613,120,9.79,83.5,37,Academic Press
American Journal of Human Genetics,7.184,339,248,777,8180,6390999.0,9941,0.0322905140327934,0.0501930501930501,717,12.63,32.98,76,Cell Press
Development (Cambridge),7.171,369,466,1577,26559,12186885.0,12895,0.1005816207832493,0.0317057704502219,1568,8.33,56.99,39,Company of Biologists Ltd
Trends in Neurosciences,7.128,326,91,382,6666,3080572.0,4202,0.0126130414088529,0.0837696335078534,365,10.17,73.25,48,Elsevier Ltd
JAMA,7.095,794,1203,3250,16995,26025747.0,34239,0.0167353018487689,0.4270769230769231,1949,9.82,14.13,143,American Medical Association
Journal of the American Mathematical Society,6.976,116,29,93,1011,701762.0,330,0.003030303030303,0.1397849462365591,93,3.19,34.86,38,American Mathematical Society
Journal of Accounting and Economics,6.943,197,33,103,1127,682821.0,411,0.097323600973236,0.2427184466019417,88,3.77,34.15,47,Elsevier B.V.
Genome Research,6.922,338,174,783,8673,5627665.0,8432,0.0447106261859582,0.0523627075351213,775,10.84,49.84,35,Cold Spring Harbor Laboratory Press
Critical Reviews in Biochemistry and Molecular Biology,6.918,130,16,46,3098,330331.0,390,0.0179487179487179,0.0652173913043478,43,9.82,193.63,54,Informa Healthcare
Annual Review of Psychology,6.855,298,22,75,3282,563241.0,1233,0.0072992700729927,0.0266666666666666,75,14.86,149.18,74,Annual Reviews Inc.
Proceedings of the National Academy of Sciences of the United States of America,6.849,896,3371,9391,128040,75439118.0,101907,0.0306554014935186,0.042381003088063,8996,10.13,37.98,72,National Academy of Sciences
Academy of Management Review,6.844,320,61,116,5265,1009419.0,971,0.0216271884654994,0.0948275862068965,107,6.79,86.31,43,Academy of Management
Biochimica et Biophysica Acta - Reviews on Cancer,6.808,166,33,56,5348,496059.0,725,0.0082758620689655,0.0535714285714285,53,10.11,162.06,52,Elsevier B.V.
American Economic Review,6.806,380,189,524,4011,4139411.0,1722,0.032520325203252,0.2671755725190839,502,2.67,21.22,50,American Economic Association
Journal of the American College of Cardiology,6.763,512,959,2392,26090,18081075.0,22057,0.0726300040803373,0.1831103678929765,1747,9.13,27.21,43,Elsevier Inc.
"Journal of Hepatology, Supplement",6.682,52,0,11,0,47746.0,240,0.0,0.0909090909090909,10,0.0,0.0,9,Elsevier B.V.
Molecular and Cellular Biology,6.657,361,799,2694,42436,20486486.0,19972,0.0573302623673142,0.0274684484038604,2694,7.16,53.11,45,Taylor and Francis Ltd.
Current Opinion in Plant Biology,6.634,242,98,292,4946,2163564.0,3127,0.032619123760793,0.047945205479452,263,10.45,50.47,28,Elsevier Ltd
Strategic Management Journal,6.598,351,62,217,4336,1610333.0,1270,0.0503937007874015,0.1013824884792626,215,4.8,69.94,46,John Wiley and Sons Ltd
Annals of Mathematics,6.527,145,50,171,1553,1233792.0,550,0.009090909090909,0.1929824561403508,171,3.05,31.06,30,Department of Mathematics at Princeton University
Circulation,6.524,691,1275,4266,39141,32169791.0,48544,0.04126153592617,0.1544772620721987,3601,10.27,30.7,76,Lippincott Williams and Wilkins
Reports on Progress in Physics,6.456,259,49,135,12194,1029508.0,1434,0.007670850767085,0.074074074074074,135,10.58,248.86,88,IOP Publishing Ltd.
PLoS Biology,6.415,316,238,678,10373,3899390.0,5813,0.0096335799071047,0.3112094395280236,650,8.68,43.58,23,Public Library of Science
Nature Methods,6.398,408,261,374,3368,2533038.0,2082,0.0254562920268972,0.5401069518716578,189,5.57,12.9,22,Nature Research
Current Opinion in Immunology,6.363,215,114,337,5592,2661263.0,3245,0.0107858243451463,0.0682492581602373,296,9.42,49.05,38,Elsevier Ltd
Organization Science,6.354,294,51,143,3496,1069636.0,983,0.039674465920651,0.1118881118881118,140,5.48,68.55,30,INFORMS Institute for Operations Research and the Management Sciences
Nature Physics,6.256,349,252,62,4110,1176461.0,332,0.0271084337349397,0.4354838709677419,56,5.35,16.31,21,Nature Publishing Group
Seminars in Cell and Developmental Biology,6.248,175,86,201,7357,1563655.0,1487,0.0020174848688634,0.1691542288557214,176,8.29,85.55,33,Elsevier Ltd
American Political Science Review,6.24,215,59,139,2873,1053682.0,756,0.0357142857142857,0.1798561151079136,133,3.98,48.69,120,Cambridge University Press
Trends in Immunology,6.236,265,92,361,5114,2858447.0,3780,0.0129629629629629,0.0858725761772853,325,11.08,55.59,31,Elsevier Ltd
Journal of Economic Growth,6.227,103,12,38,775,301940.0,214,0.0841121495327102,0.2894736842105263,38,4.64,64.58,30,Springer New York
Reviews of Physiology Biochemistry and Pharmacology,6.223,73,8,44,1340,252086.0,537,0.0,0.0,44,8.71,167.5,42,Springer Verlag
Progress in Materials Science,6.216,255,13,45,3729,326480.0,541,0.0,0.2,44,10.84,286.85,56,Elsevier Ltd
Journal of Monetary Economics,6.21,158,107,228,2937,1851819.0,520,0.0442307692307692,0.3991228070175439,187,1.44,27.45,51,Elsevier B.V.
Ecological Monographs,6.184,179,32,92,2623,695658.0,712,0.0140449438202247,0.0652173913043478,91,7.38,81.97,45,John Wiley &amp; Sons Inc.
Psychological Science in the Public Interest,6.184,62,6,19,873,123057.0,192,0.0104166666666666,0.3157894736842105,13,7.0,145.5,25,SAGE Publications Inc.
Cytokine and Growth Factor Reviews,6.179,187,39,132,4661,960257.0,1643,0.0066950699939135,0.0681818181818181,123,12.65,119.51,30,Elsevier Ltd
Molecular Biology of the Cell,6.179,250,462,1384,25175,10312866.0,9572,0.061011282908483,0.028179190751445,1383,6.85,54.49,36,American Society for Cell Biology
Advanced Materials,6.151,675,569,1470,19098,11129226.0,14679,0.0482321684038422,0.0619047619047619,1463,8.62,33.56,37,Wiley-Blackwell
Ecology Letters,6.139,330,142,433,7561,2939792.0,3162,0.075268817204301,0.0300230946882217,431,7.86,53.25,28,Wiley-Blackwell Publishing Ltd
Studies in Second Language Acquisition,6.123,122,21,57,1398,97651.0,248,0.2056451612903226,0.2280701754385964,57,3.82,66.57,48,Cambridge University Press
Annual Review of Medicine,6.103,182,35,91,2983,717932.0,1314,0.002283105022831,0.0439560439560439,91,16.2,85.23,75,Annual Reviews Inc.
Journal of Biology,6.103,57,22,54,892,376148.0,422,0.0047393364928909,0.3333333333333333,51,6.0,40.55,9,BioMed Central Ltd
Nature Reviews Neuroscience,6.031,493,197,664,10486,5138159.0,6016,0.0113031914893617,0.6355421686746988,634,9.37,53.23,26,Springer Nature
Psychological Bulletin,6.019,379,44,142,7444,1047435.0,1866,0.0128617363344051,0.0915492957746478,142,11.13,169.18,122,American Psychological Association
Briefings in Bioinformatics,5.98,159,35,99,2463,657712.0,1270,0.0141732283464566,0.3131313131313131,88,18.36,70.37,26,Oxford University Press
Astronomical Journal,5.966,276,481,1459,25152,10907792.0,7853,0.1628676938749522,0.1459904043865661,1459,4.9,52.29,38,American Astronomical Society
Journal of Neuroscience,5.951,515,1467,3766,71126,29783556.0,32705,0.0846965295826326,0.021773765268189,3756,8.2,48.48,45,Society for Neuroscience
Human Molecular Genetics,5.944,307,349,1065,17785,8044926.0,9923,0.0425274614531895,0.0319248826291079,1062,9.15,50.96,34,Oxford University Press
Journal of the National Cancer Institute,5.91,394,383,1436,8306,10042707.0,9172,0.0182075883122546,0.4247910863509749,555,6.25,21.69,86,Oxford University Press
Nature Biotechnology,5.875,531,474,1259,6007,9424304.0,11496,0.0162665274878218,0.397934868943606,898,8.56,12.67,37,Nature Research
Circulation Research,5.843,402,449,1207,17964,9396559.0,11247,0.0541477727393971,0.0878210439105219,977,9.18,40.01,73,Lippincott Williams and Wilkins
MMWR Surveillance Summaries,5.781,119,14,32,0,270920.0,545,0.0,0.0,32,20.0,0.0,22,Centers for Disease Control and Prevention (CDC)
Progress in Lipid Research,5.773,178,22,57,4087,431244.0,838,0.0059665871121718,0.0,57,14.09,185.77,48,Elsevier Ltd
Current Biology,5.725,376,719,2022,16489,15751696.0,11731,0.0304321882192481,0.244807121661721,1924,5.54,22.93,35,Cell Press
Clinical Microbiology Reviews,5.692,340,35,125,9257,921136.0,2054,0.0053554040895813,0.008,125,15.73,264.49,37,American Society for Microbiology
Journal of Economic Perspectives,5.641,239,48,160,1940,1112618.0,718,0.0181058495821727,0.275,140,3.54,40.42,33,American Economic Association
FEMS Microbiology Reviews,5.625,261,42,126,7457,882583.0,1406,0.0092460881934566,0.0714285714285714,120,9.09,177.55,36,Oxford University Press
Traffic,5.572,152,142,278,7754,2307262.0,1955,0.0501278772378516,0.0863309352517985,275,6.84,54.61,25,Blackwell Munksgaard
Systematic Biology,5.561,208,79,217,4896,1664893.0,2053,0.1018022406234778,0.032258064516129,215,8.28,61.97,53,Oxford University Press
Journal of Personality and Social Psychology,5.549,447,140,423,9688,3231983.0,2796,0.0790414878397711,0.0661938534278959,422,5.05,69.2,61,American Psychological Association
Journal of Cell Science,5.496,319,517,1654,27998,12053420.0,11457,0.0386663175351313,0.0640870616686819,1573,6.42,54.15,60,Company of Biologists Ltd
Psychological Review,5.489,249,43,144,4553,1050897.0,1291,0.0410534469403563,0.0902777777777777,142,8.01,105.88,132,American Psychological Association
Journal of Clinical Oncology,5.478,646,1085,3204,31601,22586622.0,34186,0.0519803428303984,0.2003745318352059,2325,10.27,29.13,43,Lippincott Williams and Wilkins
Inventiones Mathematicae,5.428,132,67,199,2169,1525176.0,454,0.0176211453744493,0.2060301507537688,199,2.04,32.37,60,Springer New York
Catalysis Reviews - Science and Engineering,5.406,118,8,28,1494,218230.0,263,0.0038022813688212,0.25,27,10.44,186.75,57,Taylor &amp; Francis Group LLC
The Lancet,5.311,936,1724,5576,23754,41332084.0,41186,0.0181615111931238,0.4860114777618364,2543,7.51,13.78,203,Elsevier B.V.
Journal of Accounting Research,5.258,179,33,89,1245,754547.0,341,0.0586510263929618,0.2134831460674157,81,3.29,37.73,30,Wiley-Blackwell Publishing Ltd
Journal of Marketing,5.193,296,45,119,2533,890959.0,979,0.0817160367722165,0.042016806722689,117,7.76,56.29,38,American Marketing Association
Accounting Review,5.123,206,43,135,1914,955102.0,589,0.1154499151103565,0.1185185185185185,135,3.52,44.51,30,American Accounting Association
National Health Statistics Reports,5.091,83,14,26,0,193064.0,355,0.0,0.0769230769230769,26,14.71,0.0,17,U.S. National Center for Health Statistics
Academy of Management Journal,5.085,396,70,192,4570,1567089.0,1089,0.0587695133149678,0.1354166666666666,183,4.99,65.29,50,Academy of Management
Diabetes,5.077,379,480,1391,19801,10670313.0,13174,0.0756034613632913,0.0345075485262401,1388,8.94,41.25,74,American Diabetes Association Inc.
Journal of Labor Economics,5.017,136,28,98,923,675475.0,248,0.032258064516129,0.2448979591836734,98,2.18,32.96,37,University of Chicago Press
Blood,5.012,540,1561,4250,55687,30929063.0,38866,0.0803272783409664,0.096,3964,9.0,35.67,80,Elsevier B.V.
Annual Review of Phytopathology,5.001,195,21,69,2783,453870.0,723,0.0248962655601659,0.1014492753623188,69,10.76,132.52,39,Annual Reviews Inc.
Frontiers in Neuroendocrinology,4.979,155,19,34,2954,289331.0,458,0.0109170305676855,0.0294117647058823,32,12.05,155.47,37,Academic Press Inc.
RNA,4.952,196,217,544,9370,3986145.0,3085,0.0852512155591572,0.0974264705882353,542,5.49,43.18,31,Cold Spring Harbor Laboratory Press
Advanced Functional Materials,4.897,428,283,537,12268,3903325.0,4344,0.0448895027624309,0.0484171322160148,534,7.36,43.35,26,Wiley-VCH Verlag
European Heart Journal,4.879,367,646,1172,14388,9198460.0,8035,0.0484131922837585,0.227815699658703,795,6.43,22.27,46,Oxford University Press
Angewandte Chemie - International Edition,4.868,667,1510,3823,66636,27518433.0,33465,0.0719856566562079,0.0635626471357572,3813,8.65,44.13,64,John Wiley and Sons Ltd
Quarterly Reviews of Biophysics,4.868,111,8,38,1768,268168.0,281,0.0,0.3947368421052631,37,3.54,221.0,57,Cambridge University Press
Astronomy and Astrophysics Review,4.857,84,4,8,650,73424.0,62,0.0,0.0,8,9.33,162.5,35,Springer Verlag
Trends in Cognitive Sciences,4.857,375,101,336,4424,2512103.0,2803,0.0267570460221191,0.1547619047619047,294,8.06,43.8,29,Elsevier Ltd
JAMA Internal Medicine,4.844,403,469,1267,11218,9480063.0,10318,0.0197712735026167,0.2194159431728492,894,7.79,23.92,13,American Medical Association
Trends in Plant Science,4.822,325,105,328,4999,2579061.0,2748,0.0287481804949053,0.0792682926829268,307,8.41,47.61,30,Elsevier Ltd
Current Opinion in Microbiology,4.798,208,98,310,4418,2175076.0,2528,0.0126582278481012,0.0870967741935483,279,7.65,45.08,28,Elsevier Ltd
Physical Review Letters,4.781,723,3910,12827,95033,93927870.0,81323,0.0948686103562337,0.2196928354252748,12532,7.14,24.31,68,American Physical Society
Review of Economics and Statistics,4.78,211,58,236,1836,1506521.0,691,0.0202604920405209,0.2542372881355932,236,2.49,31.66,47,MIT Press Journals
Nucleic Acids Research,4.776,675,1094,3392,40114,23505197.0,26970,0.0655913978494623,0.0890330188679245,3381,7.51,36.67,52,Oxford University Press
Monthly Notices of the Royal Astronomical Society,4.769,391,1416,3568,70270,25761639.0,18627,0.2847479465292317,0.1454596412556053,3568,5.13,49.63,57,Oxford University Press
American Journal of Respiratory and Critical Care Medicine,4.754,436,511,1604,16673,11862796.0,12035,0.097548815953469,0.1851620947630922,1108,7.43,32.63,33,American Thoracic Society
Annals of Internal Medicine,4.731,445,520,1771,9384,12207901.0,11108,0.0182751170327691,0.4901185770750988,1041,6.14,18.05,81,American College of Physicians
American Journal of Psychiatry,4.698,405,501,1357,13639,10162485.0,10554,0.0300360053060451,0.2240235814296241,987,6.71,27.22,80,American Psychiatric Association
Annual Review of Entomology,4.693,239,28,68,3817,559004.0,731,0.0232558139534883,0.0294117647058823,66,9.32,136.32,61,Annual Reviews Inc.
Plant Journal,4.68,327,314,948,16834,6717880.0,7070,0.0758132956152758,0.0253164556962025,946,7.38,53.61,35,Wiley-Blackwell Publishing Ltd
ACM Computing Surveys,4.677,232,15,36,2182,278684.0,756,0.0,0.0833333333333333,36,12.0,145.47,57,Association for Computing Machinery (ACM)
Gastroenterology,4.669,482,652,1676,20305,12394955.0,15715,0.0386891504931594,0.2452267303102625,1186,8.8,31.14,81,W.B. Saunders
Journal of the American Chemical Society,4.662,734,3254,9550,133322,66522117.0,80465,0.1042813645684459,0.0293193717277486,9548,8.28,40.97,147,American Chemical Society
American Journal of Sociology,4.658,214,37,101,3525,729780.0,571,0.0367775831873905,0.1089108910891089,101,4.32,95.27,66,University of Chicago
Journal of International Economics,4.654,171,64,184,1757,1377290.0,485,0.0659793814432989,0.2228260869565217,184,2.2,27.45,55,Elsevier B.V.
EMBO Reports,4.63,219,254,743,5801,5557123.0,3599,0.0100027785495971,0.2826379542395693,630,4.8,22.84,26,Springer Science and Business Media Deutschland GmbH
Diabetes Care,4.607,433,685,2063,15430,13849920.0,17188,0.0685361880381661,0.1778962675714978,1590,8.36,22.53,48,American Diabetes Association Inc.
Astrophysical Journal,4.603,499,2744,7503,128413,52630869.0,46834,0.3315753512405517,0.0910302545648407,7500,6.34,46.8,42,American Astronomical Society
Biochimica et Biophysica Acta - Molecular Cell Research,4.592,210,181,367,12293,2767270.0,2412,0.0128524046434494,0.0980926430517711,360,7.18,67.92,44,Elsevier B.V.
Journal of Applied Psychology,4.588,353,113,281,7792,2134560.0,1608,0.0796019900497512,0.0889679715302491,280,3.95,68.96,109,American Psychological Association
Molecular Psychiatry,4.57,261,142,435,6753,3258922.0,3559,0.0615341388030345,0.1218390804597701,364,9.02,47.56,30,Springer Nature
BioEssays,4.568,208,151,475,8869,3522405.0,3000,0.015,0.1621052631578947,447,5.94,58.74,42,John Wiley &amp; Sons Inc.
Brookings Papers on Economic Activity,4.529,99,13,31,380,260891.0,126,0.0238095238095238,0.2903225806451613,29,2.65,29.23,31,Brookings Institution Press
Brain,4.523,391,325,797,16787,5902626.0,7271,0.0448356484665107,0.0765370138017565,717,8.1,51.65,147,Oxford University Press
