Title,SJR,H index,IPP,SNIP,Total Docs. (2012),Total Docs. (3years),Total Refs.,Est. value (USD) (2012),Total Cites (3years),Self-Cites/Total Cites (3years),Uncited Docs./Total Docs. (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Coverage_Duration,Publisher
Nature,17.546,1442,32.0793029871977,8.42900849713869,2562,7383,36328,68789161.0,113044,0.0110664873854428,0.3944196126235947,4392,14.69,14.18,157,Nature Research
Journal of Economic Literature,17.474,189,10.7894736842105,11.6789329708121,24,58,1654,532815.0,823,0.0060753341433778,0.0862068965517241,58,10.43,68.92,32,American Economic Association
Nature Physics,16.355,349,15.8283712784588,5.31153530825289,250,831,5770,7264491.0,10414,0.0139235644324947,0.3044524669073405,659,11.99,23.08,21,Nature Publishing Group
Cancer Cell,16.267,416,24.6120996441281,4.94496058543268,167,443,6507,4066604.0,8149,0.0229476009326297,0.1602708803611738,441,17.95,38.96,24,Cell Press
Review of Financial Studies,16.144,250,5.95989304812834,4.83923231781105,97,381,4447,2959265.0,2711,0.0630763555883437,0.0918635170603674,378,4.7,45.85,30,Oxford University Press
Immunity,15.902,475,20.4485125858124,3.98617925803774,226,608,9913,5817612.0,10696,0.0287958115183246,0.1332236842105263,598,16.05,43.86,32,Cell Press
Nature Nanotechnology,15.706,444,27.1443037974684,7.4827874653916,190,628,4971,5379913.0,13076,0.0124655858060568,0.1592356687898089,566,21.66,26.16,20,Nature Publishing Group
Annual Review of Plant Biology,15.433,307,25.7368421052632,7.01436846705023,27,76,4220,738028.0,2353,0.0084997875053123,0.0131578947368421,76,28.92,156.3,29,Annual Reviews Inc.
Acta Crystallographica Section D: Structural Biology,15.076,155,14.2972350230415,10.4159254741477,187,446,7688,3603651.0,6414,0.0915185531649516,0.2556053811659193,438,14.82,41.11,10,John Wiley &amp; Sons Inc.
Chemical Society Reviews,15.022,673,28.4696789536266,6.63520147944218,412,864,63053,7772672.0,26913,0.0188756363095901,0.0162037037037037,858,25.41,153.04,54,Royal Society of Chemistry
Nature Cell Biology,14.964,420,15.9830188679245,3.18101864558595,190,640,7519,5816080.0,10380,0.0124277456647398,0.146875,572,16.32,39.57,27,Nature Research
Journal of Political Economy,14.808,225,4.23333333333333,4.9452120399515,30,92,1370,829720.0,471,0.019108280254777,0.1195652173913043,91,4.64,45.67,48,University of Chicago Press
Brookings Papers on Economic Activity,14.616,99,4.54545454545455,4.7752238995503,38,87,473,755055.0,226,0.0486725663716814,0.6091954022988506,34,2.02,12.45,31,Brookings Institution Press
Genome Research,14.306,338,14.4612850082372,3.07396896528975,237,614,13162,5545007.0,10291,0.0326498882518705,0.006514657980456,607,15.79,55.54,35,Cold Spring Harbor Laboratory Press
Advances in Optics and Photonics,14.268,91,20.1111111111111,12.3887436666514,8,28,1275,135126.0,686,0.0014577259475218,0.0714285714285714,27,16.35,159.38,16,Optica Publishing Group (formerly OSA)
Nature Reviews Cancer,14.061,527,19.3533653846154,4.8681417375977,179,574,9822,5048697.0,9730,0.0091469681397738,0.5522648083623694,422,14.58,54.87,25,Nature Publishing Group
New England Journal of Medicine,13.984,1231,35.6,13.4144481266548,1505,4766,17135,41915667.0,74179,0.0077245581633615,0.4450272765421737,2177,14.9,11.39,81,Massachussetts Medical Society
American Economic Journal: Macroeconomics,13.967,88,4.28089887640449,4.6929976825712,23,89,1035,501987.0,491,0.0224032586558044,0.1910112359550561,89,4.21,45.0,16,American Economic Association
Annual Review of Pathology: Mechanisms of Disease,13.825,156,22.625,6.15745295615964,18,56,2764,499585.0,1516,0.0,0.0357142857142857,56,29.74,153.56,19,Annual Reviews Inc.
Molecular Cell,13.492,459,14.1172491544532,2.86389950848715,358,1121,14461,10033393.0,14914,0.0272897948236556,0.1061552185548617,1110,13.32,40.39,29,Cell Press
Nature Photonics,13.474,404,19.5467980295567,7.97072198979388,225,680,5386,5716957.0,10356,0.018926226342217,0.3485294117647058,517,14.42,23.94,19,Nature Publishing Group
Science,13.318,1382,26.9887884267631,8.0043039927512,2141,6607,34265,58737462.0,99033,0.0094211020568901,0.2899954593612835,4481,14.21,16.0,145,American Association for the Advancement of Science
Living Reviews in Relativity,13.047,101,18.9047619047619,8.24799498065447,11,21,3349,212267.0,433,0.0300230946882217,0.0,21,24.13,304.45,28,Springer International Publishing AG
Journal of Financial Economics,12.945,331,4.67484662576687,3.61276648863959,126,330,5881,2871647.0,1919,0.0693069306930693,0.0757575757575757,329,4.94,46.67,52,Elsevier B.V.
Genes and Development,12.943,489,11.9304461942257,2.42480041867736,249,767,14570,7276881.0,10724,0.0192092502797463,0.0312907431551499,766,13.71,58.51,39,Cold Spring Harbor Laboratory Press
Cell Stem Cell,12.633,316,22.3357400722022,4.19195503465502,199,557,7377,4956563.0,8990,0.0367074527252502,0.1974865350089766,467,15.62,37.07,19,Cell Press
Nature Reviews Immunology,12.601,486,17.8997429305913,3.97419247987649,167,561,8289,4875877.0,8358,0.0088537927733907,0.5543672014260249,410,14.01,49.63,25,Nature Research
Journal of Experimental Medicine,12.588,503,13.4861717612809,2.9041267136025,194,739,9726,6521502.0,11167,0.017283066177129,0.0378890392422192,700,14.6,50.13,128,Rockefeller University Press
Accounts of Chemical Research,12.299,472,23.0678733031674,5.45457664699456,204,463,10224,4352653.0,11558,0.0044990482782488,0.0107991360691144,453,21.39,50.12,58,American Chemical Society
The Lancet Oncology,12.281,432,15.57195231740359,4.88323356494024,405,872,8459,7217447.0,10150,0.0134975369458128,0.3830275229357798,319,11.11,20.89,26,Elsevier Ltd
Nature Structural and Molecular Biology,12.177,310,11.5615763546798,2.62328304785405,257,733,9435,6397130.0,8485,0.0213317619328226,0.1145975443383356,685,11.03,36.71,23,Nature Research
Neuron,11.948,548,15.6045197740113,3.83764851404916,438,1168,27496,10449144.0,16609,0.0434704076103317,0.1035958904109589,1158,14.09,62.78,38,Cell Press
National Vital Statistics Reports,11.766,120,25.917029820530924,8.741853946422072,11,19,246,195715.0,777,0.018018018018018,0.0,19,39.08,22.36,27,"Public Health Services, US Dept of Health and Human Services"
Physics Reports,11.758,328,24.029702970297,11.6010390808421,43,100,12016,996988.0,2705,0.0055452865064695,0.02,100,26.71,279.44,55,Elsevier B.V.
Nature Neuroscience,11.312,496,14.5263157894737,3.71505042749726,292,848,11751,7251439.0,11734,0.0195159365945116,0.1332547169811321,803,13.12,40.24,28,Nature Research
Trends in Cognitive Sciences,11.126,375,16.1584699453552,5.48414580182368,135,269,6773,2459602.0,3944,0.0233265720081135,0.1301115241635687,188,13.71,50.17,29,Elsevier Ltd
The Lancet Neurology,11.084,379,15.442831898803133,4.691224193720614,220,683,7371,5456537.0,8268,0.0157232704402515,0.383601756954612,254,11.76,33.5,24,Elsevier Ltd
Nature Reviews Neuroscience,11.043,493,16.4466292134831,4.51606369825448,224,529,9644,4805425.0,7577,0.0093704632440279,0.5727788279773157,374,12.24,43.05,26,Springer Nature
Reviews of Geophysics,10.998,207,14.5957446808511,6.63210374403944,26,46,6252,462364.0,734,0.0149863760217983,0.0217391304347826,46,15.63,240.46,63,John Wiley and Sons Inc
Review of Economic Studies,10.973,177,3.13836477987421,3.57827747392922,55,158,2332,1348864.0,596,0.0285234899328859,0.1962025316455696,158,3.25,42.4,93,Oxford University Press
Trends in Cell Biology,10.934,271,12.4632034632035,2.85036342030968,78,252,6553,2143956.0,3488,0.0100344036697247,0.0198412698412698,241,12.62,84.01,35,Elsevier Ltd
Nature Biotechnology,10.87,531,22.0384615384615,4.87137744977143,332,1077,5850,9046620.0,10691,0.0136563464596389,0.3955431754874652,550,10.77,17.62,37,Nature Research
Trends in Ecology and Evolution,10.695,396,17.4137931034483,5.65383961822233,124,351,6297,2956605.0,4548,0.0219876868953386,0.1794871794871795,222,11.14,50.78,40,Elsevier Ltd
Trends in Neurosciences,10.687,326,14.5215053763441,3.62679695818276,77,193,8220,1798119.0,3317,0.0081398854386493,0.0207253886010362,190,16.11,106.75,48,Elsevier Ltd
Pharmacological Reviews,10.673,264,21.8356164383562,6.25739379134795,36,74,12166,650664.0,1848,0.0032467532467532,0.0135135135135135,74,25.96,337.94,76,Elsevier Inc.
Progress in Materials Science,10.637,255,20.5833333333333,11.0572468715418,24,63,7173,536945.0,1405,0.0085409252669039,0.0952380952380952,60,23.95,298.88,56,Elsevier Ltd
Annual Review of Psychology,10.636,298,21.5714285714286,11.4175359794058,23,78,3363,642031.0,2189,0.0031978072179077,0.0128205128205128,77,20.62,146.22,74,Annual Reviews Inc.
Annual Review of Genomics and Human Genetics,10.583,134,13.1525423728814,3.37282262770234,20,59,2402,520158.0,969,0.002063983488132,0.0,59,11.58,120.1,25,Annual Reviews Inc.
American Economic Journal: Applied Economics,10.417,117,4.06422018348624,4.36910651710575,40,112,1691,566331.0,576,0.0329861111111111,0.0892857142857142,109,4.81,42.28,16,American Economic Association
Current Opinion in Cell Biology,10.368,284,11.7515923566879,2.62169196454967,117,335,7497,2942791.0,4481,0.0093729078330729,0.0567164179104477,314,12.15,64.08,37,Elsevier Ltd
Nano Letters,10.269,569,13.2581261950287,3.5105499620977,1067,2602,38899,22398876.0,39523,0.06029400602181,0.0165257494235203,2602,14.24,36.46,25,American Chemical Society
Annual Review of Marine Science,10.066,133,17.6428571428571,6.32489062774225,21,59,2543,311751.0,1177,0.0135938827527612,0.0677966101694915,56,15.53,121.1,17,Annual Reviews Inc.
Reports on Progress in Physics,10.055,259,14.8409090909091,6.60215038433313,67,133,15752,1160262.0,2178,0.0087235996326905,0.0827067669172932,132,14.3,235.1,88,IOP Publishing Ltd.
Progress in Polymer Science,10.002,346,26.6222222222222,11.9256045520144,56,138,13020,1169566.0,4297,0.0200139632301605,0.0,137,29.44,232.5,51,Elsevier Ltd
Microbiology and Molecular Biology Reviews,9.923,287,15.6794871794872,4.58692630419758,29,80,9233,701887.0,1423,0.0028109627547434,0.0125,78,18.13,318.38,28,American Society for Microbiology
Annual Review of Biophysics,9.912,178,12.21875,3.53114814838321,26,65,2702,625429.0,921,0.004343105320304,0.0153846153846153,65,14.04,103.92,17,Annual Reviews Inc.
Academy of Management Journal,9.741,396,7.6096256684492,4.47308597716791,66,192,6016,1602506.0,1995,0.0551378446115288,0.0416666666666666,188,7.93,91.15,50,Academy of Management
Developmental Cell,9.7,306,12.3663793103448,2.69378336905641,254,661,11359,5851236.0,7051,0.0207062827967664,0.1770045385779122,648,9.52,44.72,25,Cell Press
Trends in Biochemical Sciences,9.692,309,12.4369369369369,2.95600600478203,67,248,4672,2025954.0,3283,0.0060919890344197,0.0564516129032258,236,14.46,69.73,50,Elsevier Ltd
"Astrophysical Journal, Supplement Series",9.391,286,16.2009237875289,4.70970706729429,162,431,12380,3690680.0,7334,0.025770384510499,0.0974477958236658,431,15.95,76.42,40,American Astronomical Society
Journal of Cell Biology,9.304,422,9.458984375,2.07714392420146,366,1208,17647,10386074.0,11856,0.0297739541160593,0.1730132450331125,1081,10.09,48.22,71,Rockefeller University Press
Journal of Clinical Oncology,9.281,646,14.907583920431,4.88434765105528,1043,3635,28133,29289865.0,44814,0.0350783237381175,0.2464924346629986,2456,11.24,26.97,43,Lippincott Williams and Wilkins
Ecology Letters,9.245,330,11.1635071090047,3.60619249030389,166,435,8904,3617848.0,5390,0.0358070500927643,0.0229885057471264,430,11.34,53.64,28,Wiley-Blackwell Publishing Ltd
Nature Chemistry,9.163,308,15.0726872246696,3.60237585624764,226,669,6662,3421686.0,8289,0.0121848232597418,0.28101644245142,562,12.35,29.48,17,Nature Publishing Group
Journal of Clinical Investigation,9.108,558,13.2375690607735,3.25587582606787,480,1302,24031,11060421.0,16883,0.0125570100100693,0.0921658986175115,1073,11.92,50.06,81,American Society for Clinical Investigation
Materials Science and Engineering R: Reports,9.047,182,15.615237714995441,5.737970053294992,7,54,896,381009.0,1232,0.0,0.0185185185185185,53,15.62,128.0,33,Elsevier B.V.
The Lancet Infectious Diseases,9.044,304,11.83381784742603,3.867621699065142,275,583,6301,4846800.0,4604,0.0249782797567332,0.3722126929674099,193,8.25,22.91,25,Elsevier Ltd
Annual Review of Microbiology,9.041,220,13.3,3.79479502613741,25,90,2951,708440.0,1471,0.0061182868796736,0.0111111111111111,90,14.21,118.04,74,Annual Reviews Inc.
Cell Metabolism,9.028,368,14.2215189873418,3.15264491496448,199,465,8940,4079606.0,5496,0.0354803493449781,0.1591397849462365,450,11.49,44.92,21,Cell Press
American Economic Review,8.977,380,3.58769230769231,3.61133161145844,263,718,6804,5761799.0,2994,0.0370741482965931,0.2437325905292479,685,3.48,25.87,50,American Economic Association
Quarterly Reviews of Biophysics,8.869,111,10.2941176470588,3.02035806708912,12,34,2943,269656.0,410,0.0,0.0294117647058823,34,12.92,245.25,57,Cambridge University Press
The Lancet,8.868,936,14.244030983004404,4.231622499156351,1783,5027,24973,39962902.0,38368,0.0184268140116763,0.5030833499104834,1235,7.59,14.01,203,Elsevier B.V.
Immunological Reviews,8.842,262,12.1631419939577,3.08535996278209,108,345,15017,2843420.0,4920,0.0093495934959349,0.0202898550724637,331,13.92,139.05,57,Wiley-Blackwell Publishing Ltd
PLoS Biology,8.791,316,10.3958020989505,2.67563112319882,228,802,10180,6490131.0,8205,0.0059719683120048,0.185785536159601,761,9.88,44.65,23,Public Library of Science
Psychological Bulletin,8.786,379,15.2638888888889,7.83102511611823,53,164,9581,1241320.0,2747,0.0120131052056789,0.073170731707317,144,14.3,180.77,122,American Psychological Association
Nature Methods,8.778,408,11.5833333333333,2.93441611662709,349,895,5224,7392451.0,10101,0.0212850212850212,0.358659217877095,677,10.95,14.97,22,Nature Research
American Political Science Review,8.772,215,4.29508196721311,4.06960680903109,46,134,3650,1023597.0,691,0.0535455861070911,0.1492537313432835,125,4.78,79.35,120,Cambridge University Press
Journal of the American College of Cardiology,8.667,512,13.6272727272727,4.73342114722223,904,2730,21445,22011404.0,24564,0.0517830972154372,0.3157509157509157,1618,8.52,23.72,43,Elsevier Inc.
Advanced Materials,8.558,675,14.529226618705,3.89324269541246,881,2268,43204,18503127.0,36380,0.0463716327652556,0.0361552028218694,2236,15.51,49.04,37,Wiley-Blackwell
Nature Medicine,8.525,653,19.9775700934579,4.61931823201474,464,1424,11553,11444240.0,13755,0.0102508178844056,0.4164325842696629,953,8.62,24.9,31,Nature Research
Journal of Economic Perspectives,8.507,239,5.63636363636364,5.64354085894583,43,149,1901,1145765.0,1043,0.009587727708533,0.1610738255033557,143,4.78,44.21,33,American Economic Association
Administrative Science Quarterly,8.446,218,5.86,3.66470777645844,19,56,1631,484044.0,376,0.0239361702127659,0.1785714285714285,50,4.97,85.84,47,Johnson School at Cornell University
EMBO Journal,8.427,441,8.51946902654867,1.87893728139933,391,1151,20331,9129215.0,11059,0.0178135455285288,0.0642919200695047,1143,9.29,52.0,44,Springer Science and Business Media Deutschland GmbH
Systematic Biology,8.358,208,11.9032258064516,4.08670729775711,77,170,5318,1537933.0,2078,0.0842155919153031,0.0411764705882352,157,12.39,69.06,53,Oxford University Press
Academy of Management Review,8.321,320,7.15686274509804,4.79682387771995,36,109,4055,986092.0,1140,0.0394736842105263,0.0642201834862385,104,11.17,112.64,43,Academy of Management
Trends in Genetics,8.272,253,10.7055214723926,2.46100802515141,74,216,5926,1854835.0,2397,0.0095953274926992,0.0462962962962962,200,10.8,80.08,41,Elsevier Ltd
Surface Science Reports,8.249,131,15.2258064516129,7.17945481979259,8,31,1802,264653.0,530,0.0,0.032258064516129,31,16.39,225.25,45,Elsevier B.V.
Genome Biology,8.198,319,10.4162995594714,2.40055280605916,207,639,6049,5234234.0,6089,0.0129742157989817,0.2050078247261345,574,8.32,29.22,26,BioMed Central Ltd
Molecular Systems Biology,8.164,178,10.6526315789474,2.47885758925415,67,318,3598,2196440.0,3662,0.0147460404150737,0.040880503144654,309,11.66,53.7,21,Springer Science and Business Media Deutschland GmbH
Annual Review of Physical Chemistry,8.159,189,13.3947368421053,4.25607811569302,30,77,3391,684600.0,1151,0.0086880973066898,0.0649350649350649,76,13.92,113.03,39,Annual Reviews Inc.
Journal of Advances in Modeling Earth Systems,8.101,103,6.75,2.29903691096843,29,4,1650,141995.0,29,0.0689655172413793,0.25,4,7.25,56.9,15,John Wiley and Sons Inc
MMWR Recommendations and Reports,8.09,155,24.338154986732352,9.192373046799865,3,10,0,120938.0,309,0.0,0.0,10,28.8,0.0,35,Centers for Disease Control and Prevention (CDC)
Clinical Microbiology Reviews,8.087,340,19.1276595744681,9.26947227178397,28,103,8915,809981.0,2298,0.0052219321148825,0.0097087378640776,94,21.51,318.39,37,American Society for Microbiology
JAMA Psychiatry,8.065,417,13.8688946015424,4.46804117934396,147,446,7248,3706908.0,6578,0.0141380358771663,0.132286995515695,401,14.55,49.31,13,American Medical Association
Nano Today,7.995,190,15.712,3.94226188585375,65,176,4074,1207388.0,2276,0.0175746924428822,0.2727272727272727,128,11.48,62.68,21,Elsevier B.V.
Rhinology. Supplement,7.994,5,18.691333539877704,7.16301434083838,1,2,0,4324.0,35,0.0,0.0,2,17.5,0.0,11,Internationl Rhinologic Society
Circulation,7.886,691,12.5305324865657,4.60674062159235,1086,3012,33742,24496013.0,33483,0.0388555386315443,0.2832005312084993,2170,10.87,31.07,76,Lippincott Williams and Wilkins
Nature Protocols,7.875,320,11.8153526970954,3.58775806673482,174,493,6389,3977396.0,6519,0.011658229789845,0.0405679513184584,493,9.05,36.72,20,Springer Nature
American Journal of Human Genetics,7.814,339,11.0100200400802,3.07570748590765,266,548,8901,5113230.0,6385,0.0350822239624119,0.0784671532846715,485,11.34,33.46,76,Cell Press
Annual Review of Medicine,7.813,182,14.0,4.14915092052921,35,99,2486,785243.0,1741,0.0028719126938541,0.0404040404040404,99,18.27,71.03,75,Annual Reviews Inc.
Cold Spring Harbor Perspectives in Biology,7.689,251,12.711070263021304,3.8091639447092582,173,397,19620,2381631.0,4531,0.0194217612006179,0.1007556675062972,397,10.55,113.41,17,Cold Spring Harbor Laboratory Press
Journal of the American Mathematical Society,7.677,116,3.97058823529412,4.54242752283911,35,103,1162,842139.0,435,0.0206896551724137,0.116504854368932,103,3.74,33.2,38,American Mathematical Society
Cell Host and Microbe,7.668,255,12.2810218978102,2.41883660622216,161,407,6993,3328209.0,4214,0.0301376364499288,0.171990171990172,378,9.86,43.43,19,Cell Press
Organization Science,7.667,294,5.06465517241379,3.1603455351303,101,239,8515,1848683.0,1710,0.0432748538011695,0.104602510460251,232,5.34,84.31,30,INFORMS Institute for Operations Research and the Management Sciences
Physical Review X,7.632,198,6.52631578947368,1.90311568400852,72,39,3396,348683.0,273,0.0146520146520146,0.0256410256410256,38,7.0,47.17,15,American Physical Society
American Journal of Political Science,7.6,215,3.73626373626374,3.95378098022618,67,184,3638,1431763.0,864,0.0405092592592592,0.1195652173913043,182,4.06,54.3,32,Wiley-Blackwell Publishing Ltd
Nature Reviews Microbiology,7.599,393,12.1925,3.48633816979828,174,570,8301,4329046.0,5930,0.0128161888701517,0.5228070175438596,416,9.99,47.71,23,Nature Research
Nature Chemical Biology,7.595,272,13.2577030812325,3.39343662987435,186,597,6058,4473500.0,6009,0.0123148610417706,0.2328308207705192,497,8.72,32.57,21,Nature Research
Science Translational Medicine,7.562,303,11.671270718232,2.69366535502866,513,942,10960,6173137.0,5632,0.024325284090909,0.5382165605095541,406,6.1,21.36,17,American Association for the Advancement of Science
IMF Economic Review,7.448,85,2.72222222222222,2.89415744446303,21,82,602,515225.0,267,0.0561797752808988,0.3414634146341463,72,2.82,28.67,16,Palgrave Macmillan Ltd.
PLoS Genetics,7.403,282,8.78402166553825,1.98507272526629,716,1508,42860,12196040.0,15092,0.0451232441028359,0.043103448275862,1494,9.28,59.86,21,Public Library of Science
Endocrine Reviews,7.397,317,19.0240963855422,6.64772459539087,28,90,9080,784344.0,1878,0.0069222577209797,0.0777777777777777,87,15.63,324.29,46,The Endocrine Society
Aldrichimica Acta,7.372,62,11.0526315789474,2.0567948276796,6,24,596,189934.0,229,0.0,0.3333333333333333,19,10.25,99.33,34,Aldrich
Trends in Immunology,7.364,265,10.8666666666667,2.59014943852631,80,224,6589,1845897.0,2737,0.0054804530507855,0.0357142857142857,214,10.49,82.36,31,Elsevier Ltd
Acta Mathematica,7.321,80,3.69230769230769,4.86729897836564,15,40,508,311480.0,148,0.0,0.075,40,3.03,33.87,133,Springer Netherlands
Current Opinion in Genetics and Development,7.259,203,7.82437275985663,1.71756860962846,88,297,4739,2292821.0,2644,0.0075642965204236,0.0673400673400673,279,8.13,53.85,35,Elsevier Ltd
International Organization,7.229,168,3.93421052631579,3.68062252375503,26,76,1937,590445.0,462,0.0454545454545454,0.0789473684210526,75,3.78,74.5,79,Cambridge University Press
Current Opinion in Structural Biology,7.225,223,8.92057761732852,2.25440637140107,106,313,5629,2540587.0,2889,0.0235375562478366,0.1150159744408945,276,8.53,53.1,35,Elsevier Ltd
Annals of Mathematics,7.171,145,3.17083333333333,4.22638832891766,75,241,2390,1760933.0,836,0.0179425837320574,0.1867219917012448,241,3.36,31.87,30,Department of Mathematics at Princeton University
ACS Nano,7.162,504,11.7727097023579,2.65149176979471,1214,2627,55725,18708022.0,34181,0.0624030894356513,0.0308336505519604,2576,12.6,45.9,19,American Chemical Society
American Journal of Psychiatry,7.126,405,12.247311827957,4.13662291970095,236,841,5578,6524588.0,6086,0.0210318764377259,0.3460166468489893,405,7.23,23.64,80,American Psychiatric Association
Personality and Social Psychology Review,7.102,194,8.98305084745763,4.93226315074512,17,63,2744,463701.0,677,0.0073855243722304,0.0952380952380952,63,10.55,161.41,29,SAGE Publications Inc.
Journal of Marketing,7.061,296,6.94610778443114,4.70029479635896,48,173,3409,1305115.0,1580,0.0481012658227848,0.0982658959537572,167,6.19,71.02,38,American Marketing Association
Proceedings of the National Academy of Sciences of the United States of America,6.868,896,9.83056478405316,2.68708364203278,4135,11935,161762,94159270.0,127720,0.0268321327904791,0.0584834520318391,10942,10.01,39.12,72,National Academy of Sciences
Journal of Applied Psychology,6.86,353,6.25675675675676,3.93848427254354,85,295,7649,2237494.0,2586,0.0676720804331013,0.0203389830508474,294,6.77,89.99,109,American Psychological Association
Annals of Statistics,6.848,202,4.02506963788301,3.38639362392792,108,363,3457,2661603.0,1699,0.0835785756327251,0.18732782369146,359,3.67,32.01,29,Institute of Mathematical Statistics
Epidemiologic Reviews,6.797,122,11.1351351351351,5.28267533883993,14,37,1051,285533.0,502,0.0059760956175298,0.027027027027027,37,11.54,75.07,47,Oxford University Press
Inventiones Mathematicae,6.701,132,2.66857142857143,3.52050934286223,60,178,1929,1438274.0,487,0.0123203285420944,0.1853932584269663,177,2.26,32.15,60,Springer New York
Journal of Accounting and Economics,6.639,197,5.04210526315789,3.42397946508311,56,100,2793,925095.0,556,0.1276978417266187,0.11,95,5.61,49.88,47,Elsevier B.V.
Annual Review of Clinical Psychology,6.609,158,12.2923076923077,5.65039877213484,19,65,2366,456703.0,991,0.0090817356205852,0.0153846153846153,65,15.13,124.53,20,Annual Reviews Inc.
Journal of the National Cancer Institute,6.563,394,12.4320987654321,4.29991193236897,333,1094,7933,8438433.0,7108,0.0173044456949915,0.3345521023765996,506,6.23,23.82,86,Oxford University Press
Nature Reviews Drug Discovery,6.54,412,19.3225806451613,5.55173199668297,219,662,7676,4949104.0,7087,0.0121348948779455,0.472809667673716,436,10.66,35.05,24,Nature Research
Publications Mathematiques de l'Institut des Hautes Etudes Scientifiques,6.524,52,2.15789473684211,3.07991502022558,9,19,454,158033.0,45,0.0222222222222222,0.2105263157894736,19,2.62,50.44,63,Springer Verlag
Ecological Monographs,6.493,179,8.9,3.30966030319642,27,92,2768,695591.0,890,0.0089887640449438,0.0760869565217391,89,8.8,102.52,45,John Wiley &amp; Sons Inc.
Annals of Internal Medicine,6.483,445,13.1588132635253,5.79642401388253,671,1950,10403,14637871.0,10495,0.0195331110052405,0.5897435897435898,839,4.47,15.5,81,American College of Physicians
Journal of Monetary Economics,6.464,158,2.18592964824121,2.2085269694928,66,236,1821,1867779.0,524,0.0534351145038167,0.3855932203389831,199,1.74,27.59,51,Elsevier B.V.
Molecular Psychiatry,6.452,261,11.9290540540541,2.75158613217308,153,416,8888,3234667.0,4400,0.0345454545454545,0.125,313,10.52,58.09,30,Springer Nature
Angewandte Chemie - International Edition,6.407,667,10.3650390270467,2.33747903437992,2266,5552,113879,44428632.0,63968,0.0706759629814907,0.0356628242074927,5530,11.07,50.26,64,John Wiley and Sons Ltd
Current Opinion in Immunology,6.393,215,8.78025477707006,1.99689599944976,114,350,5879,2726265.0,3390,0.0056047197640117,0.0828571428571428,314,9.26,51.57,38,Elsevier Ltd
