Title,SJR,H index,IPP,SNIP,Total Docs. (2003),Total Docs. (3years),Total Refs.,Est. value (USD) (2003),Total Cites (3years),Self-Cites/Total Cites (3years),Uncited Docs./Total Docs. (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Coverage_Duration,Publisher
Journal of Political Economy,7.202,225,2.76595744680851,3.93781647627884,42,141,1380,1171689.0,502,0.0159362549800796,0.1843971631205673,141,2.77,32.86,48,University of Chicago Press
Current Opinion in Immunology,7.175,215,11.2464285714286,2.45296569593873,111,335,5803,2680959.0,3737,0.0171260369280171,0.1313432835820895,288,11.07,52.28,38,Elsevier Ltd
Development (Cambridge),7.168,369,7.50755494505495,1.54515532113633,565,1457,32029,12711249.0,12330,0.1466342254663422,0.0212765957446808,1456,8.02,56.69,39,Company of Biologists Ltd
MMWR Recommendations and Reports,7.149,155,25.671161947791276,9.000957953692527,20,66,0,495494.0,1122,0.0,0.0454545454545454,66,18.09,0.0,35,Centers for Disease Control and Prevention (CDC)
Proceedings of the National Academy of Sciences of the United States of America,7.129,896,9.86273276295923,2.521562575979,2845,8414,107067,67854059.0,89847,0.0351709016439057,0.0399334442595673,8014,10.25,37.63,72,National Academy of Sciences
Molecular Biology of the Cell,7.051,250,6.89570552147239,1.38742724363845,406,987,20898,8105903.0,7420,0.0610512129380053,0.0314083080040526,986,7.25,51.47,36,American Society for Cell Biology
Nature Structural and Molecular Biology,6.992,310,9.73694779116466,2.56603594225829,213,770,6245,5918323.0,5746,0.0175774451792551,0.209090909090909,720,7.23,29.32,23,Nature Research
Annual Review of Physical Chemistry,6.876,189,11.6714285714286,4.40190316888042,19,70,2646,506826.0,859,0.0162980209545983,0.0285714285714285,70,10.82,139.26,39,Annual Reviews Inc.
Genome Research,6.795,338,8.46527777777778,2.38001599818344,306,658,11317,5126267.0,6115,0.0732624693376941,0.0744680851063829,584,9.12,36.98,35,Cold Spring Harbor Laboratory Press
Biochimica et Biophysica Acta - Reviews on Cancer,6.667,166,11.2456140350877,2.4484293374387,10,65,1653,506333.0,702,0.0014245014245014,0.1692307692307692,65,11.43,165.3,52,Elsevier B.V.
Quarterly Reviews of Biophysics,6.612,111,10.7692307692308,3.47401382825719,10,27,1991,213207.0,309,0.0097087378640776,0.037037037037037,27,10.0,199.1,57,Cambridge University Press
Reviews of Geophysics,6.599,207,8.79591836734694,4.46582937369783,18,49,2854,405783.0,509,0.0039292730844793,0.1020408163265306,49,9.58,158.56,63,John Wiley and Sons Inc
Current Biology,6.544,376,6.56336178594879,1.20596615522349,636,1858,14892,14741388.0,11810,0.0305673158340389,0.2244348762109795,1672,6.24,23.42,35,Cell Press
Academy of Management Review,6.515,320,6.0990099009901,5.49794476507431,38,109,2878,924026.0,884,0.0237556561085972,0.073394495412844,101,6.62,75.74,43,Academy of Management
Nature Reviews Drug Discovery,6.281,412,12.2790697674419,4.19263750801729,260,232,7253,1214702.0,1355,0.0354243542435424,0.5689655172413793,87,5.84,27.9,24,Nature Research
Trends in Genetics,6.278,253,8.37337662337662,1.84840450329709,133,597,5210,4249150.0,3882,0.0180319422977846,0.3618090452261306,530,5.84,39.17,41,Elsevier Ltd
"Vital and health statistics. Series 13, Data from the National Health Survey",6.27,31,9.71428571428571,5.42712402571485,1,7,28,54955.0,76,0.0,0.0,7,10.6,28.0,34,U.S. National Center for Health Statistics
Journal of Business,6.267,104,2.50746268656716,2.93002620846898,26,67,823,491248.0,215,0.013953488372093,0.1940298507462686,67,2.09,31.65,12,University of Chicago
Trends in Neurosciences,6.238,326,9.88418079096045,2.63160221699384,139,558,6333,3936786.0,4328,0.0097042513863216,0.3064516129032258,486,6.44,45.56,48,Elsevier Ltd
"Vital and health statistics. Series 11, Data from the National Health Survey",6.126,13,11.5,6.15755840019091,0,2,0,15264.0,26,0.0,0.0,2,13.0,0.0,27,U.S. National Center for Health Statistics
Progress in Neurobiology,6.096,264,11.5251396648045,3.82456724775191,46,180,16033,1273283.0,2292,0.0205061082024432,0.0388888888888888,179,13.36,348.54,55,Elsevier Ltd
Current Opinion in Structural Biology,6.07,223,8.78136200716846,2.20917801601072,99,325,4863,2448455.0,2679,0.017170586039567,0.1353846153846153,279,8.0,49.12,35,Elsevier Ltd
American Journal of Human Genetics,6.037,339,9.63778705636743,2.89260565461606,310,1057,10870,8233336.0,10845,0.0666666666666666,0.0605487228003784,969,10.84,35.06,76,Cell Press
Journal of Neuroscience,6.027,515,8.34243097429387,2.05731929616798,1291,3361,65548,26791399.0,30427,0.0923521872021559,0.0217197262719428,3352,8.62,50.77,45,Society for Neuroscience
Annual Review of Psychology,6.015,298,11.4193548387097,7.78734802782553,24,72,3173,527474.0,976,0.0051229508196721,0.0138888888888888,71,13.08,132.21,74,Annual Reviews Inc.
American Economic Review,5.965,380,2.74780701754386,3.57316766554145,186,514,4359,3853895.0,1717,0.0477577169481654,0.2840466926070039,511,2.78,23.44,50,American Economic Association
Psychological Review,5.959,249,8.1578947368421,5.03061948698357,37,117,4318,888144.0,1091,0.0192483959670027,0.1111111111111111,116,8.65,116.7,132,American Psychological Association
Cytokine and Growth Factor Reviews,5.801,187,10.5735294117647,2.40485612972873,47,101,5033,749488.0,1042,0.0143953934740882,0.1089108910891089,94,9.8,107.09,30,Elsevier Ltd
Circulation,5.768,691,10.5602129075183,3.67420147195577,1401,4146,31710,30507308.0,39907,0.0654521763099205,0.1695610226724553,3536,9.39,22.63,76,Lippincott Williams and Wilkins
Reports on Progress in Physics,5.741,259,8.32380952380952,4.79847354104877,43,105,8195,864335.0,923,0.0043336944745395,0.1619047619047619,105,8.59,190.58,88,IOP Publishing Ltd.
Journal of the American Mathematical Society,5.699,116,2.4367816091954,3.97182536856866,35,87,1090,727278.0,219,0.0365296803652968,0.1954022988505747,87,2.47,31.14,38,American Mathematical Society
Human Molecular Genetics,5.69,307,8.29116465863454,2.02009032678796,352,1004,16998,7599840.0,9383,0.0608547372908451,0.0249003984063745,1001,9.13,48.29,34,Oxford University Press
BioEssays,5.62,208,6.93,1.62873788256591,156,456,8875,3481652.0,3172,0.0126103404791929,0.1578947368421052,430,6.06,56.89,42,John Wiley &amp; Sons Inc.
Circulation Research,5.607,402,8.89699570815451,2.23471276083013,414,1242,14392,9010866.0,11122,0.0561949289696097,0.0861513687600644,1014,8.45,34.76,73,Lippincott Williams and Wilkins
Psychological Bulletin,5.571,379,8.56488549618321,5.21073219503021,40,132,7252,964951.0,1314,0.0205479452054794,0.0833333333333333,132,9.07,181.3,122,American Psychological Association
