Title,SJR,H index,IPP,SNIP,Total Docs. (2001),Total Docs. (3years),Total Refs.,Est. value (USD) (2001),Total Cites (3years),Self-Cites/Total Cites (3years),Uncited Docs./Total Docs. (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Coverage_Duration,Publisher
Cell,29.247,925,26.7140255009107,5.13709569340438,357,1120,15314,6823741.0,33112,0.0201437545300797,0.0080357142857142,1111,28.83,42.9,52,Elsevier B.V.
Annual Review of Neuroscience,20.785,269,25.9838709677419,6.73457411959787,41,62,6572,516260.0,1764,0.0107709750566893,0.0,62,27.61,160.29,47,Annual Reviews Inc.
Genes and Development,20.005,489,18.20670995671,3.12135022560862,290,929,16218,5136589.0,18561,0.0307095522870535,0.0086114101184068,928,20.24,55.92,39,Cold Spring Harbor Laboratory Press
Advances in Physics,17.353,127,16.6,9.60448137418884,18,30,3599,208263.0,523,0.0038240917782026,0.0333333333333333,30,18.25,199.94,72,Taylor and Francis Ltd.
Immunity,17.135,475,18.5272331154684,3.44841526540398,168,462,8231,2688291.0,9521,0.0377061233063753,0.0064935064935064,460,19.06,48.99,32,Cell Press
Molecular Cell,16.477,459,15.7065390749601,2.76353096730823,269,627,11511,4044268.0,10924,0.0234346393262541,0.0143540669856459,627,16.6,42.79,29,Cell Press
Microbiology and Molecular Biology Reviews,15.832,287,20.5,7.45347133884179,26,118,5784,524253.0,2609,0.008432349559218,0.0338983050847457,118,18.67,222.46,28,American Society for Microbiology
Current Opinion in Cell Biology,15.204,284,18.9347826086957,3.71001663154412,106,316,5732,1816587.0,5780,0.0114186851211072,0.0949367088607595,288,18.72,54.08,37,Elsevier Ltd
Nature Genetics,15.204,660,22.7244897959184,5.68718620069655,364,1042,7391,5908862.0,20705,0.0162279642598406,0.1084452975047984,896,19.98,20.3,34,Nature Research
Nature Cell Biology,13.841,420,15.0769230769231,2.80153805710944,276,433,8272,2898441.0,5908,0.0280974949221394,0.1662817551963048,405,13.64,29.97,27,Nature Research
Reviews of Modern Physics,13.753,399,16.5652173913043,9.54310634922704,32,161,6156,838829.0,2760,0.006159420289855,0.1428571428571428,161,14.06,192.38,97,American Physical Society
Physiological Reviews,13.59,401,25.1651376146789,8.67890876836286,43,110,19428,659726.0,3026,0.0059484467944481,0.0,110,26.81,451.81,81,American Physiological Society
Quarterly Journal of Economics,13.119,322,4.75609756097561,5.79234576844138,42,123,1621,690920.0,622,0.0466237942122186,0.0975609756097561,123,4.05,38.6,140,Oxford University Press
Pharmacological Reviews,12.716,264,26.655737704918,9.57134162726161,22,66,7351,330463.0,1860,0.0053763440860215,0.0303030303030303,65,23.5,334.14,76,Elsevier Inc.
