Title,SJR,H index,IPP,SNIP,Total Docs. (1999),Total Docs. (3years),Total Refs.,Est. value (USD) (1999),Total Cites (3years),Self-Cites/Total Cites (3years),Uncited Docs./Total Docs. (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Coverage_Duration,Publisher
Econometrica,11.873,231,2.67605633802817,3.80771364646542,52,148,732,273207.0,436,0.027522936,0.27027027,148,2.62,14.08,43,Wiley-Blackwell Publishing Ltd
Advances in Physics,11.67,127,10.84,7.13519528756817,8,26,2220,41898.0,288,0.006944444,0.076923077,25,11.76,277.5,72,Taylor and Francis Ltd.
Trends in Cell Biology,11.658,271,11.2340425531915,2.05141999513591,127,292,3890,665011.0,3166,0.012318383,0.171232877,248,12.53,30.63,35,Elsevier Ltd
Journal of Economic Growth,11.491,103,2.81132075471698,2.41738715533595,16,53,669,83558.0,170,0.129411765,0.245283019,53,1.59,41.81,30,Springer New York
Journal of Political Economy,11.201,225,3.15671641791045,4.3115479397691,55,135,1727,285881.0,504,0.029761905,0.162962963,135,2.98,31.4,48,University of Chicago Press
Journal of Economic Literature,10.402,189,7.79032258064516,10.0840258533137,14,62,1471,71783.0,524,0.007633588,0.064516129,62,6.73,105.07,32,American Economic Association
Molecular and Cellular Biology,10.319,361,9.44901610017889,1.69034927242338,840,2246,49084,4300648.0,22222,0.088335883,0.020480855,2246,9.79,58.43,45,Taylor and Francis Ltd.
Surface Science Reports,10.217,131,11.3243243243243,7.00725076659106,11,38,3337,56215.0,460,0.010869565,0.078947368,38,12.13,303.36,45,Elsevier B.V.
Trends in Neurosciences,10.131,326,15.3148148148148,4.38028545263945,111,357,5429,566376.0,4604,0.015421373,0.170868347,288,12.03,48.91,48,Elsevier Ltd
Annual Review of Biophysics,9.725,178,10.4181818181818,3.1971039649429,14,56,1732,70898.0,649,0.009244992,0.035714286,55,11.83,123.71,17,Annual Reviews Inc.
Journal of Financial Economics,9.621,331,3.66447368421053,3.25096498103101,55,152,1804,277977.0,589,0.157894737,0.164473684,152,3.65,32.8,52,Elsevier B.V.
MMWR Recommendations and Reports,9.589,155,20.450283234649277,6.012903034036855,13,53,0,65663.0,927,0.0,0.056603774,53,17.1,0.0,35,Centers for Disease Control and Prevention (CDC)
Journal of Finance,9.553,370,4.17982456140351,3.91480270585964,78,228,2716,393706.0,1012,0.175889328,0.144736842,228,4.07,34.82,80,Wiley-Blackwell Publishing Ltd
Trends in Genetics,9.388,253,10.597609561753,2.40854589664029,154,432,4194,774824.0,3548,0.016629087,0.284722222,323,9.39,27.23,41,Elsevier Ltd
Current Biology,9.228,376,8.22453016815035,1.39234482067716,588,1204,10840,2949056.0,9127,0.026624302,0.218438538,1166,7.82,18.44,35,Cell Press
Biochimica et Biophysica Acta - Reviews on Cancer,9.146,166,13.7272727272727,2.81932520106586,34,118,965,170243.0,1326,0.005279035,0.211864407,113,10.41,28.38,52,Elsevier B.V.
Administrative Science Quarterly,9.015,218,4.43421052631579,4.3760813081944,26,76,1831,129840.0,369,0.078590786,0.157894737,76,3.84,70.42,47,Johnson School at Cornell University
Nature Medicine,8.926,653,22.8990476190476,5.63366787124338,509,1538,7497,2537224.0,14861,0.012314111,0.422626788,930,9.36,14.73,31,Nature Research
Plant Cell,8.834,412,9.6019801980198,2.69727296283754,196,535,10669,975141.0,5617,0.083318497,0.05046729,522,9.94,54.43,37,American Society of Plant Biologists
Endocrine Reviews,8.572,317,21.7444444444444,7.8169168922015,43,118,10901,212750.0,2107,0.010915994,0.254237288,117,16.34,253.51,46,The Endocrine Society
Nature Structural and Molecular Biology,8.539,310,10.4705882352941,2.76070803336706,253,671,5536,1250869.0,5217,0.01475944,0.195230999,605,7.87,21.88,23,Nature Research
Proceedings of the National Academy of Sciences of the United States of America,8.52,896,9.71446509291813,2.40392492412232,2760,8309,101939,13640241.0,84669,0.03637695,0.050427248,8127,9.88,36.93,72,National Academy of Sciences
Academy of Management Review,8.489,320,6.11111111111111,6.27289055158692,47,100,3550,232123.0,679,0.100147275,0.06,99,5.29,75.53,43,Academy of Management
Review of Economic Studies,7.939,177,1.89473684210526,2.65847164677345,42,95,1151,204883.0,213,0.018779343,0.210526316,95,1.9,27.4,93,Oxford University Press
Current Opinion in Immunology,7.932,215,11.1814946619217,2.41390903401265,107,346,4476,521879.0,3351,0.016711429,0.161849711,312,9.9,41.83,38,Elsevier Ltd
Pharmacological Reviews,7.884,264,15.6981132075472,6.22527634322757,19,57,8938,92566.0,935,0.012834225,0.01754386,57,15.39,470.42,76,Elsevier Inc.
Current Opinion in Neurobiology,7.857,256,9.30035335689046,2.187929299174,108,331,5988,525834.0,2865,0.017102967,0.160120846,305,7.93,55.44,35,Elsevier Ltd
Journal of Economic Perspectives,7.823,239,3.8013698630137,4.49766242360036,51,146,2228,248112.0,621,0.020933977,0.150684932,146,4.37,43.69,33,American Economic Association
Reports on Progress in Physics,7.791,259,7.38095238095238,5.14881393782683,31,84,602,150699.0,653,0.003062787,0.119047619,84,6.76,19.42,88,IOP Publishing Ltd.
Molecular Biology of the Cell,7.716,250,7.16891891891892,1.32557818992212,312,600,17945,1514013.0,4527,0.066710846,0.035,599,7.23,57.52,36,American Society for Cell Biology
Psychological Review,7.7,249,8.67368421052632,6.32539709146019,38,97,4290,184328.0,913,0.036144578,0.082474227,96,6.87,112.89,132,American Psychological Association
Journal of the American Mathematical Society,7.435,116,1.8989898989899,3.21293175509816,34,100,988,163864.0,200,0.015,0.3,99,1.52,29.06,38,American Mathematical Society
Astrophysical Journal Letters,7.405,212,6.4,2.10025948727625,59,192,1624,284140.0,1137,0.00703606,0.229166667,192,5.72,27.53,30,American Astronomical Society
New England Journal of Medicine,7.361,1231,21.7089201877934,10.9751903128969,1185,3521,19003,5700611.0,34266,0.011031343,0.437659756,1753,9.33,16.04,81,Massachussetts Medical Society
MMWR Surveillance Summaries,7.182,119,14.205278806593224,4.242917065051067,13,10,0,62255.0,123,0.0,0.1,10,6.67,0.0,22,Centers for Disease Control and Prevention (CDC)
Trends in Immunology,7.177,265,13.780487804878,3.90231256085762,137,432,4932,655989.0,4892,0.020441537,0.152777778,252,11.32,36.0,31,Elsevier Ltd
BioEssays,7.147,208,7.14108910891089,1.62861890335061,130,427,7428,621990.0,3051,0.013765978,0.154566745,415,7.31,57.14,42,John Wiley &amp; Sons Inc.
Ca-A Cancer Journal for Clinicians,7.084,223,17.2380952380952,10.4121721361157,32,96,1338,152856.0,1383,0.003615329,0.229166667,74,16.95,41.81,76,John Wiley and Sons Inc
Accounts of Chemical Research,7.054,472,9.84931506849315,4.79598876416007,117,221,6085,558441.0,2573,0.01127089,0.009049774,220,10.94,52.01,58,American Chemical Society
Journal of Neuroscience,7.05,515,8.7689668318719,2.23956501890241,1089,2630,55742,5197253.0,24157,0.105849236,0.024714829,2630,8.76,51.19,45,Society for Neuroscience
Nature Neuroscience,7.022,496,6.9469696969697,2.32450086195785,232,152,6756,1106408.0,1064,0.033834586,0.125,139,7.0,29.12,28,Nature Research
Recent Progress in Hormone Research,6.812,80,10.0714285714286,2.45743448283413,19,57,313,90105.0,599,0.0,0.052631579,57,9.74,16.47,48,The Endocrine Society
Quarterly Reviews of Biophysics,6.794,111,9.62962962962963,3.03901014208288,9,29,1537,42661.0,290,0.003448276,0.103448276,29,6.79,170.78,57,Cambridge University Press
Structure,6.698,203,7.22610722610723,2.13871350262867,177,434,7950,836792.0,3317,0.034368405,0.055299539,432,7.23,44.92,33,Cell Press
Catalysis Reviews - Science and Engineering,6.64,118,9.06896551724138,7.71474374145053,7,29,1139,33040.0,303,0.00330033,0.103448276,29,5.72,162.71,57,Taylor &amp; Francis Group LLC
Organization Science,6.6,294,3.25984251968504,2.78572096717592,43,127,3909,202737.0,454,0.204845815,0.220472441,127,2.44,90.91,30,INFORMS Institute for Operations Research and the Management Sciences
Journal of Climate,6.462,344,4.19965277777778,2.03240716287458,230,621,8591,1080188.0,2657,0.230711329,0.140096618,621,3.63,37.35,37,American Meteorological Society
Bulletin of the American Meteorological Society,6.461,244,4.58490566037736,3.19786345785749,75,267,2627,352225.0,1242,0.071658615,0.31835206,267,4.06,35.03,54,American Meteorological Society
Annual Review of Microbiology,6.335,220,9.26086956521739,3.49576722119105,21,72,3270,98266.0,709,0.004231312,0.069444444,70,7.73,155.71,74,Annual Reviews Inc.
Review of Financial Studies,6.273,250,2.02020202020202,2.10890258969198,40,99,1157,186833.0,214,0.098130841,0.282828283,99,1.98,28.93,30,Oxford University Press
Cybermetrics,6.201,15,6.0,3.76072189745463,2,1,34,9322.0,6,0.0,0.0,1,6.0,17.0,16,Centro de Informacion y Documentacion Cientifica
Ion channels,6.169,9,3.350861426336032,3.1635174131805566,0,10,0,0.0,90,0.0,0.2,10,0.0,0.0,4,Plenum Press
Journal of Biological Chemistry,6.161,567,7.17007663643395,1.61284867570507,5316,14516,235400,24747797.0,111154,0.159787322,0.044640397,14515,7.66,44.28,81,American Society for Biochemistry and Molecular Biology Inc.
American Economic Review,6.146,380,2.47235023041475,3.17667248584014,145,443,3380,674721.0,1200,0.045,0.279909707,442,1.93,23.31,50,American Economic Association
Academy of Management Journal,5.986,396,4.18987341772152,3.91280714598971,42,158,2289,194488.0,706,0.053824363,0.088607595,158,3.01,54.5,50,Academy of Management
Journal of Clinical Investigation,5.927,558,10.1528535980149,2.7435818517437,444,2118,17700,2052266.0,21958,0.019947172,0.042965061,2028,10.28,39.86,81,American Society for Clinical Investigation
Current Opinion in Structural Biology,5.917,223,8.01102941176471,2.18166656084113,101,336,4855,466699.0,2395,0.020876827,0.18452381,305,7.07,48.07,35,Elsevier Ltd
Human Molecular Genetics,5.894,307,8.54191980558931,2.36464812899073,292,837,12058,1348299.0,7716,0.066744427,0.013142174,837,9.35,41.29,34,Oxford University Press
Genome Research,5.892,338,6.90879478827362,2.28012339847305,137,392,4885,632553.0,2605,0.073320537,0.125,384,6.39,35.66,35,Cold Spring Harbor Laboratory Press
DNA Research,5.818,116,5.05194805194805,1.64760969707553,54,159,673,248747.0,849,0.048292108,0.427672956,159,4.56,12.46,32,Oxford University Press
Communications on Pure and Applied Mathematics,5.788,127,1.90833333333333,2.46117743719852,49,120,1123,225500.0,246,0.12195122,0.316666667,120,1.54,22.92,78,Wiley-Liss Inc.
Critical Reviews in Biochemistry and Molecular Biology,5.771,130,7.35483870967742,2.57272676293961,24,35,2258,110389.0,270,0.003703704,0.114285714,35,7.68,94.08,54,Informa Healthcare
Physical Review Letters,5.771,723,5.76119585112874,2.93636300961322,2881,8527,62718,13251280.0,49963,0.108420231,0.127008326,8208,5.77,21.77,68,American Physical Society
Reviews of Geophysics,5.757,207,5.57407407407407,3.83231936406237,18,54,2856,82755.0,326,0.012269939,0.12962963,54,5.24,158.67,63,John Wiley and Sons Inc
Inventiones Mathematicae,5.698,132,1.43359375,2.66816404162075,83,256,2002,380867.0,385,0.075324675,0.39453125,256,1.41,24.12,60,Springer New York
Annals of Mathematics,5.655,145,1.78070175438596,3.28862899416952,65,113,1773,297853.0,202,0.069306931,0.265486726,113,1.56,27.28,30,Department of Mathematics at Princeton University
JAMA Psychiatry,5.635,417,9.86075949367089,4.58586759837353,164,475,5616,751015.0,3618,0.032061913,0.212631579,360,7.01,34.24,13,American Medical Association
Genes to Cells,5.634,125,4.40825688073395,0.95213450665146,64,221,2952,293069.0,1006,0.017892644,0.149321267,221,4.79,46.13,30,Wiley-Blackwell Publishing Ltd
Molecular and Cellular Neuroscience,5.616,151,11.19274640754568,2.838684730402792,72,189,4251,329509.0,1169,0.049615056,0.063492063,189,5.39,59.04,36,Academic Press Inc.
Cytokine and Growth Factor Reviews,5.531,187,3.6,0.533584585915406,18,83,2322,82146.0,664,0.018072289,0.144578313,78,6.43,129.0,30,Elsevier Ltd
GSA Today,5.51,87,4.71428571428571,3.296021150552,17,45,523,77528.0,217,0.01843318,0.266666667,45,5.67,30.76,35,Geological Society of America
Nuclear Physics B,5.452,272,4.5330376940133,1.58581595146163,734,2254,31894,3340849.0,12028,0.230212837,0.196983141,2254,5.08,43.45,59,Elsevier B.V.
Journal of Molecular Graphics and Modelling,5.442,86,5.44791666666667,1.76346258947619,40,105,855,182001.0,570,0.010526316,0.476190476,102,3.33,21.38,29,Elsevier Inc.
Molecular Endocrinology,5.441,209,6.958,1.53102024431749,185,508,9036,841726.0,3868,0.082988625,0.035433071,505,7.45,48.84,30,The Endocrine Society
Psychological Bulletin,5.412,379,7.52212389380531,6.73104687116325,41,118,6348,186361.0,929,0.01722282,0.093220339,114,6.93,154.83,122,American Psychological Association
Progress in Quantum Electronics,5.34,76,5.83333333333333,4.35623638177251,6,18,836,27205.0,125,0.024,0.222222222,18,5.92,139.33,54,Elsevier Ltd
Trends in Ecology and Evolution,5.303,396,5.575,3.11948376671019,159,308,3790,720010.0,1712,0.033878505,0.262987013,243,4.35,23.84,40,Elsevier Ltd
Personality and Social Psychology Review,5.295,194,2.62162162162162,2.97654226254624,20,37,1857,90542.0,109,0.018348624,0.162162162,37,2.95,92.85,29,SAGE Publications Inc.
International Organization,5.248,168,3.23076923076923,3.28288032374564,27,78,2041,122031.0,266,0.165413534,0.102564103,78,3.36,75.59,79,Cambridge University Press
Developmental Biology,5.208,251,5.95697796432319,1.24822554512036,401,960,22117,1809833.0,5874,0.10844399,0.070833333,956,5.88,55.15,67,Elsevier Inc.
RNA,5.183,196,4.86522911051213,1.13359993956933,152,379,6427,685413.0,1902,0.121451104,0.063324538,375,5.03,42.28,31,Cold Spring Harbor Laboratory Press
Strategic Management Journal,5.167,351,2.935,2.66095138622732,63,213,4223,283924.0,697,0.162123386,0.262910798,209,2.37,67.03,46,John Wiley and Sons Ltd
Genes and Function,5.151,13,7.89603490570088,3.8180971996677404,0,27,0,0.0,109,0.0,0.333333333,26,4.04,0.0,1,John Wiley and Sons Inc
Seminars in Immunology,5.067,153,5.1031746031746,0.903295355110008,47,142,2766,211054.0,724,0.012430939,0.098591549,137,5.94,58.85,37,Academic Press
Climate Dynamics,5.024,196,3.96296296296296,1.77834914713533,61,164,2897,273491.0,684,0.118421053,0.152439024,164,4.05,47.49,40,Springer Verlag
"Astrophysical Journal, Supplement Series",5.01,286,5.03313253012048,2.0816384888571,119,332,7758,533257.0,1684,0.053444181,0.138554217,332,4.71,65.19,40,American Astronomical Society
Journal of the Royal Statistical Society. Series B: Statistical Methodology,5.006,159,2.19587628865979,2.85817728737247,54,148,1411,241947.0,353,0.090651558,0.27027027,144,2.3,26.13,29,Oxford University Press
Ecological Monographs,4.998,179,4.46376811594203,2.58242009901615,23,70,2309,103021.0,365,0.024657534,0.042857143,70,4.64,100.39,45,John Wiley &amp; Sons Inc.
Journal of Molecular Biology,4.991,302,5.28660585693711,1.56417153090787,1014,2243,49455,4540709.0,12493,0.136476427,0.066874721,2085,5.38,48.77,67,Academic Press
Circulation Research,4.958,402,7.95399188092016,2.26043377218485,333,797,14123,1489356.0,6415,0.075604053,0.050188206,762,7.53,42.41,73,Lippincott Williams and Wilkins
Global Biogeochemical Cycles,4.958,218,5.19594594594595,2.29091796952084,85,149,4959,380166.0,843,0.15658363,0.067114094,148,4.72,58.34,39,Wiley-Blackwell
Acta Mathematica,4.922,80,1.77777777777778,3.12673857061863,19,45,493,84864.0,79,0.050632911,0.333333333,45,1.67,25.95,133,Springer Netherlands
Clinical Microbiology Reviews,4.91,340,12.3535353535354,7.24889107727652,34,103,7799,151794.0,1301,0.010760953,0.038834951,100,13.62,229.38,37,American Society for Microbiology
American Sociological Review,4.862,240,3.68518518518519,4.18447454955754,54,162,2566,240648.0,627,0.049441786,0.092592593,162,3.01,47.52,61,American Sociological Association
Chemical Society Reviews,4.838,673,6.95798319327731,4.01504583916293,39,119,1565,173643.0,978,0.005112474,0.075630252,119,8.72,40.13,54,Royal Society of Chemistry
World Politics,4.821,132,3.48979591836735,4.98385991288865,17,62,1727,75641.0,248,0.036290323,0.096774194,62,4.05,101.59,76,Johns Hopkins University Press
Journal of Economic Theory,4.79,118,0.874213836477987,1.54450001700934,80,317,1728,355536.0,312,0.080128205,0.52681388,317,0.95,21.6,57,Academic Press Inc.
Journal of Personality and Social Psychology,4.782,447,3.33508771929825,2.75600808315133,158,611,10161,701967.0,2086,0.186481304,0.132569558,611,2.87,64.31,61,American Psychological Association
Immunological Reviews,4.773,262,5.90769230769231,1.36713742152503,128,293,12414,568485.0,2019,0.038137692,0.109215017,290,6.93,96.98,57,Wiley-Blackwell Publishing Ltd
Journal of Cell Science,4.766,319,5.71538461538462,1.2283766472243,453,942,23137,2011359.0,5703,0.071190601,0.063694268,940,6.05,51.08,60,Company of Biologists Ltd
Economic Policy,4.762,94,2.17647058823529,3.41788418413475,11,35,303,48833.0,84,0.023809524,0.314285714,35,2.21,27.55,38,Oxford University Press
Cancer Research,4.76,510,8.5480943738657,2.20105607713091,1001,2817,37063,4443495.0,25222,0.069344223,0.052538161,2788,8.54,37.03,85,American Association for Cancer Research Inc.
Cell Chemical Biology,4.693,215,6.6259842519685,1.73078831115781,128,342,5031,566716.0,2055,0.055474453,0.157894737,317,6.0,39.3,10,Elsevier Ltd
Nucleic Acids Research,4.69,675,4.91563275434243,1.54506688842915,729,2497,25208,3227243.0,13127,0.082196999,0.13896676,2483,5.7,34.58,52,Oxford University Press
Genetics,4.68,283,4.27539503386005,1.39655600827551,443,1372,22037,1960365.0,6113,0.127269753,0.131924198,1356,4.08,49.74,72,Oxford University Press
Physics Reports,4.675,328,5.52517985611511,3.45227699063236,125,278,14879,553041.0,1571,0.007638447,0.287769784,278,5.38,119.03,55,Elsevier B.V.
Oncogene,4.649,380,6.33579517479074,1.26049052080161,924,2088,45771,4083880.0,13819,0.119762646,0.064655172,2087,6.41,49.54,39,Springer Nature
Annual Review of Physical Chemistry,4.645,189,6.58333333333333,3.07516810105226,20,60,2673,88382.0,502,0.007968127,0.05,60,8.72,133.65,39,Annual Reviews Inc.
Plant Journal,4.624,327,4.97979797979798,1.48425259981056,289,803,11492,1276048.0,4474,0.097228431,0.057285181,803,5.2,39.76,35,Wiley-Blackwell Publishing Ltd
Circulation,4.618,691,8.30602910602911,3.38507111653142,1175,3295,28205,5186842.0,23595,0.066793812,0.197268589,2639,6.76,24.0,76,Lippincott Williams and Wilkins
Journal of Immunology,4.568,422,7.02893309222423,1.59865098164011,1836,4494,84313,8088464.0,33170,0.157310823,0.050956831,4477,7.06,45.92,81,American Association of Immunologists
American Journal of Human Genetics,4.516,339,7.27293844367015,2.64297267997328,448,1226,13576,1969493.0,8640,0.093981481,0.102773246,942,7.03,30.3,76,Cell Press
Trends in Pharmacological Sciences,4.514,252,8.40552995391705,2.79622623353799,102,304,4699,448375.0,2317,0.017695296,0.207236842,233,8.2,46.07,47,Elsevier Ltd
Accounting Review,4.503,206,2.78205128205128,2.83830215219169,22,78,629,96665.0,239,0.083682008,0.153846154,78,2.67,28.59,30,American Accounting Association
Journal of Labor Economics,4.5,136,1.36792452830189,1.88112541017009,36,106,951,158159.0,192,0.083333333,0.358490566,106,1.91,26.42,37,University of Chicago Press
Blood,4.458,540,7.72041375114086,2.19379155595851,1092,3713,45585,4789211.0,27274,0.106035052,0.092647455,3318,7.06,41.74,80,Elsevier B.V.
Journal of the American Statistical Association,4.445,227,1.7684630738523,2.45594216208599,146,545,3257,639971.0,897,0.095875139,0.456880734,544,1.42,22.31,104,Taylor and Francis Ltd.
Annals of Neurology,4.443,340,7.9568345323741,2.87996465300291,283,858,8134,1240389.0,6126,0.043095005,0.117715618,700,6.65,28.74,49,John Wiley &amp; Sons Inc.
Journal of Marketing,4.418,296,2.76047904191617,3.19312008332276,97,175,5399,424709.0,506,0.183794466,0.394285714,175,2.06,55.66,38,American Marketing Association
Journal of Financial and Quantitative Analysis,4.38,156,1.78481012658228,2.04334195196165,23,79,696,100544.0,145,0.034482759,0.35443038,79,1.26,30.26,60,Cambridge University Press
Biometrika,4.357,137,1.3969465648855,2.00262234726438,82,262,1484,358113.0,368,0.070652174,0.43129771,262,1.22,18.1,73,Oxford University Press
Journal of Memory and Language,4.329,177,3.29032258064516,2.24574512053321,50,155,2597,218102.0,535,0.106542056,0.193548387,155,2.77,51.94,41,Academic Press Inc.
Molecular Microbiology,4.323,277,5.60046189376443,1.56140680419406,514,1405,22239,2241516.0,8394,0.141172266,0.070462633,1320,5.98,43.27,39,John Wiley and Sons Inc
Annals of Statistics,4.312,202,1.38586956521739,2.16009751143229,88,368,2181,383581.0,525,0.139047619,0.434782609,368,1.27,24.78,29,Institute of Mathematical Statistics
Ecology,4.298,345,3.83233532934132,2.5251366036603,227,695,13487,988872.0,3012,0.081341301,0.09352518,683,3.71,59.41,52,Wiley-Blackwell
RAND Journal of Economics,4.275,131,1.39370078740157,2.20656387367247,36,127,935,156670.0,192,0.052083333,0.354330709,127,1.26,25.97,39,Wiley-Blackwell
Earth and Planetary Science Letters,4.264,301,3.06575342465753,1.7253076122514,276,730,11313,1200569.0,2346,0.151321398,0.182191781,730,2.93,40.99,60,Elsevier B.V.
Journal of General Physiology,4.217,143,5.17836257309941,1.37279206901834,128,359,5344,555649.0,1864,0.115879828,0.116991643,346,5.22,41.75,107,Rockefeller University Press
Trends in Plant Science,4.214,325,6.0,2.11372118831204,125,302,3530,542555.0,1720,0.034302326,0.251655629,284,5.76,28.24,30,Elsevier Ltd
Brain Research Reviews,4.188,216,6.94915254237288,2.32561953363618,34,124,6980,147407.0,859,0.015133877,0.177419355,122,6.6,205.29,33,Elsevier
Applied Physics Letters,4.173,486,3.43844762832105,2.1240114392409,2587,7237,39468,11208487.0,26764,0.16780003,0.2170789,7237,3.73,15.26,64,American Institute of Physics
SIAM Journal on Optimization,4.144,152,2.18461538461538,2.18646331583028,76,195,1949,328856.0,433,0.277136259,0.358974359,195,2.33,25.64,31,Society for Industrial and Applied Mathematics Publications
Cognitive Psychology,4.139,137,4.22413793103448,3.12255458047335,21,58,1384,90848.0,271,0.04797048,0.103448276,58,4.12,65.9,56,Academic Press Inc.
Journal of Consumer Research,4.116,234,3.28571428571429,3.23770214689016,24,84,1424,103719.0,285,0.143859649,0.083333333,84,3.43,59.33,33,Oxford University Press
Review of Educational Research,4.105,198,3.82758620689655,5.41993150784158,17,63,1479,73432.0,241,0.053941909,0.206349206,63,3.32,87.0,95,SAGE Publications Inc.
Diabetes,4.099,379,7.77277716794731,2.18170783076367,331,977,13981,1429373.0,7948,0.086311022,0.065506653,973,7.92,42.24,74,American Diabetes Association Inc.
Journal of Virology,4.092,330,5.61266568483063,1.39098647809468,1251,3704,56159,5400552.0,21546,0.261347814,0.072894168,3701,5.8,44.89,59,American Society for Microbiology
Astronomy and Astrophysics Review,4.061,84,4.06666666666667,1.80921502269677,4,15,708,17244.0,61,0.0,0.133333333,15,3.0,177.0,35,Springer Verlag
American Naturalist,4.056,236,3.46327683615819,1.94111436446958,135,379,8102,581844.0,1545,0.075080906,0.139841689,367,3.79,60.01,55,University of Chicago
Hippocampus,4.034,174,4.52317880794702,1.31598002621953,66,171,3240,284172.0,791,0.127686473,0.169590643,163,3.98,49.09,35,Wiley-Liss Inc.
Journal of Accounting and Economics,4.031,197,2.79411764705882,2.78493239127358,42,68,1098,180812.0,218,0.142201835,0.235294118,68,2.73,26.14,47,Elsevier B.V.
Progress in Neurobiology,4.031,264,7.57766990291262,2.64992959129416,57,207,15086,245388.0,1612,0.025434243,0.048309179,206,6.99,264.67,55,Elsevier Ltd
Educational Researcher,4.005,158,2.89010989010989,4.88808171388088,40,177,1644,171997.0,396,0.065656566,0.412429379,106,2.13,41.1,54,SAGE Publications Inc.
